,Preferred Label
102366,"Slc9a6 protein, rat"
484677,borophosphosilicate
240993,sulfanilyl fluoride
62843,"N-(2-hydroxyethyl)-N,N-dimethyl-2,3-bis(dodecyloxy)-1-propanaminium bromide"
219132,tamethicillin
177196,interleukin 1 precursor
60872,troxacitabine
318172,"6,7-epoxycanrenone"
230,National Practitioner Data Bank
446459,Monilia yunnanensis
437447,Cladia corallaizon
455502,Membranomyces spurius
317344,"4,6-dinitro-o-cresol"
201820,terretrione A
23339,Nalpha-acetyllysine chloromethyl ketone
469437,Handkea utriformis
215478,"2-((1, 3 dihydroxy-2-(hydroxymethyl)propan-2 ylimino)methyl) phenol"
63763,acrovestone
465471,Cortinarius squamosocephalus
506257,Consumer Health Informatics
46745,laquinimod
220044,1-palmitoyl-2-(16-fluoropalmitoyl)phosphatidylcholine
14956,Actinoalloteichus spitiensis
73004,JBIR-22
273937,"13,16,19-docosatrienoic acid"
64065,8-debenzoylpaeoniflorin
132859,fibrinogen fragment (Hol-DSK)
116486,"Ppm1a protein, mouse"
510984,"Nevus, Halo"
460575,Laetiporus conifericola
109787,poly(N-isopropylacrylamide)-block-poly(histidine)
152282,"SBE2 protein, S cerevisiae"
21466,EC0565
158402,"pvpA protein, Mycoplasma gallisepticum"
117404,L-sorbose-1-phosphate reductase
163577,neoagarobiase
182568,"Dot6 protein, S cerevisiae"
444942,Lindtneria flava
430402,Inocybe ochroalba
246064,6-azidoketanserin
288392,"philanthotoxin-7,4"
104592,somatostatin 28-(1-12)
60110,koreanaside A
207265,N-acetylamoxapine
240814,rossicasin A
66791,"3-(2-pyridyl)-(1,2,3)triazolo(1,5-a)pyridine"
71651,Butanes
269238,"3,5-diiodoaspirin"
163552,"HER-2 peptide E75 (369-377), human"
212488,"5,9-dimethyl-2'-hydroxy-2-(6-hydroxyhexyl)-6,7-benzomorphan hydrochloride"
137079,"COX5c protein, Oryza sativa"
133099,"sp-45 protein, Polysphondylium"
288901,"1,2-dihydroxyhexahydrocannabinol acetate"
67583,1-phenyl-3-(4-pyridinyl)-2-propen-1-one
280410,"3-O-glucopyranosyl 3,23-dihydroxylup-20(29)-en-28-oic acid 28-O-rhamnopyranosyl-1-4-glucopyranosyl-1-6-glucopyranoside"
194155,"trichloro(1-aza-4,7-dithiacyclononane)rhodium(III)"
230108,incasine C'
174270,"Bob1 protein, S pombe"
256923,codinaeopsin
451813,Botryohypochnus isabellinus
53466,rollinecin A
225557,3-O-beta-D-glucopyranosyl-(1-2)-beta-D-glucuronopyranosyl-22-O-angeloyl-R1-barrigenol
443605,Lopharia mirabilis
446504,Agonimia koreana
283089,"6,4' dihydroxy aurone 4-O-rutinoside"
510732,Adenocarcinoma in Situ
431039,Valsa cenisia
460909,Cetraria crespoae
83933,"Marchf11 protein, rat"
467985,Lambertella corni-maris
486108,Lepraria flavescens
434898,Lactarius piperatus
70495,quercetin-3-O-rhamnopyranosyl-(1-6)-galactopyranoside
228064,euniciniatin
70845,UP 116-77
453102,Ascodesmis nigricans
447196,Vialaea minutella
98414,"Tmem30c protein, mouse"
187604,joubertinamine
130215,"Zfp3 protein, mouse"
41613,"phospholipase A2 inhibitor protein, Crotalus"
71526,dinitrosopentamethylenetetramine
109384,ectodermal-neural cortex 1 protein
7735,Streptomyces malachiticus
80245,HLA-DRB1*11:55 antigen
72556,"C12,C13-cyclobutylepothilone A"
465309,Annulohypoxylon thouarsianum
38826,L 640035
510764,"Carcinoma, Mucoepidermoid"
506906,Watermelon mosaic virus
207393,O-4-(nitrophenyl)methylphenyl phosphinate
287834,KT 5720
303647,uvedalin
297904,dictyoquinazol C
77945,Angiotensin Receptor Antagonists
319559,5-(N-(4-azidobenzoyl)-3-aminoallyl)deoxyuridine 5'-monophosphate
135364,"NPAS1 protein, human"
82942,free radical reductase
271035,"2,5-dihydro-2-isopropyl-3,6-dimethoxypyrazine"
54004,2-methyl-5-((dimethylamino)methyl)-3-oxoisoxazolidine methiodide
6612,Streptomyces plicatus
311176,"oxalyl bis(3,4-dihydroxybenzylidene) hydrazone"
48377,mitozolomide
446830,Aspergillus mellinus
26943,ammoxetine
190168,DNP-Ficoll
7510,Paenibacillus triticisoli
193818,"2-(4-(4-(7-methoxynaphthalen-1-yl)piperazin-1-yl)butyl)-4-methyl-2H-(1,2,4)triazine-3,5-dione"
311640,"2,6-dibromo-4-nitroaniline"
70980,palmostatin M
161082,"spe-4 protein, C elegans"
49432,eusynstyelamide C
497459,Urethral Diseases
176841,dynorphin B (1-29)
221869,HX 600
464384,Arthrinium qinlingense
253954,dimethyl-diamine-sulfone
169945,"SPIK protein, Arabidopsis"
316706,alpha-carotene
145579,"vascular apoptosis-inducing protein 1, Crotalus atrox"
11968,Geomicrobium sediminis
134964,"LAMB1 protein, human"
98951,hassallidin E
47238,tapinarof
108713,Tubulin
33962,variecolortide B
21708,ODM-207
159936,"TetR(B) protein, E coli"
456175,Galeropsis bispora
225271,SUTAF-027
252973,4-nitrophenyl-alpha-D-mannopyranoside
185307,1-methylimidazol-3-ylacetaldehyde
284445,"2,4-diamino-6-(2'-hydroxydibenz(b,f)azepin-5-yl)methylpteridine"
8782,Anaplasma capra
221040,Protect Dentin Desensitizer
119163,ceramide-1-phosphate phosphatase
14049,Marinovum faecis
110481,"SAMD11 protein, human"
498740,Presentey Anomaly
494208,Otofacioosseous-Gonadal Syndrome
243760,"3-methoxy-12,13-cyclo-taraxerene-2,14-diene-1-one-28-oic acid"
96106,H2-M3 antigen
511188,"Chondrosarcoma, Mesenchymal"
440920,Diplodia alatafructa
511524,Scalp
425859,Penicillium humuli
56359,potassium thiocyanate
497636,Enteritis
428632,Entoloma maldea
29433,F 2692
197670,naphthyridylmethylketone
192900,NA 0346
199179,"3,7-bis-(4-trifluoromethylphenyl)-1,5,3,7-dioxadiazocane"
320003,Molecular Probes
203959,6-deoxytalan
233415,6-p-hydroxybenzyl kaempferol
317089,"12-hydroperoxy-5,8,11,14,17-eicosapentaenoic acid"
251088,bufospirostenin A
209348,antidyne
298840,"2-(2,4-dichlorophenoxy)propionic acid butoxyethyl ester"
487235,Usnea pygmoidea
451353,Pycnora sorophora
186214,"3'-(5-iodothiophen-2-yl)spiro(1-azabicyclo(2.2.2)octane-3,5'-(1',3')oxazolidin)-2'-one"
19378,Corynebacterium caspium
218821,"bis(2,2'-bipyridine)(2-(5-phenyl-1H-(1,2,4)triazol-3-yl)pyrazine)ruthenium(II)"
201463,glaucolide A
76032,"2-(4'-methylpiperazino-1-methyl)-1,3-diazafluoranthene 1-oxide"
440220,Microgemma caulleryi
467544,Conocybe singeriana
204771,"6-methylimidazo(2,1-b)thiazole-5-carbohydrazide"
59925,14-O-methylbenanomicin A
467579,Schizosaccharomyces kambucha
515174,Human Activities
510825,"Sarcoma, Ewing"
493404,3C syndrome
103990,"AT3G01650 protein, Arabidopsis"
489763,Heavy Ions
489224,64Cu-DOTATATE
302508,AZ12436092
77883,"13,15-N-(3'-hydroxypropyl)cycloimide chlorin p6"
165991,LFchimera peptide
30986,3-(5-chlorofuran-2-yl)-4-phenyl-5-(trifluoromethyl)isoxazole
70592,phenoxatellurine
28557,alpha-hydroxy-alpha-ethyl-phenylacetamide
100855,"Zfp503 protein, mouse"
499717,"Asia, Northern"
18887,Ameyamaea chiangmaiensis
486322,Polypodium
58656,Haemophilus influenzae type b polysaccharide vaccine
240179,verminoside
209468,muconolactone
43396,SC 40476
93742,"SlpB protein, Lactobacillus brevis"
256656,bioskin
239739,fucosylneolactonorhexaosylceramide
9573,Solimonas terrae
83948,"Cabin1 protein, zebrafish"
277875,(meso-tetrakis(sulfonatomesityl)porphyrinato)iron(III)
516091,Thermoplasma
103391,"US1 protein, human herpesvirus 2"
322382,Americium-241
491193,Familial vascular leukoencephalopathy
495123,"Myopathy, Myofibrillar, Bag3-Related"
17428,Lactobacillus diolivorans
317445,penicolinate A
67714,AM 6701
217962,brucojavan 2
67249,2-phenazinylthioureidotyrosine
27031,lankacidins
45669,artocarpanone
453978,Uromyces appendiculatus
291128,9-phenyl anthracene
237671,"1,1a-dihydroxy-1-hydrofluoren-9-one"
83078,"YgiS protein, E coli"
129383,"Hunk protein, mouse"
32847,"methyl 6-chloro-5-formyl-2-methyl-4-(2-nitrophenyl)-1,4-dihydropyridine-3-carboxylate"
59615,Alexomycin
63392,"betamethasone dipropionate, fluocinonide, gentamicin, panthenol drug combination"
174665,"Susd2 protein, rat"
440897,Sphaerosporella hinnulea
52550,equisetin
102187,"Ect2 protein, mouse"
494454,Canavan Disease
80892,"Foxn1 protein, zebrafish"
457919,Clitocybe marginella
295402,2-benzimidazolylurea
132639,"viral protein 1054, baculovirus"
229169,1-methoxy-N-methylphenazinium
298573,"1,2,4-dithiazolidine-3,5-dione"
303486,poly(12-dodecalactone)
436276,Oidium citri
226119,thromboxane B3
253341,garcimangosone A
272187,1-hydroxymethyl-tetrahydro-beta-carboline-3-carboxylic acid
104337,"ARC5 protein, Arabidopsis"
504536,Protein Refolding
282507,"dibenzo(a,l)pyrene 11,12-dihydrodiol"
87950,endoribonuclease CSP41
448272,Arthonia granithophila
76080,vermixocin A
255312,delta-bis(phenanthroline)(sucrose)cobalt(III)
185252,"1,5-pyrimidino-6,9-purinophane"
180488,CD44v9 antigen
151480,"Argp protein, Drosophila"
462206,Genea brachytheca
461140,Geastrum triplex
10604,Fusobacterium nucleatum subsp. vincentii
19936,F2PhEtyCbl
156369,pareptide
16885,Nesterenkonia terrae
475345,"MIRN1224 microRNA, mouse"
166992,"FLT4 protein, human"
436667,Disculoides eucalypti
158915,5-ASA-glutamate
158653,steroid 15-alpha-hydroxylase
18294,Streptomyces palmae
197573,gonioheptolide A
90836,"oncogene protein E1, Human papillomavirus type 18"
67725,PF-9366
90883,N-acetyl-6-amino-6-deoxymuramoyl dipeptide
128292,"Il4i1 protein, mouse"
55286,7A61 compound
260583,methyl 6-epi-cucurbate
37637,neocnidilide
122563,"MinE protein, E coli"
302736,scoparianoside A
154168,Hemoglobin J Sardegna
290812,4'-hydroxy-3-phenoxybenzoic acid
143802,taurine dehydrogenase
186491,microphynolide A
219487,(octylseleno)-xylofuranoside
74222,fuctinin
73589,"peptide 277, heat shock protein 60"
150482,"Mpdz protein, rat"
446825,Rhodocybe praesidentialis
88609,"HGF inhibitory peptide HGP-1, human"
34143,"1-(3-(4-(3-chlorophenyl)-1-piperazinyl)propyl)-3,4-dihydro-5-methoxy-2(1H)-quinolinone"
213894,"24-nor-9,11-seco-11-acetoxy-3,6-dihydroxycholesta-7,22-dien-9-one"
7604,Mycolicibacterium chubuense
465786,Grosmannia wageneri
503466,Tissue Expansion Devices
286768,"2-(4-bromobenzoyl)-3-methyl-4,6-dimethoxybenzofuran"
321034,Lead-209
454978,Alternaria chlamydospora
73350,WF 11899C
512120,Lymphangiogenesis
474976,1-(5'-phospho-beta-D-ribofuranosyl)barbituric acid
32889,marinostatin
25093,N-(6-chloropyridin-3-yl)-4-fluorobenzamide
151653,acetyl(cyclo-methionine)isopropylamide
197450,isoviolanthin
148649,"Rpn10c protein, Xenopus"
511659,Nucleus Raphe Obscurus
126547,Steroid 11-beta-Hydroxylase
203282,"3beta,17beta-dihydroxy-28-nor-12-oleanen-16-one 3-O-beta-D-galactopyranosyl (1-2)-L-arabinopyranosyl (1-3)-(L-arabinofuranosyl (1-4)-beta-D-glucuronopyranoside)"
49357,JG-48 compound
129450,"lhx3 protein, zebrafish"
210217,MEN 10710
234437,1-carbamoyl-3-methylpyrazole
448442,Chaetocalathus liliputianus
275942,"1,1'-dimethyl-4,4'-bipyrazole"
32598,8-azapsoralen
217944,baenzigeroside B
450758,Carbonea vitellinaria
431076,Neodevriesia strelitziicola
312596,callistrilone B
259979,2-hydroxy-6-(10-heptadecenyl)salicylic acid
510680,Endometrial Stromal Tumors
493739,Drug Eruptions
73475,6-hydroxyisocompactin
444404,Hymenochaete berteroi
56809,sacubitril
206528,ardisicrenoside B
420689,Endo-Fill
179811,"CHR23 protein, Arabidopsis"
163162,benzylarginine ethyl ester
32294,2-fluoro-N-n-propylnorapomorphine
3531,Roseobacter denitrificans
309523,4'-phosphopantetheine
275527,inonotusic acid
515829,Waste Management
421042,Bellfeel Brightener
43376,"Ard2 protein, Streptomyces capreolus"
59800,NYX-2925
595,"Clinical Trials, Veterinary as Topic"
277005,poly(lactic acid)-poly(ethylene glycol)-monomethyl ether
211707,4-hydrazinobenzoic acid
505686,Axotomy
427193,Faurelina elongata
50216,Cytochrome P-450 Enzyme Inducers
284280,maleimido-undecyltrichlorosilane
427043,Phellinus palmicola
133252,"Myo19 protein, human"
173242,"fgf3 protein, zebrafish"
72296,methylpentynol
306255,"4,4'-dimethylaminocyanostilbene"
178070,"RamR protein, Salmonella typhimurium"
132726,"Xkr9 protein, mouse"
443262,Ceratocystis colombiana
246174,"3-amino-7,8-dihydroimidazo-(1,5-c)-pyrimidin-5(6H)-one"
444040,Ramaria stuntzii
459539,Antrodiella perennis
149172,"FIP1L1-RARA fusion protein, human"
54558,"TBK protein, Trichosanthes"
47216,"camphor, formaldehyde, para-chlorophenol drug combination"
74847,aminobenzyltriethylenetetraaminohexaacetic acid
504742,Life Support Care
151131,"VRK2 protein, human"
217657,"2,6-bis(2-hydroxyphenyl)pyridine"
76209,DC26012
210323,"7-bromo-1,4-dihydro-2-phenyl-4,4-bis(4-pyridinylmethyl)2H-isoquinolin-3-one dihydrochloride"
309309,"methyl 8,13-epoxy-2,3-secolabd-14-en-2,11-olid-3-oate"
432083,Valsa pruinosa
53440,Hb J-Norfolk
273806,dehydrovibsanin G
298089,oleoyldehydroepiandrosterone
463997,Ganoderma subamboinense
121294,N-diazoacetylnorleucine methyl ester
89628,endo-beta-mannosidase
486955,Bromelia
198546,"5',6-dimethoxyisolariciresinol-(3'',4''-dimethoxy)-3alpha-O-beta-D-glucopyranoside"
309200,stearamide dihydroxyisobutylamine-stearate
120864,"ALIX protein, Arabidopsis"
477290,7-(2-hydroxypropyl)guanine
336955,dephenol-PTX-4.3.3
193720,"2-nitrate-1,3-dibuthoxypropan"
447049,Rugosomyces obscurissimus
369130,"MIRN6086 microRNA, human"
90648,Lys-Leu-Tyr-Asp
55219,fusidienol
420468,metaseal
35961,GSK 842879A
33463,SC 50132
170032,"CPEB1 protein, human"
435275,Odontia fibrosa
20379,1-amino-4-phenylcyclohexane-1-carboxylic acid
89497,"PNKP protein, human"
237361,alpha-ribofuranoside-(1-2)-alpha-ribofuranoside-(1-3)-alpha-ribofuranoside
94220,"Mixl1 protein, mouse"
280634,FAUC 346
12745,Klebsiella quasipneumoniae
443936,Gloeoporus pannocinctus
151911,DNA modification methylase NgoBII
21113,1-(4-aminobenzyl)isoquinoline
450149,Hydnum albertense
204943,Zharilek
3627,Bifidobacterium pullorum
53277,"1-phenyl-2-(1-aminopropyl)-N,N-diethylcyclopropanecarboxamide"
18069,Psychrobacter faecalis
320140,curium nitrate
121439,"Cbln1 protein, mouse"
116174,"AHA-1 protein, C elegans"
114447,"Id2a protein, zebrafish"
56967,Complement C1 Inhibitor Protein
217634,pyroxasulfone
116131,"distal-less protein, insect"
499475,Liberia
485614,Usnea trichodeoides
129344,Phor21-betaCG(ala) peptide
48769,"5-acetyl-6,7,8,4'-tetramethylnortangeretin"
99029,"Ric8b protein, mouse"
206641,N-desethylvardenafil
97577,BKM 872
220620,pandangolide 3
504880,Voltage-Sensitive Dye Imaging
71822,Win 56291
132268,N'-4-((4-fluorophenyl)benzyl)chloroeremomycin
230454,3-methyl-2-penten-1-ol
109928,SD-8 peptide
39647,3-methylcholanthrene-1-one
511351,Capillaries
458934,Mortierella macrocystis
438542,Heleococcum aurantiacum
295399,1-O-(E)-caffeoyl-beta-gentiobiose
125629,"streptococcin A M49 protein, Streptococcus"
313782,selinene
126319,"NetA protein, Drosophila"
256687,2-(4'-(methylamino)phenyl)quinazolin-4(3H)-one
77264,"2-(3,4-dichlorophenoxy)triethylamine"
449330,Hymenochaete arida
202872,"N-butanoyl-2-(9-methoxy-6H-isoindolo(2,1-a)indol-11-yl)ethanamine"
216919,decaturin A
501472,Family Planning Services
97568,"18-56 protein, Manduca sexta"
263766,andrachcinine
18433,Actinomadura scrupuli
423782,Organization and Administration
88657,"KIF5B protein, human"
67078,kalata B1
503804,Osmolite
227545,lathyranoic acid A
485270,L-alaninium cadmium chloride
468415,Lecania glauca
443885,Tomentella parmastoana
71994,GM 1489
466974,Paxillus curtisii
108729,aquaporin 8
425331,Psoroma paleaceum
6890,Staphylococcus agnetis
221463,ITA 194
81749,hemoglobin Kenitra
90676,pegylated MH35-BD-Q29A+G124R protein
296216,"2,3-dihydroxy-3-methylpentanoic acid"
475871,"MIRN1182 microRNA, human"
234843,2-fluoromuconic acid
33789,PIP-S2 compound
16357,Komagataeibacter maltaceti
86612,"TSV-LAO protein, Trimeresurus stejnegeri"
140035,"Bhmt protein, mouse"
1938,Winogradskyella rapida
435846,Mollisia fallens
422995,Tympanoplasty
169157,Type V Secretion Systems
205442,dysoxyhainanin B
168646,"TLR7 protein, rat"
464419,Amanita xanthella
73215,"CBF1 protein, S cerevisiae"
201190,"N-(4-(5-(4-fluorophenyl)-2-methylsulfanyl-3-(2,2,6,6-tetramethylpiperidin-4-yl)-3H-imidazol-4-yl)pyridin-2-yl)acetamide"
85573,riboflavin alpha-glucoside synthesizing enzyme
150734,"dda DNA helicase protein, Bacteriophage T4"
158046,"Gbp2b protein, mouse"
62448,HMN 154
117577,2-aminobenzoylglycyl-4-nitrophenylalanyl-proline
105662,"PRND protein, human"
273983,"5-chloro-N-((5R)-1,3,6,6-tetrafluoro-5-hydroxy-5,6,7,8-tetrahydronaphthalen-2-yl)-1H-indole-2-carboxamide"
131307,"GTPBP1 protein, human"
463013,Stereopsis radicans
176561,"VEGFB protein, human"
454173,Amniculicola lignicola
164817,acylaminoacyl-peptidase
46016,SR 2640
441872,Lactarius mammosus
143674,"Drap1 protein, mouse"
35765,GNE-783
461966,Psathyrella leucotephra
495327,Mullerian Aplasia and Hyperandrogenism
443623,Calonectria duoramosa
285999,"cyclohexane-1,2-bis(4-methyl-3-thiosemicarbazone)"
151615,"DMRTA1 protein, human"
490106,Thrombasthenia
318176,pheophytin a
