,Preferred Label
458624,Simplicillium sympodiophorum
165428,"mENase protein, Coprinus cinereus"
449562,Yamadazyma triangularis
285081,cangoronine
23561,S-adenosyl-3-thiopropylamine
31562,actamycin
491576,"Epilepsy, Benign Neonatal, 1, Atypical Severe"
19023,Ensifer sojae
176628,"Calcrl protein, mouse"
212772,mono-2-(methacryloyloxy)ethyl succinate
508918,Internship and Residency
430472,Mycena hyalinostipitata
441315,Exserticlava vasiformis
486240,Carica
253533,propylene glycol monoacrylate
76133,TAK-165
209079,"quercetin 3-(2,3,4-triacetylarabinopyranosyl-1-6-galactoside)"
140411,"MACPF protein, Photorhabdus luminescens"
5588,Bifidobacterium avesanii
83748,"MVB12B protein, human"
56158,zatebradine
12883,Planococcaceae
473452,5-chloro-4-thiouridine
23114,"N-methyl-N-(2,3-butadienyl)-1,4-butanediamine"
227320,grahamimycin A
429524,Corallomycetella repens
14427,Streptomyces thermoalcalitolerans
493966,Reticular dysgenesis
434609,Sclerotinia sclerotiorum
421994,DMV protocol
465312,Tulostoma reticulatum
1182,Proteus vulgaris
420185,activ GP sealer
63889,4-((4-chloro-5-methyl-2-methylthiophenyl)sulphonyl)-N-(chlorophenyl)urea
126131,"sfl protein, Drosophila"
148175,"DENND1A protein, human"
38207,3-deazaaristeromycin
7768,Clostridium saccharobutylicum
132600,"rab7 GTP-binding proteins, rat"
163822,"Rptn protein, mouse"
205150,"methyl 2-acetamido-2-deoxy-3-O-(glucopyranosyluronic acid)-4,6-di-O-sulfoglucopyranoside"
179405,"Ac-PNK-PNL protein, Autographa californica nucleopolyhedrovirus"
87400,"Lhx4 protein, zebrafish"
59069,(bicyclo(2.2.1)hept-2-ylidene)acetamide
122685,LIM homeobox protein 8
77060,"Amlodipine Besylate, Olmesartan Medoxomil Drug Combination"
68183,N-methyl-3-methyl-4-(2-fluorophenyl)-N-(1-methylpropyl)quinoline-2-carboxamide
124750,"Kcnn3 protein, rat"
291854,dehydrodigallic acid
128384,"glycoprotein C, Felid herpesvirus 1"
459549,Myrothecium atrum
217903,helvecardin B
68650,"7-oxabicyclo(2.2.1)-5-heptene-2,3-dicarboxylic anhydride"
181361,Indole-3-Glycerol-Phosphate Synthase
181406,DNA Polymerase III
392298,HTLV-I Antigens
38523,CT 2576
308893,cellulose acetate-butyrate
463563,Synarthonia josephiana
511114,Angiomyoma
497363,Retinitis Pigmentosa 4
107033,"SPAG6 protein, human"
429878,Collembolispora barbata
504099,Dark Adaptation
37813,ara-CMP-dipalmitin
190130,"5-(2-thienylmethylene)-2,4-imidazolidinedione"
84211,"Pre6 protein, S cerevisiae"
460810,Sticta stipitata
196128,1-(4-hydroxyiminomethylpyridinium)-3-pyridiniumpropane
126475,001-C8-NBD
9145,Mycoplasma fastidiosum
309353,riccardin C
276263,chaetoviridin A
51297,"4-cyano-N,N,5-trimethyl-7-((3S)-3-methyl-3-(methylamino) pyrrolidin-1-yl)-6-phenyl-1,3-benzoxazole-2-carboxamide"
430655,Drechmeria sinensis
237773,"3-(hydroxymethyl)-6,7-dihydroindolo(2,3-a)quinolizin-(12H)-one"
73095,"angiotensin II, Sar(1)-Thr(8)-"
152359,Pisum sativum lectin receptor
45997,Lometazid
433414,Suillus pictus
253311,5-acetyl-4-methylthiazole
44461,C.I. solvent red 3
473887,AJP 117510
137273,"CLN1 protein, S cerevisiae"
270953,wubangziside B
283288,eurylene
34953,physostigmine methiodide
93637,prothrombin San Antonio
316057,terminamine I
127237,"substance P (4-11), beta-Ala(4)-Sar(9)-Met(02)(11)-"
200775,16 alpha-iodoestradiol
236433,RWJ 26819
103940,"TIFA protein, human"
66897,LA-1275
449461,Tuber miquihuanense
242209,9-demethyl FR-901235
75092,MI-773
16930,Denitrobacterium detoxificans
130186,"6-chlorohydroxyquinol 1,2-dioxygenase"
125915,"SAA2 protein, human"
98718,"STK11 protein, Xenopus"
35445,RPR 118723
99658,"Slc2a12 protein, mouse"
443152,Phylloporus bogoriensis
63156,N-(6-chloro-7-hydroxycoumarin-3-carbonyl)-dimyristoylphosphatidyl-ethanolamine
181819,"dpy-30 protein, C elegans"
424371,Hebeloma affine
199249,human platelet antigen 1b
140589,"NUDCD3 protein, human"
58513,"caffeine, camylofin, ergotamine, mecloxamine, propyphenazone drug combination"
306179,"15-hydroperoxy-5,8,11,14,17-eicosapentaenoic acid"
299820,gericudranin A
201716,E-1 styrylpyridine-crown ether
151127,"C19orf48 protein, human"
69931,"N-(benzyloxy)-2-azaspiro(4.4)nonane-1,3-dione"
462331,Heterophoma poolensis
75793,junipeginin C
107642,"Sfrp1b protein, zebrafish"
210862,7-dodecenyl acetate
104055,bacitracin synthetase
453430,Valsa salicis
302431,"2alpha,9alpha,10beta-triacetoxy-5alpha-hydroxy-3,11-cyclo-12,20-cyclotaxa-13-one"
215582,1S-minwanenone
21104,N(alpha)-((2-phenylethyl)phenoxyphosphoryl)alanylproline
496965,Hamanishi Ueba Tsuji syndrome
420591,aminoplast KFA5
194890,"16beta,17beta-epoxy-12beta-hydroxypregna-4,6-diene-3,20-dione"
106094,"SPINT1 protein, human"
206386,4-methoxycyclohexanone
155012,HLA-A*26:12 antigen
456421,Pseudoteratosphaeria ohnowa
293763,"trans,cis-4-hydroxy-5,6-di-O-isopropylidenecyclohex-2-ene-1-one"
54245,sulfinosine
4669,Actinomadura parvosata subsp. kistnae
422426,PBML protocol
423342,CVP protocol 2
88006,acetyldehydro-3-(2-furyl)alanyltyrosine
41375,"8-(3-(2-chloro-10H-phenothiazin-10-yl)propyl)-1-thia-4,8-diazaspiro(4.5)decan-3-one"
65015,R-VK4-40
119352,Matrix Metalloproteinase 10
270827,gadofluorine 8
61812,"2,7-bis(1-hydroxyethyl-4-vinylpyridinium iodine)-N-ethylcarbazole"
89114,"WASL protein, human"
58088,2'-((4'-trifluoromethanesulfonyloxy)phenyl)-N-methanesulfonylpropionamide
83329,"pheromone-binding protein, Manduca sexta"
502180,Hairy palms and soles
436242,Agaricus biberi
222747,"3,3',4,4'-tetrabromobiphenyl"
316268,Disperse Red 1
67461,EK 17
305757,tetrakis-acridinyl peptide 1
61239,WR 268668
8360,Sulfitobacter undariae
178980,"ORMDL1 protein, mouse"
171439,alpha-N-benzyloxycarbonyl-phenylalanyl-arginyl-4-methoxy-beta-naphthylamide
191160,lucentide A
45090,"N(1)-ethyl-N-(11)-((cyclopropyl)methyl)-4,8-diazaundecane-1,11-diamine"
290048,"(3,6-di-O-feruloyl)fructofuranosyl-(2,3,4,6-tetra-O-acetyl)glucopyranoside"
268324,1-O-(15-carboxypentadecyl)-2-O-acetylglycero-3-phosphorylcholine
436200,Punctelia ruderata
58221,coniferyl 8-methylnonanoate
255459,12-azidododecanoic acid
297783,N-butanoylmannosamine
37528,hexadecylphosphoserine
4932,Paludibacter propionicigenes
151936,"FADA protein, Emericella nidulans"
467847,Septoria villarsiae
94954,"Distal-less protein-1, Xenopus"
36159,"1,1-dimethylbutyl-1-deoxy-Delta(9)-THC"
310711,2-amino-3-(3-carboxy-5-methyl-4-isoxazolyl)propionic acid
421746,Plyometric Exercise
158108,"gene 44 protein, Enterobacteria phage T4"
149453,"Adamts8 protein, mouse"
74575,"dibenzo(b,f)(1,4)oxazepine-4-carboxylic acid methyl ester"
140518,"Lim2 protein, mouse"
494020,Vibratory angioedema
171950,"NSF protein, human"
200060,siegesetheric acid
458982,Aspergillus sesamicola
80168,tryptophyl-tryptophyl-tryptophyl-prolyl-phenylalanyl-arginyl-arginine
7016,Rhodopseudomonas thermotolerans
134047,"AlbuBNP protein, human"
113127,calotropain-FII
31202,5-(3-((3-(5-methoxybenzisoxazol-3-yl)benzimidazol-1-yl)methyl)phenyl)-5-methyloxazolidinedione
51932,"5-methylnaphtho(2,1-d)oxazol-2-amine"
180966,"CabA protein, Streptomyces ambofaciens"
74204,"beta-bungarotoxin binding protein, rat"
172682,"acid cysteine proteinase, Bombyx"
69726,tryptophan methyl ester
20535,"8-oxo-5,6,7,8-tetrahydro-thiazolo(3,2-a)(1,3)diazepin-3-carboxylate"
246637,"1,4-anhydrogalactopyranose"
460820,Lichina intermedia
106567,"Scgb2a1 protein, rat"
452766,Ramalina confirmata
277857,galactosaminogalactan
132076,"Cfh3 protein, S pombe"
177307,"ACTA1 protein, human"
228598,colopsinol D
317906,"1,1,2,2-tetrachloroethane"
132669,moulting fluid protease 1
242794,4-nitrophenyl(phenylselenyl)acetate
294901,broussonetone C
434768,Pseudocoleophoma typhicola
103312,"SMA-6 protein, C elegans"
463247,Ocellularia exigua
81531,"NSMCE1 protein, human"
66994,L 364918
493975,"Dyserythropoiesis, Congenital, with Internuclear Chromatin Bridges and Ultrastructurally Normal Erythroblast Heterochromatin"
63330,brasiliquinone B
232843,4-bromobenzyl alcohol
463533,Cantharellus alboroseus
127581,"gibberellin 2beta, 3beta-hydroxylase, Cucurbita maxima"
232527,3-feruloyloxy-2-hydroxyurs-12-en-28-oic acid
266746,"2-formyl-1,4-DHP"
15562,Kitasatospora aburaviensis
86977,"ydeK protein, E coli"
244947,"2,6-bis(3-bromo-4-hydroxybenzylidene)cyclohexanone"
25002,"5,7,2'-trihydroxyflavone"
11924,Neolyngbya tenuis
195278,azaspirene
77148,SM 15178
466486,Entoloma anthracinellum
84363,"OXGR1 protein, mouse"
465469,Porina byssophila
116467,"Ida protein, Drosophila"
490287,Aughton syndrome
163618,"YAF9a protein, Arabidopsis"
107471,"YaeO protein, E coli"
125644,"UBC5 protein, S cerevisiae"
155410,"PurA protein, rat"
435645,Psathyrella intermedia
223260,3-hydroxy-1-methyleneandrostan-17-one
445161,Xanthoconium sinense
48086,"188Re-4-hexadecyl-1,2,9,9-tetramethyl-4,7-diaza-1,10-decanethiol lipiodol conjugate"
130224,"beta-lipotropin, Gln(9)-"
11823,Streptomyces yaanensis
186228,"3,4-dehydro-strictosidine"
149569,"Rfng protein, rat"
213310,sugikurojin B
3909,Campylobacter rectus
434957,Parateratosphaeria marasasii
167121,"TAPT1 protein, mouse"
428340,Phylloporia flacourtiae
483571,alkyl-diol silica
157763,glucagon-like peptide-1 (9-36)-amide
141222,"Endo-1,3(4)-beta-Glucanase"
280781,3beta-hydroxytaraxer-14-ene-1-one
7995,Alcanivorax balearicus
33301,clavanin E
68402,"3,20-bis(2-(acetoxy)ethyl)-4,19-dimethyl-1,2-dithia-5,18-diazacycloicosa-3,19-diene-5,18-dicarbaldehyde"
11643,Acidithiobacillus ferriphilus
75610,WR 228275
50137,fusaminic acid
241662,NEO212
220385,enteridinine A
509901,Autophagy
172256,"ermB protein, Streptococcus pyogenes"
163383,"ICE1 protein, Arabidopsis"
426018,Inocybe hymenocarpa
42191,dihydrotestosterone 17-bromoacetate
229458,4-(carbethoxynitrosamino)-4-(3-pyridyl)butanal
11069,Lactobacillus brevis
289574,ER 42859
18034,Methylobacterium persicinum
446149,Taphrina mirabilis
91141,"regulator of G-protein signaling 22, human"
65912,SAR707
59710,botryllamide G
76625,MitoPerOx
117170,trivanchrobactin
461714,Schizothyrium wisconsinense
264376,Sr 1768A
378938,2'-deoxy-5-fluorouridylyl-(3'-5')-3'-C-ethynylcytidine
428060,Pseudoanungitea syzygii
478522,N(4)-methoxydeoxycytidine 5'-phosphate
127895,"RRR1 protein, Xenopus"
286861,phytanol
169760,"resIP protein, Streptococcus agalactiae"
472020,brevetoxin-B2
506759,Tomato yellow leaf curl Sardinia virus
4895,Mycolicibacterium boenickei
144829,"Ada2a protein, Drosophila"
81002,allomalformin
43222,redaporfin
132953,fibrinogen Zlin
83608,(99m)Tc-Z(HER2:2395)-Cys
248074,oxasmaragdyrin-BF2
215320,"4,4'-bis(2,6-di-tert-butylphenol)"
104768,aspartate 4-decarboxylase
171603,Group IA Phospholipases A2
234806,SB 247083
83148,"Derp2 allergen, Dermatophagoides pteronyssinus"
443850,Harknessia banksiae-repens
492712,"Hyperinsulinemic hypoglycemia, familial, 3"
475,Newspapers as Topic
114423,"recJ protein, Bacteria"
166146,"MHR4 protein, Manduca sexta"
80363,"CbsH protein, Erwinia chrysanthemi"
282828,"imidazo(2,1-b)(1,3,4)thiadiazole"
143449,"P09 protein, Buthus martensi"
493583,"Protoporphyria, Erythropoietic, X-Linked Dominant"
263692,N-(3-trimethylammoniumpropyl)-4-(6-(4-(diethylamino)phenyl)hexatrienyl)pyridinium
426708,Lempholemma polyanthes
286031,RSC133
422965,Mandibular Osteotomy
145842,UDP galactose pyrophosphatase
274,Information Systems
142463,"Rcor3 protein, mouse"
55553,Retinyl Esters
447684,Elsinoe australis
105120,"Dcs2 protein, S cerevisiae"
141402,"p56 trans-Golgi network accessory protein, human"
106018,formyl-cyclo(cysteinyl-leucyl-phenylalanyl-cysteinyl) methyl ester
80424,"GAN protein, human"
164313,HLA DRB1*04:04 antigen
57651,Glanduphen
127515,N-acetylglucosaminyldiphosphoundecaprenol glucosyltransferase
491582,Hemorrhagic Septicemia
295885,dihydrogenistin
447066,Myxarium cinnamomescens
490014,Krypton Radioisotopes
41362,dioxamycin
102328,"CBF3b protein, S cerevisiae"
97353,"BIN1 protein, human"
455998,Crutarndina petractoides
10810,Psychrilyobacter atlanticus
49418,benzyltetrahydropalmatine
47645,phthalide derivative CD21
439090,Ruinenia diospyri
284942,10-O-(1-beta-D-glycosyl)camptothecin
456981,Bacidia fuscoviridis
473571,O-methylthymidine
449710,Rhizopus koreanus
434947,Hypogymnia nitida
54873,"N1-((4-fluorophenyl)methyl)-4-methyl-1,2-benzenediamine"
229634,quercetin 3-O-methyl ether
55244,"4-phenylthioandrosta-4,6-diene-3,17-dione"
55254,gamma-harmine
95518,"RBM38 protein, human"
29709,selective progesterone receptor modulator EC313
181220,(N-acetylmuramyl-N-acetylglucosaminyl)-alanyl-glutamyl-diaminopimelyl-alanine
243904,5-O-methyldihydrotetrabenazine
313662,"2-methyl-4-oxo-2H-1,2-benzothiazine-1,1-dioxide"
186312,elisabatin B
363696,bushen antai
118190,"CEP97 protein, mouse"
216604,Polyox N12K
271,Textbooks as Topic
188794,N-methylacetohexamide
463351,Lecanora expallens
462864,Fonsecaea compacta
204704,(1-(4'-methoxybiphenyl-4-sulfonylamino)-2-methylpropyl) phosphonate
317053,ciliatoside B
436957,Hygrophorus discoideus
173105,"YM-1olf protein, rat"
303373,2'-hydroxyflavone
163605,"Bcl2l2 protein, rat"
440109,Ambrosiella ips
438441,Inocybe meridionalis
509574,Conservation of Water Resources
458130,Hydnellum ferrugineum
201535,3-methylbutyrolactone
426715,Trichoderma theobromicola
141005,"unpg protein, Drosophila"
116813,"DYSC protein, Drosophila"
268123,nephthenol 15-O-beta-D-quinovoside
7155,Pedobacter namyangjuensis
205696,21-hydroxysarsasapogenin
154687,"ODF3 protein, human"
183645,N-hydroxyethyl-N-ethyl-3-methyl-p-phenylenediamine
215449,"furo(2,3-d)-pyrimidin-4-amine"
38397,DDD-028
11003,Luedemannella flava
292037,"1,3,5-tris((1,5,9-triazacyclododecan-3-yl)oxymethyl)benzene"
159924,"villin 2 protein, Arabidopsis"
503362,Occlusal Splints
66009,4-aminooxybutylamine
165665,tert-butyloxycarbonyl-aminobutyryl-phenylalanine methyl ester
459073,Colletotrichum excelsum-altitudinum
86839,"SMAD5-AS1 lncRNA, human"
438128,Tricholoma olivaceotinctum
78452,"2,2'-anhydro-4'-thio-1-beta-D-arabinofuranosylcytosine"
230321,2-methylhexacosane
116263,"ING3 protein, rat"
114276,"CpdB protein, E coli"
33137,5-carboxyl-2'-deoxycytidine
140476,"4-methylthio 2-oxobutanoate transaminase, human"
110066,"DHX15 protein, human"
15701,Corynebacterium faecale
50767,benzyl 4-(2-(piperidin-1-yl)ethyl)piperazine-1-(carbodithioate)
423237,MMM protocol 2
186614,solstitialin A 13-acetate
38307,Impra
254888,euscaphinin
420502,fuji IX
458833,Flavoparmelia springtonensis
511233,Zona Glomerulosa
511852,Atrioventricular Node
494276,"Peroxisome Biogenesis Disorder, Complementation Group 3"
105762,"Faim2 protein, rat"
97579,ORI 1202
122595,"Cup a 3 allergen, Cupressus arizonica"
196789,youlemycin
284612,1-isopropyl-4-methylbicyclo(3.1.0)hex-3-en-2-ol
453318,Curvibasidium pallidicorallinum
229618,"2,7-bisaminoethoxyxanthen-9-one"
198759,enokipodin A
81378,"GABRA4 protein, human"
452175,Neoperezia semenovaiae
5991,Glycomyces lechevalierae
204335,chlorophyll P 700
124901,cyclohexanecarboxylate hydroxylase
63162,meseclazone
75161,TAS4464
486664,Ageratina
277116,livistone C
15204,Actinomadura cremea subsp. cremea
3200,Pseudopropionibacterium propionicum
441187,Leptosphaeria robusta
107718,"1-amino-3-(2'-(3',5'-dioxo-1',2',4'-oxadiazolidinyl))cyclobutane-1-carboxylic acid"
43973,4'-C-cyano-2-amino-2'-deoxyadenosine
