,Preferred Label
11615,Pseudorhodobacter aquimaris
297927,glucocorticoid receptor complex modulator
92177,"DEDD2 protein, human"
277452,Bilobalides
266884,belalloside B
224981,epoxyafricanane
68281,"N,N'-diisopropyl-5,5'-dimethoxy-6,6'-bis(2-oxo-2-((3-(trifluoromethyl)phenyl)amino)ethoxy)biphenyl-2,2'-dicarboxamide"
24485,Ganglionic Stimulants
11886,Halobacteriovorax marinus
43793,"5-(6-hydroxy-2-naphthyl)-1,2,3-benzenetriol"
219991,"2,3-dihydro-7-hydroxy-2-(4-hydroxyphenyl)-5-((6-O-(3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl)-beta-D-glucopyranosyl)oxy)-4H-1-benzopyran-4-one"
143139,BIM 23926
213715,Pluronic-poly(acrylic acid)
226911,12-doxylstearic acid
84306,"EXC-6 protein, C elegans"
463475,Gymnopus montagnei
228579,"7-O-(2,6-dideoxy-2-fluro-alpha-talopyranosyl)adriamycinol"
253398,(11)C-ER176
114830,"Uchl4 protein, mouse"
116831,"MYA2 protein, Arabidopsis"
283,Directory
283895,"N,N'-di(p-thiazole)formamidine"
431498,Fulvophyton stalactinum
174663,"ELOA protein, human"
504427,Refugium
244994,4-hydroxyethynylestradiol
91579,parietex
101927,"NarT protein, Staphylococcus carnosus"
263632,mollolide A
190615,tryptoquivaline S
170329,"Fbxo5 protein, rat"
15102,Methylibium petroleiphilum
391216,"HNA-4b antigen, human"
13572,Myxococcus stipitatus
42056,iCRT14
211931,"3,16,19-trihydroxy-5-androsten-17-one"
76313,ICI 154129
105278,"AT1G13680 protein, Arabidopsis"
65356,piguamerin
102287,"CLIP4 protein, human"
46169,biosporin
299443,duboscic acid
505397,Electroporation
104086,"camk2g2 protein, zebrafish"
19454,Lactobacillaceae
102839,"Lmo1421 protein, Listeria monocytogenes"
207656,3-(2-trifluoromethylbenzylamino)-2-benzhydrylquinuclidine
164187,"Gsdma2 protein, mouse"
200060,siegesetheric acid
451231,Cortinarius medioscaurus
369236,2-hexadecenoyl-coenzyme A
295730,erythromycin A methoxime
165384,"IDS2 protein, S cerevisiae"
102381,"CHAF1A protein, human"
201737,triazamate
242143,caesalpinetate
456999,Neofusicoccum grevilleae
500430,Stretchers
152417,alanyl-seryl-glycine
59238,iilozen
124868,"Mic27 protein, S cerevisiae"
51777,ginsenoside Rb1
457131,Neurospora indica
265416,(E)-2-((2-chlorophenyl)iminomethyl)-4-trifluoromethoxyphenol
306012,"1,6-bis((N-carbazol-3-yl)methyl)-2,4-hexadiyne 5-(1,2)dithiolan-3-ylpentanoate"
443218,Inocybe comatella
125779,"At5g08560 protein, Arabidopsis"
117398,"IGF2BP3 protein, human"
47803,zinc iodide
156964,"PTGER1 protein, human"
72901,HR 916
254839,"4,15-epoxyeudesmane-1,6-diol"
306724,arsenotriglutathione
164486,"Spc105 protein, S cerevisiae"
224608,"2,3,4-trihydroxybutylarsonic acid"
134134,"Sli15 protein, S cerevisiae"
423401,VIP protocol 3
24541,LP0040
22414,BHUx polyherbal formulation
58774,"4-amino-1-(5-O-(2-oxo-4-(4-pyridyl)-1,3,2-dioxaphosphorinan-2-yl)arabinofuranosyl)-2(1H)-pyrimidinone"
504929,"Ultrasonography, Doppler, Color"
143561,"Lipoproteins, HDL3"
115685,"APOC3 protein, human"
145864,Maxitrol
457904,Haematomma persoonii
496243,Myopathic carnitine deficiency
84190,"neuropeptide Y, Leu(31)-Pro(34)-"
313885,esculeogenin B
298303,"indolo(3,2-b)andrographolide"
55999,aceto-carmine
219700,2-isopropylphenol
229513,methyl 3-(4-(bis(2-chloroethyl)amino)phenyl)-2-(2-(4-((N-isopropyl)amidino)phenyl)furan-5-carboxamido)propanoate
295824,technepine
435286,Inocybe leptophylla
47115,rhein
315417,"1-O-beta-D-galactosyl-(6-1)-alpha-D-galactosyl-2,3-O-dihexadecanoylglycerol"
174289,"Strn-Mlck protein, Drosophila"
53046,RPR 106972
54818,"1-methyl (5Z)-7-((1R,2R, 3R,5S)-2-((1E)-3,3-difluoro-4-phenoxy -1-butenyl)-3,5-dihydroxycyclopentyl)-5-heptenoate"
21574,methafurylene
73129,"2-(2-(2-chloro-3-(2-(1,3-dihydro-1,3,3-trimethyl-2H-indol-2-ylidene)ethylidene)-1-cyclohexen-1-yl)ethenyl)-1,3,3-trimethyl-3H-indolium"
478864,5'-Se-thymidine phosphoramidite
370072,Cobalt
108815,"Fpr1 protein, rat"
137184,"beta-1,3-galactosyl-N-acetylhexosamine phosphorylase"
464841,Galerina jaapii
43454,2-(nonylsulfonamido)benzoic acid
285358,potassium vinyltrifluoroborate
458728,Phyllosticta kerriae
90263,"SRP19 protein, human"
246932,"quinoxaline-2-carboxamide-1,4-di-N-oxide"
131336,endodeoxyribonuclease EcoK
173090,lysine-p-nitroanilide hydrolase
103393,"GE2 fusion protein, human"
224202,hydroxyacetophenone 3-hexamethyleneiminyl thiosemicarbazonate(-2) copper(II)
475011,O(6)-(4-hydroxymethylbenzyl)guanine
424479,Inocybe flavoalbida
146247,endodeoxyribonuclease Eco31I
494057,"Epilepsy, Partial, Motor"
491923,"Retinal Dystrophy, Early Onset Severe"
463754,Pseudocercospora rumohrae
103344,"ARL4A protein, human"
151437,"rst protein, Drosophila"
33839,"6-bromoindirubin-3'-(O-(N,N-diethylcarbamyl)oxime)"
267046,desmorostratine
474304,"4-ribitylamino-5-amino-2,6-dihydroxypyrimidine"
23954,BAY x 7195
473592,FV-100
171107,placental protein 3
148619,"RPRD1B protein, human"
104569,Growth Differentiation Factor 10
109001,"Tsp68C protein, Drosophila"
44545,GN39482
456822,Cordyceps kurijimeansis
451591,Metschnikowia fructicola
255974,bikethoxal
152360,Antimicrobial Cationic Peptides
467104,Lycoperdon vietnamense
197173,3-methylfluoranthene
427101,Thecaphora alsinearum
454878,Phaeocollybia phaeogaleroides
149054,"FAM171B protein, human"
100038,"Rx3 protein, zebrafish"
128382,"FAA4 protein, S cerevisiae"
486131,Commelina
237239,LB 10522
193295,ICR 170-OH
108715,"DDX41 protein, human"
225345,arabidopside G
222871,aurechinulin
57844,"4,4'-(1,6-hexamethylenedithio)bis(1-octylpyridinium)"
26530,5'-phenylanabaseine
296148,tricycloalterfurene B
226326,naphthosultone
4201,Rhodobacter vinaykumarii
227432,terrein
425010,Rimularia geumodoensis
439461,Humicola jilongensis
47864,"2-(2-(1-phenyl-4-piperazynyl)ethyl)-1,2,3,4-tetrahydro-beta-carboline-1-spiro-4'-N'-benzylpiperidine"
241241,1-methyl-5-pentyl-5-phenylbarbituric acid
22595,A 1110U
131238,"GIRK5 protein, Xenopus"
96680,"Krt13 protein, rat"
440562,Monocillium curvisetosum
165108,"SuUR protein, Drosophila"
59382,KF33955
215365,2-amino picoline
296676,2-trimethylsilyl-2-hydroxyethylcyanide
215872,1-methylcytosine
88098,"SLC15A3 protein, human"
41682,asperdurin
52214,calphostin B
58622,"S,S'-dinitrosobucillamine"
311903,"2-ethyl-4-((2'-(1H-tetrazol-5-yl)-4-biphenylyl)thio)-1,5-naphthyridine"
252414,triphenylmethane
97987,alpha-2-macroglobulin-collagenase complex
116971,transportan-10
219917,"dihydropyrrolo(1,2-a)pyrazinone"
73239,methotrexate-gamma-aspartate
257368,technetium Tc 99m (Sn)-pyridoxylidenetryptophan
204557,"(E)-2,3-bis(4-hydroxyphenyl)acrylaldehyde"
77742,OMP-54F28
162821,vaccinia surface antigen
146522,barusiban
82982,"SYGL-1 protein, C elegans"
463056,Natipusilla bellaspora
451773,Cora yukiboa
106747,"ZBTB20 protein, human"
57809,elesclomol
441177,Gloeoporellus merulinus
81600,"Nak protein, Drosophila"
282017,digoxin-21-salicylidene
238205,"N-(5-(6-(3-chlorophenylamino)pyrazin-2-yl)pyridin-3-yl)-N',N'-dimethylethane-1,2-diamine"
69187,"1,3-dipalmitoyl-2-mycophenoloyl glycerol"
74275,"4-nitro-1,8-naphthalic anhydride"
121476,"Atp1b1 protein, mouse"
71171,manganese (III) meso-tetra (3-(2-(2-methoxy)-ethoxy) ethoxy)phenyl porphyrin chloride
276356,"yessotoxin 32-O-(beta-L-arabinofuranosyl-(5'-1'')-beta-L-arabinofuranoside), Protoceratium reticulatum"
74734,SR 58306A
429818,Stropharia aurantiaca
491081,"Infantile convulsions and paroxysmal choreoathetosis, familial"
162958,mitochondrial transcription factor A
78973,carebastine
66555,Selenium
430402,Inocybe ochroalba
159757,preneocarzinostatin
168775,"SV2B protein, human"
44540,delisheng
111085,"srP2 protein, S pombe"
149493,"Grip163 protein, Drosophila"
73697,N-1-adamantylphosphoramidic dichloride
474350,"N(2)-(deoxyguanosin-8-yl)-2-amino-3,8-dimethylimidazo(4,5-f)quinoxaline 3',5'-diphosphate"
10638,Novosphingobium tardaugens
277931,"3-tert-butoxycarbonylamino-2-oxo-2,3,4,5-tetrahydro-1,5-benzodiazepine-1-acetic acid methyl ester"
248756,mudanpioside H
35549,clavanin A
94568,"CDM1 protein, Arabidopsis"
504539,Receptor Cross-Talk
469713,Cladosporium alboflavescens
34160,halenaquinone
301460,NU2058
10014,Bdellovibrio exovorus
256108,E 1100
434639,Lecanicillium sabanense
120870,"smtnl protein, zebrafish"
62793,versamune-CoV-2FC vaccine
116410,"Cldn19 protein, mouse"
6757,Cystobacter fuscus
81099,"Mob4 protein, Drosophila"
156047,"Pdlim3 protein, rat"
160939,alanylglucose
498174,Hyperkeratosis of the palms and soles and esophageal papillomas
12968,Pedobacter terrae
153322,laminin alpha 2
153213,neuromedin U receptor
259988,dicaproylphosphatidic acid
86014,RNA-proteolipid complex
189693,"2-methoxy-3,4-dihydro-2H-pyran"
207267,poly(cyclohexene carbonate)
433505,Erysiphe weigelae
221636,"inositol 1,2,3,4-tetraphosphate 5,6-dipyrophosphate"
147482,"KLHL10 protein, human"
212505,"(1S,2S,4R,6S,7R,8S)-4alpha-formyloxy-beta-ylangene"
151371,"Slc17a7 protein, rat"
209420,mycoside G
503060,Coated Vesicles
487640,Lepraria atlantica
2112,Bacillus bataviensis
5074,Desulfovibrio mexicanus
141929,"BT088 immunoglobulin, human"
189820,dodecyl oleate
429475,Psathyrella lyckebodensis
157644,Monophenol Monooxygenase
78626,Maxy G34
51197,"2,3-bis(aziridinyl)-1,4-naphthoquinonyl sulfonate"
138654,"Tfpt protein, rat"
456482,Telimena galavisii
112098,amyloid fibril protein SKO-III
121240,TA-Gw vaccine
494035,"Trichoepitheliomas, Multiple Desmoplastic"
196627,"2,4,6-trimethylmelamine"
481459,ranbezolid
448149,Talaromyces tzapotlensis
57874,alacepril
44234,3-phenoxychromone
515962,AAA Domain
127822,"Srp1 protein, S pombe"
505913,Biological Science Disciplines
301986,penbactam
475595,3'-azido-3'-deoxythymidine 5'-choline phosphate
439576,Septoglomus deserticola
19138,Pelotomaculum schinkii
36002,4-aminobenzoic acid 4'-amidinoanilide
468015,Penicillium alogum
269019,spirowallichiione
475,Newspapers as Topic
168150,"Txndc2 protein, mouse"
286196,"(S)-1-((S)-2-amino-3-(4-(1-(4-fluorobenzyl)-1H-1,2,3-triazol-4-yl)phenyl)propanoyl)pyrrolidine-2-carbonitrile hydrochloride"
208161,amylose-tris-(5-chloro-2-methylphenylcarbamate)
67467,"(8-(methyldithio)-1-naphthyl)methyl-8-amino-2,6-anhydro-3,8-dideoxyoctonate"
98631,"zgc:113210 protein, zebrafish"
100610,"FBXL5 protein, mouse"
107641,"Sohlh2 protein, mouse"
467254,Phellinus punctatus
202270,poly(1-methacryloylamido-2-hydroxypropane-co-20-O-(methacryloylglycyl-6-aminohexanoylglycyl))
504295,Hydrophobic and Hydrophilic Interactions
146332,"JMJ30 protein, Arabidopsis"
437180,Ophiostoma ssiori
463303,Coniochaeta luteoviridis
153720,Depsipeptides
132135,"RsmE protein, E coli"
50656,"1,1',3,3',5,5'-hexahydroxy-7,7'-dimethyl(2,2'-bianthracene)-9,9',10,10'-tetraone"
38629,2-(4-(4-fluorobenzoyl)piperidin-1-yl)-2'-acetonaphthone
248417,5-Deoxy-7-methylbostrycoidin
483091,CP 101680
457333,Brachysporiella navarrica
28263,"2-(4-chlorophenyl)-6-methyl-1,2,4-triazolo(1,5-a)-1,3,5-triazine-7(6H)-thione"
72996,desmedipham
138992,"PCDHA6 protein, human"
181187,ABX-Interleukin 8
440067,Cortinarius cinctipes
300324,"CVT-11,563"
124390,"KITLG protein, human"
116217,NeoTect
38381,KBP-042
130329,alanine carboxypeptidase
108540,"Zfp110 protein, mouse"
440609,Seimatosporium obtusum
61859,"3,3'-(4,4'-(1,4-phenylene)bis(butane-4,1-diyl))bis(5-(2-methoxyethyl)-4-methylthiazol-3-ium)"
184784,benzocatechol
26263,BCI-210
144137,cylindrin
132851,"DhkB protein, Dictyostelium discoideum"
120410,"RSE1 protein, S cerevisiae"
43118,H 89712
49315,PD 167065
128601,Histidine Kinase
175580,"SLC25A13 protein, human"
428687,Ophiocordyceps lloydii
25640,etamycin
3739,Paracoccus versutus
189071,bourbonenolide
254845,truxillic acid
468103,Pseudocyphellaria argyracea
460450,Phomatosphaeropsis pinicola
421664,Phacoemulsification
448203,Corticium roseocarneum
6527,Rhodococcus koreensis
440983,Hohenbuehelia unguicularis
49450,XZ-259
47983,"Cdkn1b protein, mouse"
9755,Methylomarinovum caldicuralii
282688,"4,4',5'-trimethylazapsoralen"
7678,Rhodopseudomonas palustris
130481,Gap 26 peptide
115751,"ORF6 protein, SARS-CoV-2"
166449,"E1 protein, Bovine papillomavirus"
96822,"NAC4 protein, Arabidopsis"
298485,Caffeic Acids
501272,Cephalopelvic Disproportion
181974,nuclear phosphoprotein 41
463852,Orbilia asomatica
69249,JCP 666
508238,Adenophorea
36875,4-methylpiperazino-thiuramdisulfide
309039,6-O-angeloylenolin
459886,Mycena septentrionalis
46811,"protease inhibitor, Bacillus brevis"
284773,PRG Barrier Coat
68544,AFDX 384
161656,"POFUT2 protein, human"
