,Preferred Label
151973,cholecystokinin (10-20)
115079,BKM-570
87395,BmKIM peptide
503133,"Nerve Fibers, Myelinated"
484352,"di-mu-aqua-bis((N-salicylidene-beta-alaninato-kappa3O,N,O')copper(II)) urea"
242659,"1,2-dihydropyridinone"
515965,Tudor Domain
131678,"NAP6 protein, Arabidopsis"
426314,Saccharomycopsis crataegensis
194691,AH25086
14834,Actinomadura madurae
268261,cohaerin B
192692,Ro 12-9933
157146,"vitamin D binding protein 1, primate"
96084,hemoglobin Vila Real
118212,formyl-methylhomoseryl-leucyl-phenylalanine methyl ester
427337,Candelaria pacifica
262105,coracurine V
497647,Xylosidase Deficiency
34677,BAL29880
252865,"(2-(2,6-dichloro-phenylamino)-phenyl)-acetic acid"
484980,"bis(2,2'-bipyridine)(4,4'-bis(4-aminobutyl)-2,2'-bipyridine) ruthenium perchlorate"
83862,"argC protein, Bacteria"
23489,Magnesium Hydroxide
434869,Bipolaris drechsleri
178809,"Lam protein, Drosophila"
1217,Alicyclobacillus herbarius
234326,L 737244
50195,pradigastat
444139,Corynascus digitulus
312105,4'-hydroxypentobarbitone
208301,nitraramine
501763,Solitary Kidney
304144,Ho-FHMA
285550,picrasidine C
7515,Peptoniphilus catoniae
155423,acetyl-asparagyl-prolyl-glycyl-glutaminamide
139948,"HIG2 protein, mouse"
249067,tanzawaic acid B
458235,Ochroconis bacilliformis
235389,"estra-1,3,5(10)-trien-17-one-3-sulfonyl chloride"
450743,Lecidea lactea
290279,"17-O-acetyl,10-hydroxycorynantheol"
138557,"sea1 protein, Enterococcus faecalis"
209712,4-methyltetrahydrobenzopsoralen
421689,FND protocol
278130,linolenoyl sorbitol
304735,1-acylglycerophosphorylinositol
276248,xiamycin D
428938,Scedosporium frequentans
89321,"Egl-8 protein, C elegans"
66218,bulaquine
248325,"1,4-dihydro-1,6-dimethoxy-7-hydroxy-4-oxoquinoline-3-carboxylic acid"
270332,aberrarone
242857,glucopyranosylamine
309928,13-deoxybaccatin III
225688,sokodoside B
37920,1-(4-sulfanatobutyl)-4-(beta-(2-(di-n-butylamino)-6-naphthyl)butadienyl)quinolinium betaine
85988,"inx-6 protein, C elegans"
151954,"tarbp2 protein, zebrafish"
270347,"2',4'-dihydroxy-3,4-(2',2'-dimethylchromeno)-3'-prenyldihydrochalcone"
314974,11-hydroxydodecanoic acid
468591,Tremella lobariacearum
81369,"BioZ protein, Mesorhizobium"
51235,"4-amino-5-chloro-2,3-dihydrobenzofuran-7-carboxylic acid (3-hydroxy-1-(3-methoxypropyl)piperidin-4ylmethyl)amide"
466516,Barssia maroccana
107856,"TIMM8B protein, human"
293196,5-chloro-2-hydroxynicotinic acid
133302,amyloid beta-protein (1-42)
163991,poly(gamma-benzyl glutamate)-beta-cyclodextrin
57137,PD 130883
455985,Cercospora bizzozeriana
491909,Hemolytic-Uremic Syndrome
250205,desmethoxyfallypride
466442,Uredo hygrophilae
123098,"Vmn2r115 protein, mouse"
121312,"LST4 protein, S cerevisiae"
498141,"Hydrocephalus, X-linked"
105613,"Tennessee antigen, human"
88677,"Slc51b protein, rat"
31154,Oxytocin
289254,"2-ethylhexyl 2-(4-(2-oxo-1,2-dihydro-3H-indol-3-ylidene)(phenyl)methoxy)phenylacetate"
23036,pseudoirroratin A
257090,"2,6-di-tert-butyl-4-hydroxy-4-methyl-2,5-cyclohexadien-1-one"
170156,"Ytm1 protein, S cerevisiae"
457398,Hymenopellis trichofera
153241,"Tpsab1 protein, mouse"
291871,ginkgotoxin 5'-glucoside
85179,"Khdrbs1 protein, mouse"
313448,dye 50
148922,peptide IE1 (354-363)
76669,NYVAC vaccine
501496,Paralysis
10535,Nostoc piscinale
25844,Raxofelast
175455,"Pstpip2 protein, mouse"
508163,Dinoflagellida
222711,leucocrystal violet
432076,Tremelloscypha gelatinosa
170690,"cg protein, Drosophila"
255496,tris(4-chlorophenyl)methanol
486047,Lepraria eburnea
212161,cylindricine C
161130,cycloaspeptide D
289928,dicliripariside A
469803,nickel hydroxide
161440,apiin synthetase
465396,Entoloma trichomatum
442087,Zygosaccharomyces rouxii
111151,"zinc finger protein 432, human"
291579,"5-acetamido-3,4,5,8-tetradeoxy-lyxo-2-nonulopyranosylonic acid-2-3-galactopyranosyl-1-4-glucopyranosyl-(1-1)-2-octadecanamido-4-octadecene-1,3-diol"
174834,"Surf6 protein, mouse"
243056,AZD4831
17300,Arsenicicoccus dermatophilus
41847,di(4-tolyl)tin bis(pyrrolidine dithiocarbamate)
455753,Cora cyphellifera
303063,poly(ethyleneoxide)(13)-poly(propyleneoxide)(30)-poly(ethyleneoxide)(13) block copolymer
187212,"3,5-dimethoxy-2-(6-oxo-5-pentyl-6H-pyran-3-carbonyl)-benzoic acid"
150080,"M protein, Vesicular stomatitis virus"
479735,"ribavirin 2',3',5'-triacetate"
189147,"r-7,t-8,9,c-10-tetrahydroxy-7,8,9,10-tetrahydrobenzo(a)pyrene"
118296,"Arf79F protein, Drosophila"
9989,Domibacillus indicus
38965,"2,9-di-sec-butyl-1,10-phenanthroline"
52533,"sodium bicarbonate, sodium carbonate drug combination"
446794,Gastrosporium simplex
53852,harman
114166,"SDR16C5 protein, human"
500435,Magnets
451761,Montagnula aloes
191259,"5,6-epoxy-beta-ionone"
155328,"ADAR1 protein, rat"
204948,1-hydroxy-O-methylsterigmatocystin
272293,N-benzyloxy-1H-benzotriazole-1-carboxamide
183071,2-amino-4-fluorophosphonobutanoic acid
21631,PH-1126
141762,"S2P metalloprotease, Methanocaldococcus jannaschii"
443528,Volvariella morozovae
71124,2-(3-tert-butyl-1-phenyl-1H-pyrazol-5-ylamino)-N'-((4-(2-morpholinoethoxy)naphthalen-1-yl)methylene)acetohydrazide
494630,Orofacial Cleft 1
288405,"methy-6-hydroxy-11beta-acetoxy-12alpha-(2-methylpropanoyloxy)-3,7-dioxo-14beta,15beta-epoxy-1,5-meliacadien-29-oate"
158944,"Capg protein, mouse"
261002,Rifaprim
100398,SAP90-PSD95 Associated Proteins
52708,"2',3'-O-(2,4,6-trinitrophenyl)-8-azidoadenosine monophosphate"
429116,Geastrum glaucescens
438737,Inocybe pallida
486308,Cladonia fimbriata
495165,"Mental Retardation, X-Linked"
463557,Clitocybe nebularis
174581,L-malate coenzyme A transferase
281544,"2,4,6-tris(2,4,6-tribromophenoxy)-1,3,5-triazine"
170299,HLA-DM antigens
30747,technetium Tc 99m ethambutol
39154,CW209E
104401,"S37731 protein, Vibrio cholerae"
39516,dimethylaminododecyl methacrylate
17900,Mechercharimyces asporophorigenens
91783,prephenate aminotransferase
434338,Cortinarius lacteus
450257,Neocallimastix frontalis
126670,protein-N-pi-phosphohistidine - sugar phosphotransferase
125212,HLA-C*03 antigen
110529,"Unc-105 protein, C elegans"
59296,guaiapate
237683,RU 42698
149867,"Gno1 protein, S cerevisiae"
88530,"Kcna5 protein, rat"
26180,maggiemycin
87799,"Ncor1 protein, mouse"
421376,DoxaDent
141169,leucine phosphonic acid
142407,Ac-LD(Ac)2-Gly-Pro-Glu(OMe)-OMe
233471,"inositol 1,2-cyclic 4-bisphosphate"
462365,Celoporthe woodiana
70064,"3'-methoxy-3,4-methylenedioxy-4'-7-epoxy-9-nor-8,5'-neolignan-7,8'-diene"
287261,adenophorine
29440,ecomustine
119674,"WNT7B protein, human"
180817,"SP21 protein, Stigmatella aurantiaca"
309736,CW 011
4214,Algoriphagus winogradskyi
62135,Octoxynol
10204,Astrosporangium hypotensionis
267388,desethyl-N-acetylprocainamide
491272,"Bartter syndrome, type 3"
105117,"Ddx25 protein, mouse"
19409,Brevundimonas variabilis
439924,Soleella chinensis
219828,alboatisin B
55622,Mydriatics
60754,hypericin
174258,"endothelin-1, Ala(10)-"
251330,4-(n-heptyloxy)butanol
514307,Endolymph
199124,4-carboxypyrazole
282604,poly(4-vinylpyridine)-block-poly(ethylene oxide)
300595,"4',7-dihydroxyflavone"
163006,"ZNF555 protein, human"
77211,axomadol
11105,Shewanella schlegeliana
168191,"pertussis toxin, S1 subunit"
290922,RTA 502
88350,(benzoylphenyl)alanyl
207279,picfeltarraenin XI
188517,urupocidin A
434839,Melampsora pinitorqua
259020,N-(2-((1-(cyclohexylmethyl)-2-(3-ethyl-2-oxo-5-oxazolidinyl)-2-hydroxyethyl)amino)-2-oxo-1-(2-thienylmethyl)ethyl)-gamma-oxo-alpha-(phenylmethyl)-4-morpholinebutanamide
163861,"signal-induced proliferation-associated 1-like protein 3, human"
134709,asparagyl-histidyl-asparagyl-methionyl-histidyl-arginyl-threonyl-threonyl-glutaminyl-tryptophyl-prolyl-leucine
502188,X-Linked Infantile Nystagmus
155360,"ZnuD protein, Neisseria meningitidis"
500260,Universities
250767,zooxanthellatoxin B
168270,"Hirsutellin A protein, Hirsutella thompsonii"
254185,"4'-aminomethyl-N,N'-trimethylenedibenzohydroxamamide"
32375,"2,5-dimethoxy-4-benzoquinone"
103672,"NDUFB6 protein, rat"
185003,4-diethylaminoethoxy-alpha-ethylbenzhydrol
424225,Aleurodiscus sichuanensis
295432,poly(ethylenimine sulfide)
244080,1-propenyl-benzene
447467,Auricularia angiospermarum
106653,"cstA protein, E coli"
57579,ICI 89406
181106,"FLF protein, Arabidopsis"
211435,octa(carboxyphenyl)silsesquioxane
39817,6'-de-O-acetylcupacinoside
285369,plocamenol A
113654,"Receptors, Angiotensin"
265805,liposidomycin A-(IV)
240869,pentaceroside A
236435,"3,4-12,13-dibenzo-2,5,11,14-tetraoxo-1,6,10,15-tetraazacyclooctadecane"
75253,lactocide
89656,"COT1 protein, S cerevisiae"
217623,phyllostachysin A
460295,Jahnula sunyatsenii
436072,Allophaeosphaeria cytisi
204192,7-prenylisatin
117696,alamethicin F50 pyromellitate
25034,digalactosamine
133586,6-acetoxybarbatin C
213192,oxyhyponitrite
258866,A'-neogammacer-22(29)-en-3-ol
485300,ITQ-32
228581,6-O-methylerythromycin B
97987,alpha-2-macroglobulin-collagenase complex
490195,"Striatonigral Degeneration, Infantile, Mitochondrial"
51240,JCA112
206456,bolineol
465444,Kretzschmaria sandvicensis
485264,monobromodisilane
218309,cefuroxime axetil
208172,2-chloro-N-(4-chlorobiphenyl-2-yl)nicotinamide
26735,"2,5-dihydroxy-4,3'-di(beta-d-glucopyranosyloxy)-trans-stilbene"
78194,curcucomosin A
514550,Mucociliary Clearance
316940,N-methyl-9-methyl-5-(3-hydroxyphenyl)morphan
18190,Dakarella massiliensis
427686,Phragmidium fusiforme
12369,Gemmobacter caeni
9585,Methylocaldum gracile
226306,9-(3-pyrenyl)nonanoic acid
63562,4-(3-trifluoromethyldiazirino)benzoic acid
38498,carbovir-5'-O-glucuronide
89831,"corazonin protein, insect"
310952,didemnaceride A
253417,"1,3,7-trimethyluric acid"
422799,Lateral Internal Sphincterotomy
112498,"CG2 protein, Plasmodium falciparum"
142745,"STOML1 protein, human"
299280,"21-hydroxypregna-1,4-diene-3,11,20-trione"
43438,flusoxolol
70433,GNE-317
246393,2-phenylchromone
284295,N-trifluoroacetyl-2-aminoethanol
21711,AVI-4126
440777,Minimedusa polyspora
92965,"deltaNp73alpha protein, human"
149910,"alkaline phosphatase, placental"
444599,Seiridium neocupressi
284438,4-(5-chloro-2-hydroxyphenyl)-3-(2-hydroxyethyl)-6-(trifluoromethyl)-quinolin-2(1H)-one
192193,N-nitrosodiethanolamine
256443,KDN-Lewis X ganglioside
111939,palmitoyl-CoA dependent dehydrogenase
429986,Boletus bainiugan
64976,Gd-AAZTA-MADEC
40084,ciprokiren
467558,Rhizopogon mohelnensis
499582,Saudi Arabia
271483,"2,3-dihydroxypropane-1-sulfonate"
448496,Catinaria atropurpurea
336893,"long non-coding RNA ATB, human"
241649,GYKI 20238
481313,elaiomycin C
434463,Eriocybe chionea
481820,TD 1792
62576,"benzo(c)phenanthrene-5,6-imine"
146887,leghemoglobin I
19395,Treponema maltophilum
459927,Loekoesia austrocoreana
218368,"5-hydroxy-1-(3'-methoxy-4'-hydroxyphenyl)-7-phenyl-4,6-heptadien-3-one"
26343,pindone
140764,"PACSIN2 protein, Xenopus"
2427,Nocardioides taihuensis
421841,DOP protocol
427448,Helicocarpus griseus
114886,"MagR protein, Drosophila"
163426,glycerol 2-dehydrogenase (NADP+)
17511,Desulfonatronospira delicata
53198,"5-(4-(1-(4-(difluoromethoxy)benzoyl)piperidin-4-yloxy)benzylidene)pyrimidine-2,4,6(1H,3H,5H)-trione"
155343,"Sema6a protein, mouse"
120276,aconitate delta-isomerase
71517,isolase
242076,N-acylhydroxyethylaminomethyl-4H-chromen-4-one
49871,Griseofulvin
96760,"CCD4 protein, Arabidopsis"
147954,hypotaurine aminotransferase
295345,Parmetol A23
476325,5-(2-mercaptoethyl)uridine triphosphate
465869,Pseudocercospora cybistacis
5088,Escherichia fergusonii
442700,Stereocaulon tennesseense
84746,"ECEL1 protein, human"
82975,"BfpI protein, E coli"
235304,7-trifluoromethyltestosterone acetate
65139,"5,7,4'-trimethylapigenin"
29557,"4-beta-glucopyranosyl-(2-furyl)-5-methy-1,2-glucopyranoside phenylmethanone"
286383,4-(N-(1-(2-(4-cyanophenyl)ethyl)-4-hydroxypiperidin-4-ylmethyl)-N-methylamino)benzoic acid
307007,"5,8,11,14,19-eicosapentaenoic acid"
238341,2-(2-fluoro-4-(2-(m-tolyloxy)acetamido)phenoxy)acetic acid
433042,Nodobryoria subdivergens
426408,Boletus aereus
33480,"Sj62 protein, Schistosoma japonicum"
490277,Xanthogranulomatous cholecystitis
263476,"2-amino-3-methylimidazo(4,5-f)quinoxaline"
87804,ubiquitin-aldehyde
248389,6-methylpurine
189061,3'-hydroxyamobarbital
69848,milverine
24566,3-(3-(1-(-(3-methoxy-4-(3-o-tolyl-ureido)-phenyl)-acetylamino)-3-methyl-butyl)-isoxazol-5-yl)-propionic acid
390960,HLA-A*02:49 antigen
234852,Thioacetamide
92869,hydroxydestruxin B
433224,Trichophyton
294399,"2,2-difluorobenzo(1,3)dioxole-5-carboxylic acid indan-2-ylamide"
130443,"CYP4F12 protein, human"
178533,"TNFSF12 protein, human"
68918,N(1)-retinoylFU
165421,"Ly6d protein, mouse"
66280,2'-valeryl-6-methoxypurine arabinoside
196798,isobutyl lactate
132305,mercapturic acid conjugate deacetylase
320271,8-azidoadenine
95907,"Gpr153 protein, human"
153230,"Whi5 protein, S cerevisiae"
88375,"MICU protein, Arabidopsis"
299768,ferrocenyl hydrazono thiazolidin-4-one
274584,argiotoxin 659
18433,Actinomadura scrupuli
77311,"1,6-bismaleimidohexane"
501470,Prescription Drug Misuse
112488,gamma-benzylglutamate-alanine copolymer
466652,Podospora intestinacea
227626,(7.7)paracyclophane
499948,Somatoform Disorders
61796,EP 224283
27952,SDZ ICM 567
302736,scoparianoside A
79388,fremontone
170978,"MapA protein, Synechococcus"
429797,Zwackhia viridis
1602,Ectothiorhodospira imhoffii
121608,"KLK7 protein, rat"
197860,"(1-methyl-5-piperazine-1-yl-3-propyl-1H-pyrazolo(4,3-d)pyrimidin-7-yl)-(5-methyl-pyridin-2-yl)-amine"
178723,"PhoR protein, Bacteria"
183729,thiamine triphosphorate
198946,"9-(4-chlorophenyl)-7,7-dimethyl-5,8-nonadienoic acid"
32598,8-azapsoralen
12764,Mycolicibacterium litorale
485423,spodumene
122109,Met e 1 allergen
295092,methyl lithocholate
445199,Leptonia odorifera
448066,Berkleasmium ariense
4126,Nocardia fluminea
495048,"Mental Retardation, X-Linked 91"
22209,4-(4-(4-dimethylaminophenyl)-5-phenyl-1H-imidazol-2-yl)benzoic acid methyl ester
395211,glioma-derived monocyte chemotactic factor 2
150347,Interleukin-1 Receptor-Associated Kinases
88483,M1154 peptide
21695,Ro 24-4383
136003,"Trpm7 protein, rat"
159584,"VPS29 protein, S cerevisiae"
235635,glycerol 1-stearate
70310,Ro 48-6791
60893,"benzene-1,4-bis(aminomethylidene(bisphosphonic)) acid"
51421,tyrosyl-arginyl-phenylalanyl-sarcosine
120866,"RadA protein, E coli"
112989,"Nkg7 protein, mouse"
106105,"slc34a2a protein, zebrafish"
284561,"1-methoxy-2,3-methylenedioxyxanthone"
275105,2-methoxy-4-nitroaniline
354407,SK0506
461741,Lambiella insularis
175143,"adhE protein, E coli"
374787,"long non-coding RNA RP11-169D4.1, human"
238912,N-isobutyl-N-(4-methoxyphenylsulfonyl)glycylhydroxamic acid
141978,"OLFM4 protein, Xenopus"
102189,Src40-58 peptide
31413,salifluor
273900,4-hydroxybenzylamine
454598,Rhizophydium planktonicum
160356,"GntY protein, E coli"
464299,Ophiodeira monosemeia
180311,N-acetylphenylglycine
433511,Hymenochaete spreta
427275,Parmotrema hypotropum
159917,"FFAR4 protein, mouse"
190613,Epilobium extract
107627,tumor-associated protein kinase p40
222805,polyacrylonitrile-polyvinylchloride
494731,Odontohypophosphatasia
141571,Lom-SG-SASP peptide
100868,"CAPRIN1 protein, human"
391557,FSME-IMMUN vaccine
510326,"Infectious Disease Transmission, Patient-to-Professional"
515445,pervomur
209321,nemertelline
83533,"OIT3 protein, human"
17926,Lactobacillus vermiforme
490652,Spastic Pseudosclerosis
35563,myxalamid A
44530,2'(3')-O-(N-(2-((Cy3)amido)ethyl)carbamoyl)adenosine triphosphate
99569,"HCN1 protein, human"
67672,skin peptide tyrosine-tyrosine
113217,"DsPTP1 protein, Arabidopsis"
174145,"PARC6 protein, Arabidopsis"
232997,"2-methyl-3-(gamma-aminopropyl)-5,6-methylenedioxyindole"
70427,1-O-hexadecylpropanediol-3-phospho-penciclovir
486746,Zanthoxylum
144663,"PTBP2 protein, rat"
297177,catena-pentachloridotricuprate
92336,endodeoxyribonuclease VpaK32I
2199,Brevundimonas vesicularis
282593,benzotriazol-1-yl-tetramethyluronium tetrafluoroborate
123842,"Mamld1 protein, mouse"
513377,"Metabolic Detoxication, Phase I"
161850,"brv1 protein, Drosophila"
80123,"TAF11 protein, S cerevisiae"
468635,Macrolepiota colombiana
296079,"1,4-3,6-dianhydromannitol"
163192,proteinase In
188207,"4-((3,5,5,8,8-pentamethyl-5,6,7,8-tetrahydro-2-naphthyl)carbonyl)benzoic acid oxime"
506466,Sacbrood virus
257587,chlorodifluoroacetic acid
225141,"1,25-dihydroxy-26,27-dimethylcholecalciferol"
504149,Dental Occlusion
93795,"TBX4 protein, Gallus gallus"
31797,iosimide
65690,"methyl 4-hydroxy-5-iodo-2,3-dimethoxy-6-methylbenzoate"
32883,"2,6-dimethyltyrosyl-N-(3-phenylpropyl)alaninamide"
242798,mitran
93778,Bothrops jararaca inhibitor
147191,chromosome decondensation factors
259621,2-carbomethoxy-A-nor-5 alpha-cholestan-3-one
218902,pseudocoptisine
487711,Lepraria umbricola
54041,SX 284
95112,GDP-6-deoxy-D-lyxo-4-hexulose reductase
98470,"p13 protein, Leucania separata nuclear polyhedrosis virus"
30965,1-(2-hydroxy-3-nonyl)imidazole-4-carboxamide
270542,reversan
136035,"Cfap44 protein, mouse"
29975,carbobenzoxyphenylalanyl-phenylalanyl-glycine
420730,Gutta-Percha
109221,"nikA protein, Plasmid R64"
176357,Oraza
84027,"CYS3 protein, S cerevisiae"
115736,"lectin 60 kDa, Chinese mistletoe"
514010,Toilet Training
19100,Bacteroides massiliensis
459069,Russula purpureoflava
143138,"SIN3A protein, Xenopus"
304385,brassicicene J
25104,"N,N'-bis(3-triethoxysilylpropyl)thiourea"
42858,"N-propylnoraporphin-11-yl 5-(1,2-dithiolan-3-yl)pentanoate"
304888,3-(4-(methylnitrosoamino)-1-hydroxybutyl)pyridine N-oxide
473421,"N,N-dimethyl-5-methoxymethyl-2'-deoxycytidine"
144345,"MBD6 protein, human"
51268,"4-N-hydroxy-2,4-diaminobutyric acid"
461318,Lophiohelichrysum helichrysi
441058,Geastrum neoamericanum
205858,N-(2-(3-cyanophenyl)-3-(4-(2-fluoroethoxy)phenyl)-1-methylpropyl)-2-methyl-2-((5-methylpyridin-2-yl)oxy)propanamide
163322,"Prickle2 protein, mouse"
117760,trichosporin B-IIIb
246728,N-hydroxy-2-naphthylamine-N-glucuronide
54858,isoschizogaline
447630,Neofabraea illicii
491857,"Liver Diseases, Alcoholic"
47541,7-((2-hydroxyethoxy)methyl)adenine
288774,N(1)-nitroso-3-nitromethylindole
133914,aetheramide A
238359,megascoliakinin
74334,AH 7079
