,Preferred Label,Semantic Types Label,mesh_id
505079,Whole Body Imaging,Diagnostic Procedure,D051598
512620,Health Behavior,Individual Behavior,D015438
512710,Health Risk Behaviors,Individual Behavior,D000073599
506182,Sports Medicine,Biomedical Occupation or Discipline,D013178
506314,Sports Nutritional Sciences,Biomedical Occupation or Discipline,D064132
513422,Sports Nutritional Physiological Phenomena,Organism Function,D064133
514702,Snow Sports,Daily or Recreational Activity,D038161
514707,Racquet Sports,Daily or Recreational Activity,D015865
514716,Water Sports,Daily or Recreational Activity,D000073678
514717,Sports,Daily or Recreational Activity,D013177
506316,Occupational Health,Biomedical Occupation or Discipline,D016272
506367,Health Occupations,Biomedical Occupation or Discipline,D006281
513167,Occupational Health,Idea or Concept,D016272
513148,Leisure Activities,Idea or Concept,D007899
514737,Leisure Activities,Daily or Recreational Activity,D007899
491562,Glucose Metabolism Disorders,Disease or Syndrome,D044882
509813,Insulin Secretion,Cell Function,D000078790
21504,"Insulin, Isophane",Pharmacologic Substance,D007336
29724,Insulin Detemir,Pharmacologic Substance,D000069057
30488,Biphasic Insulins,Pharmacologic Substance,D061265
30489,Insulin Lispro,Pharmacologic Substance,D061268
30490,"Insulin, Short-Acting",Pharmacologic Substance,D061266
30491,Insulin Aspart,Pharmacologic Substance,D061267
39256,Insulin,Pharmacologic Substance,D007328
41689,Insulin Glargine,Pharmacologic Substance,D000069036
56351,"Insulin, Regular, Human",Pharmacologic Substance,D061386
56353,Insulins,Pharmacologic Substance,D061385
57074,"Isophane Insulin, Human",Pharmacologic Substance,D000068880
79063,"Insulin, Long-Acting",Pharmacologic Substance,D049528
82617,"Insulin, Isophane","Amino Acid, Peptide, or Protein",D007336
82618,Insulin-Like Growth Factor I,"Amino Acid, Peptide, or Protein",D007334
82619,Insulin-Like Growth Factor II,"Amino Acid, Peptide, or Protein",D007335
88686,"Receptor, Insulin","Amino Acid, Peptide, or Protein",D011972
96593,Insulin Detemir,"Amino Acid, Peptide, or Protein",D000069057
97819,Biphasic Insulins,"Amino Acid, Peptide, or Protein",D061265
97820,Insulin Lispro,"Amino Acid, Peptide, or Protein",D061268
97821,"Insulin, Short-Acting","Amino Acid, Peptide, or Protein",D061266
97822,Insulin Aspart,"Amino Acid, Peptide, or Protein",D061267
113377,Insulin,"Amino Acid, Peptide, or Protein",D007328
117557,Insulin Glargine,"Amino Acid, Peptide, or Protein",D000069036
142681,"Insulin, Regular, Human","Amino Acid, Peptide, or Protein",D061386
143920,"Isophane Insulin, Human","Amino Acid, Peptide, or Protein",D000068880
181935,"Insulin, Long-Acting","Amino Acid, Peptide, or Protein",D049528
329856,Insulin-Like Growth Factor I,Biologically Active Substance,D007334
329857,Insulin-Like Growth Factor II,Biologically Active Substance,D007335
390023,Insulin Antibodies,Immunologic Factor,D007330
397673,"Receptor, Insulin",Enzyme,D011972
503206,Insulin Infusion Systems,Medical Device,D007332
503236,Insulin Lispro,Medical Device,D061268
509813,Insulin Secretion,Cell Function,D000078790
509981,Insulin Resistance,Pathologic Function,D007333
29586,Inflammation Mediators,Pharmacologic Substance,D018836
487992,Neurogenic Inflammation,Injury or Poisoning,D020078
509987,Inflammation,Pathologic Function,D007249
116129,"Receptors, Adipokine","Amino Acid, Peptide, or Protein",D054417
172985,Adipokines,"Amino Acid, Peptide, or Protein",D054392
383811,Adipokines,Biologically Active Substance,D054392
514518,Adipose Tissue,Clinical Attribute,D000273
421712,Tertiary Prevention,Therapeutic or Preventive Procedure,D055512
422363,Secondary Prevention,Therapeutic or Preventive Procedure,D055502
423656,Primary Prevention,Therapeutic or Preventive Procedure,D011322
422483,"Diet, Healthy",Therapeutic or Preventive Procedure,D000072001
501275,"Diet, Healthy",Finding,D000072001
512655,"Diet, Healthy",Individual Behavior,D000072001
496087,Feeding and Eating Disorders,Disease or Syndrome,D001068
499771,Binge-Eating Disorder,Mental or Behavioral Dysfunction,D056912
499963,Feeding and Eating Disorders,Mental or Behavioral Dysfunction,D001068
499930,Anorexia Nervosa,Mental or Behavioral Dysfunction,D000856
499996,Bulimia Nervosa,Mental or Behavioral Dysfunction,D052018
507776,"Obesity, Metabolically Benign",Sign or Symptom,D000067329
504606,"Near Miss, Healthcare",Qualitative Concept,D000067491
504708,Healthcare Disparities,Qualitative Concept,D054625
508607,Tertiary Healthcare,Health Care Activity,D063128
513757,Public Reporting of Healthcare Data,Governmental or Regulatory Activity,D000079204
504601,Access to Healthy Foods,Qualitative Concept,D000091483
512729,Healthy Lifestyle,Individual Behavior,D000070497
501409,Sedentary Behavior,Finding,D057185
509464,Sedentary Behavior,Temporal Concept,D057185
513537,Body Size,Organism Attribute,D049628
504865,Metabolic Equivalent,Diagnostic Procedure,D055686
513396,Cardiorespiratory Fitness,Organism Function,D000072599
513401,Physical Exertion,Organism Function,D005082
422191,Resistance Training,Therapeutic or Preventive Procedure,D055070
485552,Chromosome Walking,Molecular Biology Research Technique,D016386
505097,Walk Test,Diagnostic Procedure,D000070857
513519,Walking Speed,Organism Attribute,D000072797
514731,Walking,Daily or Recreational Activity,D016138
515693,Walking,Functional Concept,D016138
513509,Weight-Bearing,Organism Attribute,D016474
513960,Physical Education and Training,Educational Activity,D010806
421672,"Diet, Mediterranean",Therapeutic or Preventive Procedure,D038441
493697,"Obesity, Morbid",Disease or Syndrome,D009767
501607,"Obesity, Abdominal",Finding,D056128
507824,"Obesity, Abdominal",Sign or Symptom,D056128
506267,Metagenomics,Biomedical Occupation or Discipline,D056186
422537,Fecal Microbiota Transplantation,Therapeutic or Preventive Procedure,D000069467
513491,Microbiota,Organism Attribute,D064307
514023,Microbiota,Organism,D064307
506399,Epigenomics,Biomedical Occupation or Discipline,D057890
504239,Metabolome,Natural Phenomenon or Process,D055442
506382,Metabolomics,Biomedical Occupation or Discipline,D055432
512145,Metabolome,Physiologic Function,D055442
312,Nutrition Assessment,Intellectual Product,D015596
505009,Nutrition Assessment,Diagnostic Procedure,D015596
509242,Nutrition Assessment,Quantitative Concept,D015596
421890,Dietary Supplements,Therapeutic or Preventive Procedure,D019587
503679,Dietary Supplements,Food,D019587
421965,"Diet, Reducing",Therapeutic or Preventive Procedure,D004038
423027,Exercise Therapy,Therapeutic or Preventive Procedure,D005081
422635,Physical Therapy Modalities,Therapeutic or Preventive Procedure,D026741
421963,Diet Therapy,Therapeutic or Preventive Procedure,D004035
508522,Diet Therapy,Health Care Activity,D004035
422320,Cognitive Behavioral Therapy,Therapeutic or Preventive Procedure,D015928
422320,Cognitive Behavioral Therapy,Therapeutic or Preventive Procedure,D015928
423156,Behavior Therapy,Therapeutic or Preventive Procedure,D001521
508768,Weight Reduction Programs,Health Care Activity,D061217
52643,Anti-Obesity Agents,Pharmacologic Substance,D019440
422893,Bariatric Surgery,Therapeutic or Preventive Procedure,D050110
495158,Polycystic Ovary Syndrome,Disease or Syndrome,D011085
492789,"Sleep Apnea, Obstructive",Disease or Syndrome,D020181
490514,Dyslipidemias,Disease or Syndrome,D050171
509994,Dyslipidemias,Pathologic Function,D050171
423403,Dietary Approaches To Stop Hypertension,Therapeutic or Preventive Procedure,D000073601
492182,"Hypertension, Renovascular",Disease or Syndrome,D006978
492183,"Hypertension, Malignant",Disease or Syndrome,D006974
492184,"Hypertension, Portal",Disease or Syndrome,D006975
492185,Hypertension,Disease or Syndrome,D006973
492188,"Hypertension, Renal",Disease or Syndrome,D006977
492356,Pulmonary Arterial Hypertension,Disease or Syndrome,D000081029
492520,Hypertensive Encephalopathy,Disease or Syndrome,D020343
493248,Familial Primary Pulmonary Hypertension,Disease or Syndrome,D065627
493454,White Coat Hypertension,Disease or Syndrome,D059466
493681,Ocular Hypertension,Disease or Syndrome,D009798
495109,Essential Hypertension,Disease or Syndrome,D000075222
496338,Hypertensive Retinopathy,Disease or Syndrome,D058437
497070,"Hypertension, Pregnancy-Induced",Disease or Syndrome,D046110
501149,Intracranial Hypertension,Finding,D019586
510063,"Hypertension, Pulmonary",Pathologic Function,D006976
510196,"Intracranial Hemorrhage, Hypertensive",Pathologic Function,D020299
510275,"Hypertension, Pregnancy-Induced",Pathologic Function,D046110
493954,"Diabetes Mellitus, Type 2",Disease or Syndrome,D003924
490966,Cardiovascular Diseases,Disease or Syndrome,D002318
496843,Metabolic Syndrome,Disease or Syndrome,D024821
507652,Hunger,Sign or Symptom,D006815
121466,Peptide YY,"Amino Acid, Peptide, or Protein",D019894
113431,"Receptors, Ghrelin","Amino Acid, Peptide, or Protein",D054440
147901,Ghrelin,"Amino Acid, Peptide, or Protein",D054439
116121,"Receptors, Leptin","Amino Acid, Peptide, or Protein",D054411
172526,Leptin,"Amino Acid, Peptide, or Protein",D020738
509981,Insulin Resistance,Pathologic Function,D007333
509161,Glycemic Index,Quantitative Concept,D038321
503751,Dietary Fiber,Food,D004043
243974,Dietary Carbohydrates,Organic Chemical,D004040
243977,"Dietary Fats, Unsaturated",Organic Chemical,D004042
503750,Dietary Fats,Food,D004041
503752,"Dietary Fats, Unsaturated",Food,D004042
423835,Caloric Restriction,Therapeutic or Preventive Procedure,D031204
501584,Caloric Restriction,Finding,D031204
501559,Nutritional Status,Finding,D009752
504626,Food Preferences,Qualitative Concept,D005518
512645,Food Preferences,Individual Behavior,D005518
512695,Feeding Behavior,Individual Behavior,D005247
513399,Feeding Behavior,Organism Function,D005247
499771,Binge-Eating Disorder,Mental or Behavioral Dysfunction,D056912
499235,Satiety Response,Mental Process,D012528
59692,Appetite Depressants,Pharmacologic Substance,D001067
66789,Appetite Stimulants,Pharmacologic Substance,D019167
512216,Appetite,Physiologic Function,D001066
512685,Appetitive Behavior,Individual Behavior,D001070
513416,Appetite,Organism Function,D001066
513417,Appetite Regulation,Organism Function,D001069
496087,Feeding and Eating Disorders,Disease or Syndrome,D001068
499771,Binge-Eating Disorder,Mental or Behavioral Dysfunction,D056912
499963,Feeding and Eating Disorders,Mental or Behavioral Dysfunction,D001068
501479,Eating,Finding,D004435
513436,Eating,Organism Function,D004435
515292,Eating,Biologic Function,D004435
506191,Dietetics,Biomedical Occupation or Discipline,D004046
87,Recommended Dietary Allowances,Intellectual Product,D064167
187112,"Cholesterol, Dietary",Organic Chemical,D002791
243974,Dietary Carbohydrates,Organic Chemical,D004040
243977,"Dietary Fats, Unsaturated",Organic Chemical,D004042
421890,Dietary Supplements,Therapeutic or Preventive Procedure,D019587
423403,Dietary Approaches To Stop Hypertension,Therapeutic or Preventive Procedure,D000073601
484681,"Iron, Dietary",Inorganic Chemical,D019266
484817,"Calcium, Dietary",Inorganic Chemical,D002136
487793,Dietary Exposure,Injury or Poisoning,D000074341
503660,Dietary Sucrose,Food,D019422
503679,Dietary Supplements,Food,D019587
503687,"Sodium, Dietary",Food,D012982
503690,"Potassium, Dietary",Food,D017419
503750,Dietary Fats,Food,D004041
503751,Dietary Fiber,Food,D004043
503752,"Dietary Fats, Unsaturated",Food,D004042
503822,Dietary Sugars,Food,D000073417
503867,"Sodium Chloride, Dietary",Food,D017673
300,Diet Records,Intellectual Product,D015930
421672,"Diet, Mediterranean",Therapeutic or Preventive Procedure,D038441
421694,"Diet, High-Fat",Therapeutic or Preventive Procedure,D059305
421963,Diet Therapy,Therapeutic or Preventive Procedure,D004035
421964,"Diet, Sodium-Restricted",Therapeutic or Preventive Procedure,D004039
421965,"Diet, Reducing",Therapeutic or Preventive Procedure,D004038
422483,"Diet, Healthy",Therapeutic or Preventive Procedure,D000072001
422504,"Diet, Vegetarian",Therapeutic or Preventive Procedure,D014676
422603,"Diet, Diabetic",Therapeutic or Preventive Procedure,D003927
423126,"Diet, Gluten-Free",Therapeutic or Preventive Procedure,D055050
423587,"Diet, Ketogenic",Therapeutic or Preventive Procedure,D055423
423602,"Diet, Carbohydrate Loading",Therapeutic or Preventive Procedure,D000070601
423609,"Diet, Carbohydrate-Restricted",Therapeutic or Preventive Procedure,D050528
423809,"Diet, Fat-Restricted",Therapeutic or Preventive Procedure,D018752
501275,"Diet, Healthy",Finding,D000072001
501277,"Diet, Vegetarian",Finding,D014676
501281,"Diet, Western",Finding,D066273
501441,"Diet, Vegan",Finding,D000067269
501555,"Diet, Macrobiotic",Finding,D015623
501586,"Diet, Paleolithic",Finding,D066046
503691,Diet,Food,D004032
505667,"Diet, Atherogenic",Research Activity,D004036
508522,Diet Therapy,Health Care Activity,D004035
508523,Diet Surveys,Health Care Activity,D004034
512655,"Diet, Healthy",Individual Behavior,D000072001
421746,Plyometric Exercise,Therapeutic or Preventive Procedure,D059385
421754,Circuit-Based Exercise,Therapeutic or Preventive Procedure,D065327
422372,Exercise,Therapeutic or Preventive Procedure,D015444
422865,Muscle Stretching Exercises,Therapeutic or Preventive Procedure,D052580
423027,Exercise Therapy,Therapeutic or Preventive Procedure,D005081
423680,Breathing Exercises,Therapeutic or Preventive Procedure,D001945
492740,"Cardiomegaly, Exercise-Induced",Disease or Syndrome,D059267
495079,"Asthma, Exercise-Induced",Disease or Syndrome,D001250
501174,Post-Exercise Hypotension,Finding,D057774
501233,"Cardiomegaly, Exercise-Induced",Finding,D059267
505046,Exercise Test,Diagnostic Procedure,D005080
514543,Exercise Tolerance,Clinical Attribute,D017079
514694,Circuit-Based Exercise,Daily or Recreational Activity,D065327
514710,Exercise,Daily or Recreational Activity,D015444
513042,Physical Fitness,Idea or Concept,D010809
513434,Basal Metabolism,Organism Function,D001481
509080,Energy Intake,Quantitative Concept,D002149
513504,Body Composition,Organism Attribute,D001823
513555,Adiposity,Organism Attribute,D050154
514518,Adipose Tissue,Clinical Attribute,D000273
514531,Waist Circumference,Clinical Attribute,D055105
514566,Body Mass Index,Clinical Attribute,D015992
501191,Weight Loss,Finding,D015431
501190,Weight Gain,Finding,D015430
501192,Gestational Weight Gain,Finding,D000078064
503261,Ideal Body Weight,Medical Device,D056865
505117,Body Weights and Measures,Diagnostic Procedure,D001837
509156,Ideal Body Weight,Quantitative Concept,D056865
509331,Body Weights and Measures,Quantitative Concept,D001837
513550,Body-Weight Trajectory,Organism Attribute,D000077962
513566,Body Weight,Organism Attribute,D001835
514526,Ideal Body Weight,Clinical Attribute,D056865
515154,Body Weight Maintenance,Activity,D000068959
501120,Overweight,Finding,D050177
52643,Anti-Obesity Agents,Pharmacologic Substance,D019440
493697,"Obesity, Morbid",Disease or Syndrome,D009767
493699,Obesity,Disease or Syndrome,D009765
493844,Pediatric Obesity,Disease or Syndrome,D063766
501287,Pediatric Obesity,Finding,D063766
501607,"Obesity, Abdominal",Finding,D056128
507776,"Obesity, Metabolically Benign",Sign or Symptom,D000067329
507824,"Obesity, Abdominal",Sign or Symptom,D056128
