,Preferred Label,Semantic Types Label,mesh_id
498093,"Hypobetalipoproteinemia, Familial, Apolipoprotein B",Disease or Syndrome,D052476
107478,Apolipoprotein C-III,"Amino Acid, Peptide, or Protein",D053305
344666,Apolipoprotein C-III,Biologically Active Substance,D053305
94666,Apolipoproteins M,"Amino Acid, Peptide, or Protein",D000075243
100833,Apolipoprotein E2,"Amino Acid, Peptide, or Protein",D053329
100834,Apolipoprotein E4,"Amino Acid, Peptide, or Protein",D053327
107473,Apolipoprotein C-I,"Amino Acid, Peptide, or Protein",D053302
107476,Apolipoprotein C-II,"Amino Acid, Peptide, or Protein",D053304
107478,Apolipoprotein C-III,"Amino Acid, Peptide, or Protein",D053305
109734,Apolipoproteins L,"Amino Acid, Peptide, or Protein",D000075943
114796,Apolipoprotein A-V,"Amino Acid, Peptide, or Protein",D000072040
116003,Apolipoproteins D,"Amino Acid, Peptide, or Protein",D053399
116697,Apolipoprotein L1,"Amino Acid, Peptide, or Protein",D000075944
129010,Apolipoproteins A,"Amino Acid, Peptide, or Protein",D001054
129012,Apolipoproteins C,"Amino Acid, Peptide, or Protein",D001056
129013,Apolipoproteins E,"Amino Acid, Peptide, or Protein",D001057
129014,Apolipoproteins,"Amino Acid, Peptide, or Protein",D001053
129016,Apolipoproteins B,"Amino Acid, Peptide, or Protein",D001055
131300,Apolipoprotein B-48,"Amino Acid, Peptide, or Protein",D053283
144050,Apolipoprotein A-I,"Amino Acid, Peptide, or Protein",D016632
144051,Apolipoprotein A-II,"Amino Acid, Peptide, or Protein",D016633
148062,Apolipoprotein B-100,"Amino Acid, Peptide, or Protein",D053299
149091,Apolipoprotein E3,"Amino Acid, Peptide, or Protein",D053318
340670,Apolipoprotein E2,Biologically Active Substance,D053329
344663,Apolipoprotein C-I,Biologically Active Substance,D053302
344665,Apolipoprotein C-II,Biologically Active Substance,D053304
344666,Apolipoprotein C-III,Biologically Active Substance,D053305
346012,Apolipoproteins L,Biologically Active Substance,D000075943
349723,Apolipoproteins D,Biologically Active Substance,D053399
357438,Apolipoproteins A,Biologically Active Substance,D001054
357440,Apolipoproteins C,Biologically Active Substance,D001056
357441,Apolipoproteins E,Biologically Active Substance,D001057
357442,Apolipoproteins,Biologically Active Substance,D001053
357444,Apolipoproteins B,Biologically Active Substance,D001055
358798,Apolipoprotein B-48,Biologically Active Substance,D053283
366334,Apolipoprotein A-I,Biologically Active Substance,D016632
366335,Apolipoprotein A-II,Biologically Active Substance,D016633
368722,Apolipoprotein B-100,Biologically Active Substance,D053299
498093,"Hypobetalipoproteinemia, Familial, Apolipoprotein B",Disease or Syndrome,D052476
89923,Adiponectin,"Amino Acid, Peptide, or Protein",D052242
116128,"Receptors, Adiponectin","Amino Acid, Peptide, or Protein",D054419
334225,Adiponectin,Biologically Active Substance,D052242
84127,Sterol O-Acyltransferase,"Amino Acid, Peptide, or Protein",D002785
86813,1-Acylglycerophosphocholine O-Acyltransferase,"Amino Acid, Peptide, or Protein",D008243
87380,Acyltransferases,"Amino Acid, Peptide, or Protein",D000217
121099,Diacylglycerol O-Acyltransferase,"Amino Acid, Peptide, or Protein",D051048
121103,Sphingosine N-Acyltransferase,"Amino Acid, Peptide, or Protein",D051049
149003,Carnitine Acyltransferases,"Amino Acid, Peptide, or Protein",D002333
154717,Glycerol-3-Phosphate O-Acyltransferase,"Amino Acid, Peptide, or Protein",D005992
156495,Acetyl-CoA C-Acyltransferase,"Amino Acid, Peptide, or Protein",D000102
167142,1-Acylglycerol-3-Phosphate O-Acyltransferase,"Amino Acid, Peptide, or Protein",D051103
178870,Phosphatidylcholine-Sterol O-Acyltransferase,"Amino Acid, Peptide, or Protein",D007862
396672,Sterol O-Acyltransferase,Enzyme,D002785
397296,1-Acylglycerophosphocholine O-Acyltransferase,Enzyme,D008243
397402,Acyltransferases,Enzyme,D000217
405135,Diacylglycerol O-Acyltransferase,Enzyme,D051048
405138,Sphingosine N-Acyltransferase,Enzyme,D051049
411529,Carnitine Acyltransferases,Enzyme,D002333
412777,Glycerol-3-Phosphate O-Acyltransferase,Enzyme,D005992
413200,Acetyl-CoA C-Acyltransferase,Enzyme,D000102
415647,1-Acylglycerol-3-Phosphate O-Acyltransferase,Enzyme,D051103
418438,Phosphatidylcholine-Sterol O-Acyltransferase,Enzyme,D007862
498614,Lecithin Cholesterol Acyltransferase Deficiency,Disease or Syndrome,D007863
101799,Acyl-CoA Dehydrogenases,"Amino Acid, Peptide, or Protein",D044944
101800,"Acyl-CoA Dehydrogenase, Long-Chain","Amino Acid, Peptide, or Protein",D044942
179692,Acyl-CoA Dehydrogenase,"Amino Acid, Peptide, or Protein",D042964
400665,Acyl-CoA Dehydrogenases,Enzyme,D044944
400666,"Acyl-CoA Dehydrogenase, Long-Chain",Enzyme,D044942
418614,Acyl-CoA Dehydrogenase,Enzyme,D042964
302245,Triglycerides,Organic Chemical,D014280
382295,Triglycerides,Biologically Active Substance,D014280
196346,Phospholipids,Organic Chemical,D010743
196347,Phospholipid Ethers,Organic Chemical,D010742
334202,Phospholipids,Biologically Active Substance,D010743
496843,Metabolic Syndrome,Disease or Syndrome,D024821
128693,"Lipoproteins, VLDL","Amino Acid, Peptide, or Protein",D008079
357252,"Lipoproteins, VLDL",Biologically Active Substance,D008079
128692,"Lipoproteins, LDL","Amino Acid, Peptide, or Protein",D008077
246664,"Lipoproteins, LDL",Organic Chemical,D008077
357251,"Lipoproteins, LDL",Biologically Active Substance,D008077
128694,"Lipoproteins, HDL","Amino Acid, Peptide, or Protein",D008075
357253,"Lipoproteins, HDL",Biologically Active Substance,D008075
128690,Lipoprotein Lipase,"Amino Acid, Peptide, or Protein",D008071
406817,Lipoprotein Lipase,Enzyme,D008071
119498,Lipoprotein(a),"Amino Acid, Peptide, or Protein",D017270
351685,Lipoprotein(a),Biologically Active Substance,D017270
513418,Lipogenesis,Organism Function,D050155
68148,Lipid Regulating Agents,Pharmacologic Substance,D057847
232921,Membrane Lipids,Organic Chemical,D008563
248521,Lipids,Organic Chemical,D008055
248522,Lipid Peroxides,Organic Chemical,D008054
248523,Lipid A,Organic Chemical,D008050
392629,Lipid A,Immunologic Factor,D008050
493700,Lipid Metabolism Disorders,Disease or Syndrome,D052439
494421,"Lipid Metabolism, Inborn Errors",Disease or Syndrome,D008052
503056,Lipid Bilayers,Cell Component,D008051
503125,Lipid Droplets,Cell Component,D066292
504035,Lipid Mobilization,Organ or Tissue Function,D008053
504469,Lipid Metabolism,Molecular Function,D050356
504480,Lipid Peroxidation,Molecular Function,D015227
509335,Lipid Accumulation Product,Quantitative Concept,D064237
248522,Lipid Peroxides,Organic Chemical,D008054
504480,Lipid Peroxidation,Molecular Function,D015227
498614,Lecithin Cholesterol Acyltransferase Deficiency,Disease or Syndrome,D007863
493356,Hypertriglyceridemia,Disease or Syndrome,D015228
493316,"Hyperlipidemia, Familial Combined",Disease or Syndrome,D006950
497332,Hyperlipidemias,Disease or Syndrome,D006949
501513,Hyperlipidemias,Finding,D006949
493197,Fatty Liver,Disease or Syndrome,D005234
493198,"Fatty Liver, Alcoholic",Disease or Syndrome,D005235
493249,Non-alcoholic Fatty Liver Disease,Disease or Syndrome,D065626
231576,"Fatty Acids, Unsaturated",Organic Chemical,D005231
350224,"Fatty Acids, Unsaturated",Biologically Active Substance,D005231
281305,"Fatty Acids, Omega-6",Organic Chemical,D043371
372738,"Fatty Acids, Omega-6",Biologically Active Substance,D043371
58708,"Fatty Acids, Omega-3",Pharmacologic Substance,D015525
270724,"Fatty Acids, Omega-3",Organic Chemical,D015525
367884,"Fatty Acids, Omega-3",Biologically Active Substance,D015525
207460,"Fatty Acids, Monounsaturated",Organic Chemical,D005229
339100,"Fatty Acids, Monounsaturated",Biologically Active Substance,D005229
219460,"Cholesterol, VLDL",Organic Chemical,D015243
344747,"Cholesterol, VLDL",Biologically Active Substance,D015243
246663,"Cholesterol, LDL",Organic Chemical,D008078
357249,"Cholesterol, LDL",Biologically Active Substance,D008078
246665,"Cholesterol, HDL",Organic Chemical,D008076
357255,"Cholesterol, HDL",Biologically Active Substance,D008076
94666,Apolipoproteins M,"Amino Acid, Peptide, or Protein",D000075243
100833,Apolipoprotein E2,"Amino Acid, Peptide, or Protein",D053329
100834,Apolipoprotein E4,"Amino Acid, Peptide, or Protein",D053327
107473,Apolipoprotein C-I,"Amino Acid, Peptide, or Protein",D053302
107476,Apolipoprotein C-II,"Amino Acid, Peptide, or Protein",D053304
107478,Apolipoprotein C-III,"Amino Acid, Peptide, or Protein",D053305
109734,Apolipoproteins L,"Amino Acid, Peptide, or Protein",D000075943
114796,Apolipoprotein A-V,"Amino Acid, Peptide, or Protein",D000072040
116003,Apolipoproteins D,"Amino Acid, Peptide, or Protein",D053399
116697,Apolipoprotein L1,"Amino Acid, Peptide, or Protein",D000075944
129010,Apolipoproteins A,"Amino Acid, Peptide, or Protein",D001054
129012,Apolipoproteins C,"Amino Acid, Peptide, or Protein",D001056
129013,Apolipoproteins E,"Amino Acid, Peptide, or Protein",D001057
129014,Apolipoproteins,"Amino Acid, Peptide, or Protein",D001053
129016,Apolipoproteins B,"Amino Acid, Peptide, or Protein",D001055
131300,Apolipoprotein B-48,"Amino Acid, Peptide, or Protein",D053283
144050,Apolipoprotein A-I,"Amino Acid, Peptide, or Protein",D016632
144051,Apolipoprotein A-II,"Amino Acid, Peptide, or Protein",D016633
148062,Apolipoprotein B-100,"Amino Acid, Peptide, or Protein",D053299
149091,Apolipoprotein E3,"Amino Acid, Peptide, or Protein",D053318
340670,Apolipoprotein E2,Biologically Active Substance,D053329
344663,Apolipoprotein C-I,Biologically Active Substance,D053302
344665,Apolipoprotein C-II,Biologically Active Substance,D053304
344666,Apolipoprotein C-III,Biologically Active Substance,D053305
346012,Apolipoproteins L,Biologically Active Substance,D000075943
349723,Apolipoproteins D,Biologically Active Substance,D053399
357438,Apolipoproteins A,Biologically Active Substance,D001054
357440,Apolipoproteins C,Biologically Active Substance,D001056
357441,Apolipoproteins E,Biologically Active Substance,D001057
357442,Apolipoproteins,Biologically Active Substance,D001053
357444,Apolipoproteins B,Biologically Active Substance,D001055
358798,Apolipoprotein B-48,Biologically Active Substance,D053283
366334,Apolipoprotein A-I,Biologically Active Substance,D016632
366335,Apolipoprotein A-II,Biologically Active Substance,D016633
368722,Apolipoprotein B-100,Biologically Active Substance,D053299
498093,"Hypobetalipoproteinemia, Familial, Apolipoprotein B",Disease or Syndrome,D052476
100834,Apolipoprotein E4,"Amino Acid, Peptide, or Protein",D053327
148062,Apolipoprotein B-100,"Amino Acid, Peptide, or Protein",D053299
368722,Apolipoprotein B-100,Biologically Active Substance,D053299
513462,Wound Healing,Organism Function,D014945
31589,Vitamin K,Pharmacologic Substance,D014812
48195,Vitamin K 1,Pharmacologic Substance,D010837
67468,Vitamin K 3,Pharmacologic Substance,D024483
67469,Vitamin K 2,Pharmacologic Substance,D024482
87619,Vitamin K Epoxide Reductases,"Amino Acid, Peptide, or Protein",D064417
209540,Vitamin K,Organic Chemical,D014812
247177,Vitamin K 1,Organic Chemical,D010837
290479,Vitamin K 3,Organic Chemical,D024483
290480,Vitamin K 2,Organic Chemical,D024482
397458,Vitamin K Epoxide Reductases,Enzyme,D064417
491748,Vitamin K Deficiency,Disease or Syndrome,D014813
497286,Vitamin K Deficiency Bleeding,Disease or Syndrome,D006475
502633,Vitamin K,Vitamin,D014812
502733,Vitamin K 1,Vitamin,D010837
502867,Vitamin K 3,Vitamin,D024483
502868,Vitamin K 2,Vitamin,D024482
31588,Vitamins,Pharmacologic Substance,D014815
31589,Vitamin K,Pharmacologic Substance,D014812
31590,Vitamin E,Pharmacologic Substance,D014810
48195,Vitamin K 1,Pharmacologic Substance,D010837
59760,Vitamin B 12,Pharmacologic Substance,D014805
59761,Vitamin B Complex,Pharmacologic Substance,D014803
59762,Vitamin A,Pharmacologic Substance,D014801
59763,Vitamin D,Pharmacologic Substance,D014807
67468,Vitamin K 3,Pharmacologic Substance,D024483
67469,Vitamin K 2,Pharmacologic Substance,D024482
69335,Vitamin B 6,Pharmacologic Substance,D025101
83662,Sodium-Coupled Vitamin C Transporters,"Amino Acid, Peptide, or Protein",D060347
87619,Vitamin K Epoxide Reductases,"Amino Acid, Peptide, or Protein",D064417
88214,Vitamin D3 24-Hydroxylase,"Amino Acid, Peptide, or Protein",D065668
209539,Vitamins,Organic Chemical,D014815
209540,Vitamin K,Organic Chemical,D014812
209541,Vitamin E,Organic Chemical,D014810
247177,Vitamin K 1,Organic Chemical,D010837
273080,Vitamin B 12,Organic Chemical,D014805
273081,Vitamin B Complex,Organic Chemical,D014803
273082,Vitamin A,Organic Chemical,D014801
290479,Vitamin K 3,Organic Chemical,D024483
290480,Vitamin K 2,Organic Chemical,D024482
294774,Vitamin B 6,Organic Chemical,D025101
330455,Sodium-Coupled Vitamin C Transporters,Biologically Active Substance,D060347
371829,Vitamin D Response Element,Biologically Active Substance,D030181
397458,Vitamin K Epoxide Reductases,Enzyme,D064417
397574,Vitamin D3 24-Hydroxylase,Enzyme,D065668
478142,Vitamin B 12,"Nucleic Acid, Nucleoside, or Nucleotide",D014805
478477,Vitamin D Response Element,"Nucleic Acid, Nucleoside, or Nucleotide",D030181
491747,Vitamin E Deficiency,Disease or Syndrome,D014811
491748,Vitamin K Deficiency,Disease or Syndrome,D014813
492912,Vitamin B 6 Deficiency,Disease or Syndrome,D026681
496109,Vitamin A Deficiency,Disease or Syndrome,D014802
496110,Vitamin B 12 Deficiency,Disease or Syndrome,D014806
496111,Vitamin D Deficiency,Disease or Syndrome,D014808
496112,Vitamin B Deficiency,Disease or Syndrome,D014804
497286,Vitamin K Deficiency Bleeding,Disease or Syndrome,D006475
502632,Vitamins,Vitamin,D014815
502633,Vitamin K,Vitamin,D014812
502634,Vitamin E,Vitamin,D014810
502733,Vitamin K 1,Vitamin,D010837
502791,Vitamin B 12,Vitamin,D014805
502792,Vitamin B Complex,Vitamin,D014803
502793,Vitamin A,Vitamin,D014801
502794,Vitamin D,Vitamin,D014807
502867,Vitamin K 3,Vitamin,D024483
502868,Vitamin K 2,Vitamin,D024482
502882,Vitamin B 6,Vitamin,D025101
510088,"Ventricular Dysfunction, Left",Pathologic Function,D018487
510089,"Ventricular Dysfunction, Right",Pathologic Function,D018497
510350,Ventricular Dysfunction,Pathologic Function,D018754
504030,Ventricular Remodeling,Organ or Tissue Function,D020257
504093,Ventricular Function,Organ or Tissue Function,D016276
504094,"Ventricular Function, Left",Organ or Tissue Function,D016277
504095,"Ventricular Function, Right",Organ or Tissue Function,D016278
53297,Vasodilator Agents,Pharmacologic Substance,D014665
53297,Vasodilator Agents,Pharmacologic Substance,D014665
504055,Vasodilation,Organ or Tissue Function,D014664
504054,Vasoconstriction,Organ or Tissue Function,D014661
501407,Vascular Resistance,Finding,D014655
512214,Vascular Resistance,Physiologic Function,D014655
83305,Vascular Endothelial Growth Factor D,"Amino Acid, Peptide, or Protein",D042643
88513,"Vascular Endothelial Growth Factor, Endocrine-Gland-Derived","Amino Acid, Peptide, or Protein",D042662
89231,Vascular Endothelial Growth Factor B,"Amino Acid, Peptide, or Protein",D042561
91330,Vascular Endothelial Growth Factor C,"Amino Acid, Peptide, or Protein",D042582
97407,Vascular Endothelial Growth Factor Receptor-1,"Amino Acid, Peptide, or Protein",D040281
104425,Vascular Endothelial Growth Factor A,"Amino Acid, Peptide, or Protein",D042461
111331,Vascular Endothelial Growth Factor Receptor-3,"Amino Acid, Peptide, or Protein",D040321
158728,"Receptors, Vascular Endothelial Growth Factor","Amino Acid, Peptide, or Protein",D040262
169119,Vascular Endothelial Growth Factors,"Amino Acid, Peptide, or Protein",D042442
181668,Vascular Endothelial Growth Factor Receptor-2,"Amino Acid, Peptide, or Protein",D040301
330266,Vascular Endothelial Growth Factor D,Biologically Active Substance,D042643
333387,"Vascular Endothelial Growth Factor, Endocrine-Gland-Derived",Biologically Active Substance,D042662
333814,Vascular Endothelial Growth Factor B,Biologically Active Substance,D042561
335071,Vascular Endothelial Growth Factor C,Biologically Active Substance,D042582
342855,Vascular Endothelial Growth Factor A,Biologically Active Substance,D042461
381571,Vascular Endothelial Growth Factors,Biologically Active Substance,D042442
399682,Vascular Endothelial Growth Factor Receptor-1,Enzyme,D040281
402822,Vascular Endothelial Growth Factor Receptor-3,Enzyme,D040321
413721,"Receptors, Vascular Endothelial Growth Factor",Enzyme,D040262
493499,Peripheral Vascular Diseases,Disease or Syndrome,D016491
495930,Vascular Diseases,Disease or Syndrome,D014652
496186,"Skin Diseases, Vascular",Disease or Syndrome,D017445
492522,Vascular Calcification,Disease or Syndrome,D061205
19777,Transforming Growth Factor beta1,Pharmacologic Substance,D053773
79815,Transforming Growth Factor beta1,"Amino Acid, Peptide, or Protein",D053773
88919,Transforming Growth Factor alpha,"Amino Acid, Peptide, or Protein",D016211
88921,Transforming Growth Factor beta,"Amino Acid, Peptide, or Protein",D016212
97658,"Receptor, Transforming Growth Factor-beta Type I","Amino Acid, Peptide, or Protein",D000077293
107025,"Receptors, Transforming Growth Factor beta","Amino Acid, Peptide, or Protein",D018125
124869,Transforming Growth Factor beta2,"Amino Acid, Peptide, or Protein",D053781
124870,Transforming Growth Factor beta3,"Amino Acid, Peptide, or Protein",D053782
134852,"Receptor, Transforming Growth Factor-beta Type II","Amino Acid, Peptide, or Protein",D000077294
170761,Transforming Growth Factors,"Amino Acid, Peptide, or Protein",D015291
328190,Transforming Growth Factor beta1,Biologically Active Substance,D053773
333640,Transforming Growth Factor alpha,Biologically Active Substance,D016211
333642,Transforming Growth Factor beta,Biologically Active Substance,D016212
354922,Transforming Growth Factor beta2,Biologically Active Substance,D053781
354923,Transforming Growth Factor beta3,Biologically Active Substance,D053782
382583,Transforming Growth Factors,Biologically Active Substance,D015291
391338,"Receptors, Transforming Growth Factor beta",Immunologic Factor,D018125
408259,"Receptor, Transforming Growth Factor-beta Type II",Enzyme,D000077294
98642,"Receptors, Thromboxane A2, Prostaglandin H2","Amino Acid, Peptide, or Protein",D044244
140930,"Receptors, Thromboxane","Amino Acid, Peptide, or Protein",D017482
171139,Thromboxane-A Synthase,"Amino Acid, Peptide, or Protein",D013930
303265,Thromboxanes,Organic Chemical,D013931
317038,Thromboxane A2,Organic Chemical,D013928
317039,Thromboxane B2,Organic Chemical,D013929
382817,Thromboxanes,Biologically Active Substance,D013931
389290,Thromboxane B2,Biologically Active Substance,D013929
416627,Thromboxane-A Synthase,Enzyme,D013930
491021,Intracranial Embolism and Thrombosis,Disease or Syndrome,D002542
492594,Coronary Thrombosis,Disease or Syndrome,D003328
494894,Carotid Artery Thrombosis,Disease or Syndrome,D002341
495712,Lateral Sinus Thrombosis,Disease or Syndrome,D020227
495713,Sagittal Sinus Thrombosis,Disease or Syndrome,D020225
495714,Cavernous Sinus Thrombosis,Disease or Syndrome,D020226
495718,"Sinus Thrombosis, Intracranial",Disease or Syndrome,D012851
496613,Venous Thrombosis,Disease or Syndrome,D020246
497294,Upper Extremity Deep Vein Thrombosis,Disease or Syndrome,D056824
498160,Intracranial Thrombosis,Disease or Syndrome,D020767
510254,Venous Thrombosis,Pathologic Function,D020246
510288,Upper Extremity Deep Vein Thrombosis,Pathologic Function,D056824
510368,Thrombosis,Pathologic Function,D013927
501218,Stroke Volume,Finding,D013318
514056,Stroke Volume,Laboratory or Test Result,D013318
514527,Stroke Volume,Clinical Attribute,D013318
128286,Sodium-Hydrogen Exchanger 1,"Amino Acid, Peptide, or Protein",D000074082
356988,Sodium-Hydrogen Exchanger 1,Biologically Active Substance,D000074082
515545,Renin-Angiotensin System,Body System,D012084
171199,"Receptors, Thrombin","Amino Acid, Peptide, or Protein",D018179
382856,"Receptors, Thrombin",Biologically Active Substance,D018179
41273,Purinergic P2Y Receptor Antagonists,Pharmacologic Substance,D058921
41274,Purinergic P2X Receptor Antagonists,Pharmacologic Substance,D058920
48794,Purinergic P1 Receptor Agonists,Pharmacologic Substance,D058906
75431,Purinergic P2Y Receptor Agonists,Pharmacologic Substance,D058912
75432,Purinergic P2X Receptor Agonists,Pharmacologic Substance,D058911
75434,Purinergic P2 Receptor Agonists,Pharmacologic Substance,D058910
75436,Purinergic P1 Receptor Antagonists,Pharmacologic Substance,D058915
75439,Purinergic P2 Receptor Antagonists,Pharmacologic Substance,D058919
84806,"Receptors, Purinergic P2X","Amino Acid, Peptide, or Protein",D058469
96662,"Receptors, Purinergic","Amino Acid, Peptide, or Protein",D011983
102269,"Receptors, Purinergic P2Y1","Amino Acid, Peptide, or Protein",D058472
102270,"Receptors, Purinergic P2Y","Amino Acid, Peptide, or Protein",D058470
102271,"Receptors, Purinergic P2Y2","Amino Acid, Peptide, or Protein",D058473
102272,"Receptors, Purinergic P2X3","Amino Acid, Peptide, or Protein",D058477
102273,"Receptors, Purinergic P2X2","Amino Acid, Peptide, or Protein",D058476
104743,"Receptors, Purinergic P2X5","Amino Acid, Peptide, or Protein",D058485
104744,"Receptors, Purinergic P2X7","Amino Acid, Peptide, or Protein",D058486
116839,"Receptors, Purinergic P2Y12","Amino Acid, Peptide, or Protein",D058925
153936,"Receptors, Purinergic P2X4","Amino Acid, Peptide, or Protein",D058848
180251,"Receptors, Purinergic P2","Amino Acid, Peptide, or Protein",D018048
180253,"Receptors, Purinergic P1","Amino Acid, Peptide, or Protein",D018047
88693,"Receptors, LDL","Amino Acid, Peptide, or Protein",D011973
107530,"Receptors, Oxidized LDL","Amino Acid, Peptide, or Protein",D051131
70591,Angiotensin II Type 1 Receptor Blockers,Pharmacologic Substance,D047228
77945,Angiotensin Receptor Antagonists,Pharmacologic Substance,D057911
77946,Angiotensin II Type 2 Receptor Blockers,Pharmacologic Substance,D057912
113654,"Receptors, Angiotensin","Amino Acid, Peptide, or Protein",D011945
131852,"Receptor, Angiotensin, Type 2","Amino Acid, Peptide, or Protein",D044139
170663,"Receptor, Angiotensin, Type 1","Amino Acid, Peptide, or Protein",D044140
25963,Adrenergic beta-1 Receptor Antagonists,Pharmacologic Substance,D058671
25964,Adrenergic beta-2 Receptor Antagonists,Pharmacologic Substance,D058672
25965,Adrenergic beta-3 Receptor Antagonists,Pharmacologic Substance,D058673
58332,Adrenergic alpha-2 Receptor Agonists,Pharmacologic Substance,D058647
58333,Adrenergic alpha-1 Receptor Agonists,Pharmacologic Substance,D058646
78770,Adrenergic beta-3 Receptor Agonists,Pharmacologic Substance,D058667
78771,Adrenergic alpha-1 Receptor Antagonists,Pharmacologic Substance,D058668
78772,Adrenergic beta-2 Receptor Agonists,Pharmacologic Substance,D058666
78773,Adrenergic beta-1 Receptor Agonists,Pharmacologic Substance,D058665
78774,Adrenergic alpha-2 Receptor Antagonists,Pharmacologic Substance,D058669
91561,"Receptors, Adrenergic, alpha-1","Amino Acid, Peptide, or Protein",D018340
91562,"Receptors, Adrenergic, alpha-2","Amino Acid, Peptide, or Protein",D018341
91563,"Receptors, Adrenergic, beta-1","Amino Acid, Peptide, or Protein",D018342
91564,"Receptors, Adrenergic, beta-2","Amino Acid, Peptide, or Protein",D018343
101041,"Receptors, Adrenergic, beta-3","Amino Acid, Peptide, or Protein",D022702
113651,"Receptors, Adrenergic, alpha","Amino Acid, Peptide, or Protein",D011942
113655,"Receptors, Adrenergic","Amino Acid, Peptide, or Protein",D011941
113656,"Receptors, Adrenergic, beta","Amino Acid, Peptide, or Protein",D011943
