,Preferred Label
116482,"Cat1 protein, S pombe"
372323,"MIRN4497 microRNA, human"
295339,dihydro-5-azaorotic acid
151255,Angiotensin I
420120,Orthomite SuperBond
183845,1-butyltrimethylammonium
428739,Talaromyces purpureus
268910,Cyclohexanes
170931,"MEGF6 protein, human"
450704,Agaricus blazei
131415,"plasticin-L1 peptide, Leptodactylus laticeps"
289535,SP-1131
72788,111In-bis-5-hydroxytryptamide-diethylenetriamine-pentaacetate
501873,Sclerotylosis
452462,Cryptosporella alni-rubrae
468731,Cystoderma castellanum
86550,"calcium-binding protein p6, human"
438506,Penicillium griseopurpureum
476349,5-(carboxyhydroxymethyl)uridine
177777,"flagella root protein, Tetraselmis striata"
114473,"Krt32 protein, mouse"
248545,streptorubin B
101233,"car1 protein, S pombe"
457273,Erioscyphella abnormis
476027,5'-(sulfonylbenzoyl)adenosine
105325,indole-3-ethanol oxidase
52637,6-acetoamido-1-acetyl-1-indazole
249330,"5,10b-ethanophenanthridine"
151885,"YdgT protein, E coli"
95898,"Ftcd protein, mouse"
285509,"3,16,21,24-hex-(triisopropylsilyl)ethynyl)-6,23-dihydro-6,7,14,15,22,23-hexaza-trianthrylene"
461548,Elenkiniana gloriae
258153,"8,14-dihydropromorphinane"
94391,proneurotensin
448759,Umbilicaria mammulata
280812,"poly(N,N-dimethylacrylamide)"
7077,"Neisseria meningitidis, Serogroup A"
120672,"Nbr protein, Drosophila"
224184,hydroxymethylenetanshinquinone
468001,Fennellomyces heterothallicus
221602,Reamberin
176694,"Slc39a9 protein, human"
283389,"2,4,5,2',3',4'-hexachlorobiphenyl"
214965,cladonioidesin
437992,Russula archaeosuberis
443487,Dictyochaeta ellipsoidea
191410,copper(II) trifluoromethanesulfonate
87800,"KLHL21 protein, human"
256588,dimethylaniline N-oxide
487075,Cladonia ahtii
54268,"tetrahydro-pyran-4-carboxylic acid (2-methyl-4-(2-methyl-(1,3')bipyrrolidinyl-1'-yl)phenyl)amide"
208807,Ethanolamine
490998,HIV Infections
197931,fistularin 3
134643,"hrdC protein, Streptomyces coelicolor"
434265,Aspergillus funiculosus
60615,VU6002703
141373,"Oxr1 protein, rat"
147075,"LHRH, His(6)-N-Et-ProNH2(9)-"
497172,Macrocephaly mesodermal hamartoma spectrum
51995,Calcitriol
107301,"CcmF(N2) protein, Arabidopsis"
468559,Olpidium bornovanus
76977,3-oxocostusic acid
23019,C2I peptide
49760,"(5-methyl-2-oxo-1,3-dioxolen-4-yl)methyl 7-(2-(2-amino-4-thiazole)-2-methoxyiminoacetamido)-3-(2-propenyl)-3-cephem-4-carboxylate"
225868,poly(2-hydroxyethyl methacrylate)-nanocrystalline hydroxyapatite
299382,5-bromo-4-chloro-3-indolylmannose
79234,5-(dimethylamino)-1-naphthalenesulfonyl-glycyl-seryl-argininamide
286071,eremopetasidione
167611,"TRL protein, Arabidopsis"
289105,4-hydroxy-3-methyl-SM-8849 O-glucuronide
88298,"DSH-1 protein, C elegans"
215593,methylfurfuryl alcohol
59450,"9-(hexyloxy)-5,6-dihydro-(1,2,4)triazolo(3,4-a)isoquinolin-3(2H)-one"
206266,Gallic Acid
106490,"adiponectin receptor 2, rat"
261577,7-methylchenooxazoline
163269,"PR5K protein, Arabidopsis"
52769,san-ao-tang
35842,Thiorphan
234401,benzylmonobactam
99913,"Bys protein, Drosophila"
95180,"estrogen receptor repressor-10, human"
2488,Bacillus freudenreichii
299253,epicoccolide A
238786,"2,6-dichlorostyrene"
276197,"1,8-Fc2Aq"
500233,Ships
425298,Montagnula graminicola
281357,schilancitrilactone C
81318,"N1-N2 protein, Xenopus"
87766,diacetin B
140542,"Rtt109 protein, S cerevisiae"
265374,veratrole
227070,likonide B
361228,Bio-Strath
28037,"N, N,N1,N1-(2,6-bis(3'-aminomethyl-1'-pyrazolyl)-4-phenylpyridine)tetrakis(acetic acid)"
176487,"DNASE2 protein, human"
232758,lansimide 2
503265,Joint Prosthesis
225804,SQ 26180
154706,proteasome subunit Z
235443,poligapolide
457899,Pachyella clypeata
446355,Strobilurus luchuensis
428723,Dictyosporium elegans
101345,"SIRT3 protein, rat"
160674,"Fusion Regulatory Protein 1, Heavy Chain"
153299,"UBE2J2 protein, human"
41316,Nadolol
20411,procsanol P-268
140208,"thrombin, des(Glu(146)-Thr(147)-Trp(148))-"
53553,N-acetyl-4-nitrophenylserinol
199061,Fe(III)-bis(4-cyanopyridine)
118022,"gdcsPA protein, Flaveria pringlei"
292923,vitisin D
110821,"Ppp1r1c protein, mouse"
425236,Acrophialophora levis
6435,Actinophytocola sediminis
443930,Cortinarius evosmus
209311,flectalon
198836,beta-citronellene
193120,citronellylamine
102928,"STRS2 protein, Arabidopsis"
964,Halovibrio denitrificans
10932,Acidithiobacillus cuprithermicus
26592,AEOL 10150
452879,Lasiodiplodia viticola
71793,cinnamomulactone
131465,"neuropeptide Y, Ahx (5-17)-"
13341,Citrobacter intermedius
267196,((G4)-PGLSA-OH)2-PEG3400 dendrimer
192855,ecbolin A
223847,norlobaridone
503491,Catheters
89364,cytochrome P-450 4A25 (porcine)
179750,"TMEM14A protein, human"
174998,"ART1 protein, human"
514229,International Health Regulations
246307,"2-(2-(4-(pyridin-2-yl)phenyl)ethyl)-5-(2,2-dimethylbutyl)-1H-imidazole"
148357,"muiridin protein, Botryodiplodia theobromae"
253140,7-oxodehydroabietic acid
366862,an-gong-niu-huang wan
193402,kwanzoquinone A
96369,Ras-dependent mitogen-activated protein kinase kinase kinase
452326,Peniophora meridionalis
464510,Conocybe sulcatipes
32251,Tetraethylammonium
227413,polyphyllin II
423938,MB-triple V protocol
438318,Leptogium teretiusculum
272311,"5,7-dihydroxy-4'-methoxyflavanone(8-3'-5,7-dihydroxy-4'-methoxyflavone"
233758,gentiobiofructose
116874,C-Reactive Protein
164113,atrial natriuretic factor 88
82280,"delta-sleep-inducing peptide amine, Ala(4)-"
198305,2-thiophen-3-ylmalonic acid
287737,"3,5-dichlorobenzoic acid"
151321,cyclo(leucyl-psi(methyleneamino)-aspartyl(benzylamino)-glutaminyl-tryptophyl-phenylalanyl-beta-alanine)
250882,"21-fluoro-7-norvouacapane-17,21-lactone"
67865,chloropeptin I
176229,"HCN4 protein, human"
473892,8-((6-aminohexyl)amino)inosine 5'-monophosphate
133439,"SPARC protein, human"
202703,BP 7033
279320,dodecanedioic acid
453894,Fissurina comparimuralis
147080,protein C London 1
440269,Laccaria violaceonigra
160439,N-hydroxytyrosine
491039,Drachtman Weinblatt Sitarz syndrome
431367,Pichia pseudocactophila
305999,goniotrionin
266302,ent-7alpha-hydroxytrachyloban-18-oic acid
186552,ptychantin P
34411,Ethosuximide
95412,FK506 methyltransferase
509854,Senescence-Associated Secretory Phenotype
257293,1-palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine
168670,N(epsilon)-(carboxymethyl)hydroxylysine
131005,4-guanidinophenylalanine-2-phenyl-5-thiazolone
86080,epsilon receptor
118574,"GTF2H5 protein, human"
227911,6-purinyl-beta-D-glucothiopyranoside
112647,"CCL3L1 protein, human"
124984,"Il4r protein, rat"
203258,BC-3205
153193,"HSL7 protein, S cerevisiae"
446584,Heimioporus cooloolae
83023,"RAM 7s protein, rat"
455846,Sporisorium aristidicola
239154,maxikdiol
495911,Thoracic Outlet Syndrome
453446,Cortinarius erythraeus
508977,Community Health Workers
451626,Bullimyces communis
264578,piminodine
102941,preprocortistatin
168099,hemoglobin Aztec
489421,Nitrogen Isotopes
189983,"4-(4'-methyltetrafluorophenyl)-2,3,5,6-tetrafluorobenzyl bromide"
175688,"VIRMA protein, human"
434066,Leptosphaeria microscopica
41462,1-((2-(2-chloroethoxy)ethoxy)methyl)-5-fluorouracil
453412,Gregatothecium humicola
315720,"ethyl 4-(4-bromophenyl)-2,7,7-trimethyl-5-oxo-1,4,5,6,7,8-hexahydroquinoline-3-carboxylate"
508859,Peritoneal Lavage
96693,guanidinophenylglycine
3462,Pedobacter lusitanus
289551,N-acetylchitooctaose
427829,Glomus indicum
263153,ethyl methyl ether
181593,cystine ketimine
480555,nicotinamide-6(2-aminoethylamino)purine dinucleotide
57155,K-Sol preserving medium
231920,Indazoles
491770,CD59 Deficiency
492014,Late-Onset Retinal Degeneration
320835,Calcium-47
277628,adociaquinone B
125236,"REC8 protein, Arabidopsis"
63474,E1231
372624,"MIRN522 microRNA, human"
139292,HER-2 protein (435-443)
486628,Carthamus tinctorius
150181,"AAE14 protein, Arabidopsis"
459759,Coniophora cerebella
462896,Phylloporus gajari
4532,Paracoccus alimentarius
257298,"16-O-(glucopyranosyl(1-3)-glucopyranosyl)-3,16,20,24,25-pentahydroxy-9,19-cyclolanostane"
290440,lobarialide A
431904,Chlorociboria spiralis
71868,"4-(beta-(10-phenothiazinyl)-ethyl)-1,4-diazabicyclo(4.4.0)decane"
205669,bromethrin
316649,andalasin A
111496,"bothropasin, Bothrops jararaca"
215646,micrandilactone B
42260,pazufloxacin
499306,Catastrophization
315336,"2,2,6,6-tetramethyl-4-(beta-N-ethyleneiminopropionyl)oxypiperidine-1-oxyl"
455203,Helvella connivens
307848,hautriwaic acid
315799,"2-(4-(1,4,5-triphenyl-1H-imidazol-2-yl)benzylidene)malononitrile"
49509,"2-(3,4-dimethoxyphenyl)-3-phenyl-4H-pyrido(1,2-a)pyrimidin-4-one"
28462,gamma-glutamyl DOPA
94125,"As-p18 protein, Ascaris suum"
458537,Arachnocrea stipata
132320,"ZC3H3 protein, Drosophila"
195686,"cholest-8(14)-en-3,5-diol"
502763,"2-methylene-19-nor-(20S)-1alpha,25-dihydroxyvitamin D3"
86096,"TS2 protein, Zea mays"
