,Preferred Label
284300,3-(chloromethylene)-6-flourothiochroman-4-one
116373,"ZHX2 protein, human"
248132,olean-18-en-3beta-O-E-coumaroyl ester
166620,"hsp-16.1 protein, C elegans"
35283,"acetic acid, peracetic drug combination"
215350,16 beta-hydroxyandrosterone
512093,Adenoids
283473,neotuberostemonine
20414,1045U85
18782,Lacihabitans soyangensis
132424,"FE4 protein, Myzus persicae"
150505,chromium dinicocysteinate
248235,"N-(20-(dimethylamino)-16-hydroxy-4-(hydroxymethyl)-4,14-dimethyl-11-oxo-9,19-cyclopregnan-3-yl)-2-methylpropanamide"
66052,drynachromoside D
29266,"4-endoperoxy-bisabola-2,10-diene"
187429,CX-6258
435728,Exophiala dermatitidis
462295,Nephroma squamigerum
427728,Psathyrella flexuosipes
464115,Cortinarius caesiocortinatus
175601,alpha-neurotoxin Oh-6A
8281,Corynebacterium atypicum
66024,"2,3,14,20,22,25-hexahydroxy-26-(3-bromoacetoxypropyl)cholest-7-en-6-one"
49204,"2',3'-dideoxy-6-iodoguanosine"
437048,Gymnopus fagiphilus
66507,D-003 sugarcane wax acid mixture
74521,"C12 protein, Sus scrofa"
33980,prolylarginine
268263,cohaerin A
449913,Discosia pseudoartocreas
459630,Diversispora sabulosa
114204,Collagen Type X
472890,"RNA, ribosomal X"
76834,"2-(3-(1,1-dimethylethyl))-5-methoxyphenyloxazolo(4,5-b)pyridine"
215043,damituricin
134357,"Serping1 protein, mouse"
290911,di(inositolphosphoryl)ceramide
496590,"Chromosome 17, trisomy 17p"
498804,Macroglossia
144148,"ACOX1 protein, mouse"
170576,Nuclear Factor 90 Proteins
280158,6-(5-acetyl-2-methoxyphenyl)apigenin
423790,"Injections, Intra-Articular"
18549,Acinetobacter boissieri
43290,"1,15-bis(N5-(3,3-(diphenyl)propyl)-N1-biguanido)-4,12-diazapentadecane"
1966,Syntrophomonas wolfei subsp. methylbutyratica
240010,"7-O-(2,6-dideoxy-2-fluoro-4-O-methyltalopyranosyl)adriamycinone"
201288,aranorosinol B
478094,poly(2-amino-8-methyladenylic acid)
35895,Eudragit NE 30-D
312584,sandal wood oil-turmeric cream
74911,hippeastrine
171830,"alveolarin, Polyporus alveolaris"
24738,"(6,7-dimethoxyethoxy)quinolin-4-yl-(3-ethynylphenyl)amine"
497508,"Optic atrophy and cataract, autosomal dominant"
292605,3-methylheptadecanoic acid
136331,"CPS1 protein, Cryptococcus neoformans"
35068,Cholazol H
315600,2-chlorobenzoyl chloride azine
43882,bryostatin 16
422921,"Imagery, Psychotherapy"
128383,"Casp2 protein, mouse"
142902,"Dbf4 protein, S cerevisiae"
67415,1-(4-chloro-3-trifluoromethyl-benzyl)-5-hydroxy-1-H-indole-2-carboxylic acid
234070,"1-(4-hydroxy-3-methoxyphenyl)-2-(4-(3-hydroxypropyl)-2-methoxyphenoxy)propane-1,3-diol"
433219,Colletotrichum nigrum
259936,3-hydroxypalmitic acid
117003,"capping enzyme, vaccinia virus"
161974,"Scd4 protein, mouse"
47141,GBR 13098
181433,"Imap38 protein, mouse"
491404,Pallidopontonigral Degeneration
449361,Cortinarius miniatopus
214285,3-bromopropionylamino benzoylurea
136418,Protein Kinase C-delta
208002,"5,6-epoxy-ergosta-8,22-dien-3,7-diol"
173864,linoleate hydroperoxide peroxidase
317039,Thromboxane B2
310596,"2-O-(beta-D-glucopyranosyl)-1-O-(2E,4Z,7Z)-deca-2,4,7-trienoyl-beta-D-glucopyranose"
142063,"RHO2 protein, S cerevisiae"
487099,Embelia
23707,Protectaid
226730,"3,5,6-trichloro-2-pyridinyloxyactic acid 2-butoxyethyl ester"
25687,2-hydroxylamino-5-ethyl-5-propylbarbituric acid
209135,polypodoside A
11872,Frankia torreyi
450255,Myrmecridium hiemale
36782,"CCDC83 protein, human"
256831,"N1,N8-bis(l-methyl-4-nitropyrrole-2-carbonyl)triethylenetetramine"
425004,Minimedusa obcoronata
220572,polyethylene glycol methacrylate
442443,Mortierella indohii
108238,rhinocladin A
465522,Tricholoma arvernense
174645,alpha-glucan UDP glucosyltransferase
302184,Prostaforton
121311,"Snf-11 protein, C elegans"
126459,HLA-A3 Antigen
165977,"Daxx protein, Drosophila"
181514,"AGO1 protein, Drosophila"
115473,"RNF151 protein, mouse"
217007,dihydroquinolin-2(1H)-one
165367,"membrane progestin receptor beta, human"
20332,"2-N,N-diethylaminocarbonyloxymethyl-1-diphenylmethyl-4-(3,4,5-trimethoxybenzoyl)piperazine"
486182,Pinaceae
306169,PD 116740
269803,cedkathryn A
204790,1-oxoestazolam
459518,Xyloschistes platytropa
99318,"WASF1 protein, Xenopus"
27637,3-(cyclohex-3-en-1-on-4-yl)-4-(4-hydroxyphenyl)hexane
136804,"lipoprotein-Y, human"
179228,"AGR3 protein, human"
429572,Inocybe calamistrata
317008,3-((1-aminoethyl)phosphinyl)-2-ethylpropionic acid
319921,cerium fluoride
88230,"alpha-Est5 protein, Drosophila"
478443,nitrobenzylthioformycin
493886,Hyperostosis corticalis deformans juvenilis
170321,"NHR-64 protein, C elegans"
461814,Ramaria obtusissima
218607,etofibrate 2-hydroxymethyl-2-(4-chlorophenoxy)-2-methyl propionate
232180,"N,N',N'',N'''-diborylene-3,4,9,10-tetraaminoperylene"
1123,Vibrio alfacsensis
512377,Memory B Cells
268123,nephthenol 15-O-beta-D-quinovoside
351115,Ze 339
166393,"LBX1 protein, Gallus gallus"
127050,"Irf5 protein, mouse"
296011,hyperattenin L
592,Likelihood Functions
296950,6-methyl-3-(2-nitro-1-(thiophen-2-yl)propyl)-2-phenyl-1H-indole
12032,Caldicellulosiruptor hydrothermalis
461621,Cryptosporella tomentella
308342,4-methyl-alpha-carboline
314689,tectoridin
139484,"CEST protein, Arabidopsis"
462147,Flavoplaca coronata
40944,TPME monoterpene derivative
424629,Myxotrichum cancellatum
163529,ethiin
507326,Moloney murine sarcoma virus
441770,Juglanconis japonica
67022,elbasvir-grazoprevir drug combination
2634,Thioclava electrotropha
288108,Nitrosoguanidines
388941,"MIRN455 microRNA, mouse"
56217,Valoron N
7901,Lactobacillus curieae
441905,Marcelleina parvispora
251952,3-O-glucopyranosyl medicagenic acid 28-O-(xylopyranosyl-1-4-(apiofuranosyl-1-3)-rhamnopyranosyl-1-2-glucopyranosyl) ester
66899,anti-dopamine beta-hydroxylase immunotoxin
261360,actinidicoside
460389,Bondarzewia montana
445450,Boletus aurantioruber
61597,10H-phenothiazine-1-acylhydrazone
10506,Rhizobium tibeticum
225374,"11-hydroxy-8,12,14-eicosatrienoic acid"
94227,"RebB protein, Caedibacter taeniospiralis"
126963,"CBFA2T3 protein, Xenopus"
277356,SR 4668
491671,"Deafness, Autosomal Recessive 20"
263744,xylarenone D
144931,"MRLC2 protein, human"
258166,hexafluorocyclobutene
80022,Surgimend
28654,PS 33 compound
449703,Aspergillus canadensis
216367,zymosterol acetate
255115,2-(4-n-butylpiperazin-1-ylcarbonyl)-5-hydroxychromone
223818,vieillardiixanthone B
437464,Fomitiporia aethiopica
254209,GWC20
178352,histidinol-phosphate aminotransferase
369193,rubiginol
167852,"HtrA2 protein, Drosophila"
508581,Hospital Rapid Response Team
460155,Trematosphaeria heterospora
60404,"7-chloro-N,N-3-trimethylbenzo(b)furan-2-carboxamide"
429261,Megacollybia rodmanii
8199,Runella zeae
296278,telithromycin
168149,"TXN protein, human"
291647,bis(phenoxycarbonylethyl)phosphinic acid
41059,"2'-amino-7-(diethylamino)-4'-methyl-2,5'-dioxo-5',6',7',8'-tetrahydro-2H,4'H-4,7'-bichromene-3'-carbonitrile"
214931,2-hydroxy benzimidazole
89032,glutamate-glyoxylate aminotransferase
189204,1-nitro-2-(4-hydroxyphenyl)ethane
217014,ribisin C
109203,deoxyxylulose-5-phosphate synthase
142343,"PPP3R2 protein, human"
464161,Melanoleuca communis
226890,Cl958
250661,isoorientin-4'-O-glucoside
112236,coprisamide A
46225,telotristat
307972,aquimavitalin
265880,sophoridinol
23946,lysinethiol
433148,Aurantiosacculus eucalyptorum
73033,"telomerase reverse transcriptase p572Y, human"
101865,"DPP10 protein, mouse"
64699,"2,6-di-tert-butyl-4-(2-(1-methyl-4,4-difluoro-4-bora-3a-4a-diaza-s-indacen-3-yl)-vinyl)phenol"
268295,LASSBio-881
271984,phosphonothrixin
437866,Agaricus incultorum
65222,mederrhodin B
143000,"CIPK3 protein, Arabidopsis"
455874,Colletotrichum citricola
428380,Hymenoscyphus tetrasporus
22261,bis(4-morpholinyl thiocarbonyl)disulfide
32293,deltazinone 1
77310,afelimomab
123646,"Pcbp1 protein, mouse"
135305,"Mfn1 protein, human"
87619,Vitamin K Epoxide Reductases
58337,Vidarabine
223237,5-(p-aminophenylazo)-8-hydroxyquinoline
118748,"Angel protein, Drosophila"
20214,litseaone A
45598,CP 130
154560,"RING finger protein 13, chicken"
308390,"6-allyl-2-benzyloxy-8-(4-methoxybenzyl)-6,8-diazabicyclo(3.2.2)nonane"
67926,1-(9-fluorenyl)ethyl chloroformate
141798,"CLEC4A protein, human"
36215,iratumumab
145739,"3-phenoxyphenylalanyl-3,4,5-trimethoxyphenylalanyl-valine 2-hydroxy-4-methoxybenzyl amide"
426458,Usnea halei
497506,Optic atrophy polyneuropathy deafness
492846,Central Nervous System Cysts
158835,"upd1 protein, Drosophila"
487130,Collema laeve
109347,"Sal k 5 allergen, Salsola kali"
204788,pirfloxacin
437282,Anthracocystis mexicana
289060,coumaryl gamma-amino-butyric acid diazopyruvate
317610,"1,4-diazabicyclic(2,2,2)octane"
194073,2-nitrobenzylurea
102992,Acute-Phase Proteins
168841,"SRY protein, human"
146874,"mdtK protein, E coli"
457564,Megalocystidium chelidonium
462155,Fusarium austroamericanum
147736,chondramide A
26068,Colicursi
75287,polyethylene glycol-glutaminase-asparaginase
110309,3-phenylpropionylglycine
62132,"3-(4-amino-3-fluoro-5-((1,1,1-trifluoro-3-methoxypropan-2-yl)oxy)benzyl)-5-((3-(tert-butyl)benzyl)amino)-4-hydroxytetrahydro-2H-thiopyran 1,1-dioxide"
380836,5TR1 aptamer
225033,2-oxo-7-thio-1-azabicyclo(4.3.0)nonane
20079,CLM29 compound
457042,Chrysocelis lupini
237362,dihydroferulic acid
5728,Nocardioides alpinus
496116,Dysfibrinogenemia Causing Recurrent Thrombosis
151357,"GATA2 protein, human"
6727,Massilia lurida
109730,"SPBC1773.02c protein, S pombe"
9327,Aequorivita crocea
213709,2-amino-2-deoxyglucopyranosyl-1-4-2-amino-2-deoxyglucopyranosyl-(1-4)-2-acetamido-2-deoxyglucopyranoside
99132,"Rngtt protein, mouse"
312035,4-fluorobenzyltrozamicol
491764,Tapetoretinal Degeneration with Ataxia
82211,3'-phosphoglycoaldehyde diesterase
69014,arietin
85529,"TRIP11-FLT3 fusion protein, human"
115651,"P22 repressor protein, Enterobacteria phage P22"
152213,"LHRH, Ac-2-Nal(1)-4-Cl-Phe(2)-Trp(3)-Arg(Et2)(6)-Ala(10)-"
274234,2-aminoethylaziridine
201326,1-butyl-3-methylimidazolium bis((trifluoromethyl)sulfonyl)amide
217462,3-vinylcyclobutene
99558,alpha 1-antitrypsin Portland
69164,4-(2-(diphenylmethoxy)ethyl)-1-benzyl piperidine
229426,mannitol teichoic acid
494324,Ellis Yale Winter syndrome
67365,okicenone
56788,panaxacol
263362,N-(1-phenylalanine)-4-(1-pyrene)butyramide
130261,"gfra1b protein, zebrafish"
451980,Amylocarpus encephaloides
45249,6-methoxyequol
438308,Sesquicillium microsporum
456824,Cetraspora helvetica
17495,Peptococcus simiae
216129,benz(c)acridine
438384,Fusarium culmorum
163911,"SHC3 protein, human"
28514,Cantharidin
268287,methyl alpha-hydroxyisobutyrate
497448,"Ectodermal dysplasia, hidrotic, Christianson-Fourie type"
48739,kanbaku taiso to
464192,Neurospora tetrasperma
54924,5-((cyanomethylene)oxy)-2'-deoxyuridine
99834,"nicotinamide mononucleotide adenylyltransferase 3, mouse"
17313,Streptomyces piloviolofuscus
441192,Wheelerophlyctis interiexterior
80094,"SCAF8 protein, human"
140635,"HasR protein, Streptomyces ambofaciens"
155065,"CENPW protein, human"
3984,Rhizobium alamii
294785,malabaricone A
120722,"Ets2 protein, rat"
4499,Streptomyces olivoreticuli
465586,Cyathus setosus
166908,15-hydroxyprostaglandin dehydrogenase
496379,"Neuronopathy, Distal Hereditary Motor, Type V"
460046,Truncatella laurocerasi
290404,hepasor
83692,"OSH1 protein, Oryza sativa"
50651,technetium Tc 99m 2-ethoxy-2-methylpropylisonitrile
127809,"TEX1 protein, Arabidopsis"
120586,valine thiazole
313966,OHM10579
496894,Fairbank disease
135314,"endothelin-1 (1-21), (Cys,Acm(1,15),Aib(3,11),Leu(7))-"
281536,mururin C
465410,Hydnellum dianthifolium
203805,6-methoxy-2-naphthaldehyde
486923,Bassia scoparia
10766,Sphingomonas prati
393512,psi-3 antigen
51390,N-benzoylarginine-3-amino-9-ethylcarbazole
425506,Dasyspora echinata
247105,"(-)-5-(3',4',5'-dihydroxyphenyl)-valerolactone"
434972,Phyllosticta carissicola
456923,Cortinarius smithii
93534,daclizumab HYP
107706,"GJB6 protein, human"
74540,2'-deoxy-2'-isocyano-1-arabinofuranosylcytosine
241001,"4-deoxy-2-sulfooxy-threo-hex-4-enepyranosyluronic acid-1-4-(N,6-disulfooxyglucosamine)"
143595,"Il1f10 protein, mouse"
438566,Anthracocystis hwangensis
461303,Arthonia patellulata
45967,O-ethyl O-4-nitrophenyl phosphoramidate
221463,ITA 194
493141,Central Nervous System Sensitization
98583,YRP kinase
14278,Luteococcus peritonei
428028,Psathyrella squarrosiceps
128704,"CHIP2 protein, Colletotrichum gloeosporioides"
189017,3-friedelanone
362034,"Khps1 long noncoding RNA, human"
443545,Wongia garrettii
179692,Acyl-CoA Dehydrogenase
294742,lactosaminoglycan
71129,rhodium trichloride oxalyl homocysteine thiolactone complex
480885,FR 190293
479743,3-chloroacetylpyridine adenine dinucleotide phosphate
507976,Phthirus
135509,boningmycin
51476,"5-chloro-1,3-dihydro-2H-imidazo(4,5-b)pyrazin-2-one"
207450,liriodenol
486050,Tephrosia
175064,"PIF1 protein, human"
161569,dermcidin
491883,Kashani Strom Utley syndrome
19778,MT-3014
134673,S-100 calcium-binding protein alpha subunit
152690,"YMR134W protein, S cerevisiae"
59185,cucumarioside
186428,bacopaside XI
505689,Phylogeny
74112,IIS-PAA
78597,NX 21909
143328,"beta-lactamase blaPER-1, Pseudomonas aeruginosa"
157970,"RNA, Transfer, Amino Acyl"
426661,Arthrobotrys foliicola
226908,"4,4'-diaponeurosporen-4-al"
89120,"SLC2A4 protein, human"
429336,Mycena kuurkacea
596,Philology
102758,"gene 10 protein, phage T7"
478861,O(6)-(2-cyanoethyl)guanine
490334,Horse Diseases
229604,ardipusilloside IV
22138,calanolide B
317941,N-(4-(((4-(2-pyridinyl)-2-thiazolyl)amino)methyl)cyclohexyl)-2-propanesulfonamide
142709,"epididymis-specific protein E, rat"
428386,Mycobilimbia tetramera
168743,"Dnmt2 protein, mouse"
288535,diapolic acid B
119505,"SPL14 protein, Arabidopsis thaliana"
480389,"MIRN128 microRNA, rat"
138036,"Rad52 protein, mouse"
55995,Potassium Citrate
317451,Joongpoongtang 05
91175,Cholestanetriol 26-Monooxygenase
220285,3-deoxy-C(3)-fluoromethyleneglucose
63485,dazmegrel
73332,"maleylated serum albumin, human"
166649,"YciO protein, E coli"
494725,Cowpox
119229,"glycoprotein F, turkey rhinotracheitis virus"
443186,Hexagonia hydnoides
178994,"Luc7l protein, mouse"
10023,Leucobacter albus
495493,Retinal Telangiectasis
443913,Xenopolyscytalum pinea
284774,2-(4-amidino-3-methylphenyl)-1H-indole-5-amidine
42763,dodoneine
257347,MRS4183
308891,poly(styrene-b-acrylic acid-b-ethylene glycol)
92963,"CUZD1 protein, mouse"
173380,uramildiacetic acid
422841,CAMP protocol
66920,2'-phosphophloretin
430993,Rhynchogastrema aquatica
141402,"p56 trans-Golgi network accessory protein, human"
346868,PMMS herbal preparation
89392,"3,5-dinitrobenzoylglycine"
201904,"1-(3-(2-fluoropyridin-3-yloxy)propyl)pyrrole-2,5-dione"
228249,3-methylacetanilide
15533,Pseudogracilibacillus marinus
204464,frondosin D
234365,Eicosanoic Acids
97395,"Vps4b protein, mouse"
155767,"SCAF1 protein, human"
182494,"ASH1 protein, S cerevisiae"
64210,N-ferrocenyl-N-benzylaminocarbonyloxymethyl-phenylboronic acid pinacol ester
302319,"Akt-I-1,2 compound"
441002,Homolaphlyctis polyrhiza
113712,N(alpha)-chloroacetylornithine
58885,kinmoonoside A
63618,idebenone
448383,Acremonium hyalinulum
47125,"1,2,5-selenadiazolo-(3,4-d)pyrimidine-5,7-(4H,6H)-dione"
5514,Pseudonocardia sulfidoxydans
316434,"3-(((diethylamino)carbonyl)oxy)-N,N,N-trimethylbenzenaminium"
307239,ganglioside GD3 amide congener
278533,4'-octyl-4-cyanobiphenyl
40323,N-(2-(4-(2-methoxyphenyl)-1-piperazinyl)ethyl)-N-(2-pyridinyl)cyclohexanecarboxamide
141930,"USP19 protein, human"
120381,"YghJ protein, E coli"
46674,3-acetoxyurs-12-en-28-oic acid hexamethylenediamine
186752,Melibiose
70932,N(4)-(4-carboxybutyryl)-1-beta-arabinofuranosylcytosine
149650,"VMP12 protein, Borrelia hermsii"
134787,complement H100
422385,Dermatologic Surgical Procedures
491209,"Anemia, Macrocytic"
78199,4-iodobenzenesulfonamide
81408,"LuxO protein, Vibrio harveyi"
235776,protoxylocarpin F
91622,"NFXL1 protein, human"
485670,Ballota
440423,Amanita sororcula
453803,Pezicula neoheterochroma
149321,"LLREP3 protein, Dictyostelium discoideum"
195897,"1,2-dioleoyl-3-S-tetradecyl-3-thioglycerol S-oxide"
451144,Symbiotaphrina lignicola
157090,"Cyp6g1 protein, Drosophila"
467183,Rhizopogon pumilionus
115837,"Eng protein, mouse"
426485,Termitomyces globulus
461463,Betamyces americaemeridionalis
129202,fibrinogen alphaC
62415,(N-MeCys(3)-N-MeCys(7))TANDEM
150057,EM66 peptide
17629,Campylobacter hyointestinalis subsp. lawsonii
116481,"VTC5 protein, Arabidopsis"
134721,somatotropin (4-15)
74997,muracein C
124388,"MIF4GD protein, human"
261954,D 703
489846,Selenium Radioisotopes
211528,phenelfamycin F
55750,asiatic acid
137932,"CAP22 protein, Colletotrichum gloeosporioides"
761,Pontibacter akesuensis
503888,Fish Products
428043,Phialophora macrospora
462229,Xylobolus annosus
443166,Leptogium cellulosum
12862,Pseudoxanthomonas broegbernensis
495767,Leukotriene C4 Synthase Deficiency
59707,"3,4-didehydro-2-ketoglutaric acid"
116195,"LETMD1 protein, human"
191314,atripliside B
257804,viscosumic acid
313744,acanthifolioside G
192319,EDL-155
156240,"Fermt2 protein, rat"
2059,Actinomadura verrucosospora subsp. neohibisca
476425,6-amino-5-nitro-3-(1'-(2'-deoxyribofuranosyl))-2(1H)-pyridone
70230,"N(4)-palmitoyl-2'-deoxyribocytidylyl-(3',5')-3'-azido-2',3'-deoxythymidine"
139720,"ABCC12 protein, human"
32919,Cytochrome P-450 Enzyme Inhibitors
258149,"VO(Br,OH-acph)2"
235617,"(2S)-2-amino-3-methyl-1-(4-(7-nitro-benzo-2,1,3-oxadiazol-4-yl)-piperazin-1-yl)-butan-1-one"
56522,4-hydroxybenzoic acid hydrazide
28381,Hydroxocobalamin
252177,"white-line-inducing principle, Lasiosphaera fenzlii"
43155,"hexadeca-2E,9Z,12Z,14E-tetraenoic acid isobutylamide"
172214,"AMZ1 protein, human"
424492,Gymnopus luxurians
4976,Nocardioides alkalitolerans
453304,Penicillium penarojense
452851,Gymnomyces nondistincta
437370,Ramularia cupulariae
507502,"Genes, Microbial"
6858,Blautia glucerasea
81274,TRH deamidase
279942,5-ethyl-4-methoxy-2-phenylquinoline
427565,Nigrospora sacchari
439022,Lepiota humei
128702,"Crd2 protein, Candida albicans"
292178,tricladic acid C
455270,Chlorophyllum brunneum
503994,Intestinal Reabsorption
315252,"1,2-dimethoxy-4-(2-propenyl)benzene"
141311,"mpk-1 protein, C elegans"
432882,Paraphaeosphaeria arecacearum
514742,Rugby
104297,"Antigens, CD20"
46368,N-isopropyl-4-formylbenzamide
484161,ferrosilicon
264001,"1,7-dihydroxy-2,3-(2''-(1-hydroxy-1-methylethyl)-dihydrofurano)-xanthone"
7665,Myxococcus xanthus
299153,yanglingmycin
438172,Sirastachys pandanicola
431783,Galerina minima
213867,eryvarin H
8346,Microvirga makkahensis
43390,HMNE3 compound
452872,Austroboletus roseialbus
81235,"Cflar protein, mouse"
487483,Podostictina ardesiaca
298873,afrigilimycin A
138810,"oogenesin protein, mouse"
147669,"sigY protein, Clostridium acetobutylicum"
