,Preferred Label
140176,"presenilin 1, mouse"
439820,Leucopaxillus eucalyptorum
468743,Endocalyx cinctus
431054,Kirschsteiniothelia rostrata
194065,N-fluoroacetylgalactosamine
298636,"3-piperidine-8-oxo-8H-acenaphtho-(1,2-b)pyrrole-9-carboxylic acid"
124493,"lbm protein, Drosophila"
169226,hypophosphite oxidase
285800,"2,3-epoxysesamone"
444749,Pseudocercospora pyracanthigena
166652,"nagC protein, E coli"
205005,amino-propyl-triethoxysilane
135639,hemorrhagic toxin HR-2b
461795,Chroodiscus khaolungensis
173582,"Txnrd3 protein, mouse"
118268,"SLC35F1 protein, human"
493891,"Vision, Entoptic"
15505,Pectobacterium carotovorum subsp. actinidiae
14257,Phenylobacterium immobile
273009,"6,9-linoleic acid"
449082,Lichinodium sirosiphoideum
450248,Sporidesmium thailandense
469803,nickel hydroxide
428746,Cortinarius rubrodactylus
15832,Corynebacterium propinquum
95628,"Fign protein, rat"
182418,"Ras-interacting protein 3, Dictyostelium"
430537,Camarosporidiella arezzoensis
125257,"MERTK protein, human"
185211,chlorzoin
207193,N-methylhydroxylamine
164386,"phloroglucinol O-methyltransferase, Rosa chinensis"
149254,"rusvikunin peptide, Daboia russelii russelii"
66663,LY 137150
204019,"2-aminoethyl 6-amino-6-deoxyglucosaminyl-1-4-2,6-diamino-2,6-dideoxyglucopyranoside"
64385,"5-chloro-2-(3-(4-phenyl-3,6-dihydro-1(2H)-pyridinyl)propyl)-4(3H)-quinazolinone"
11392,Bacillus nakamurai
75791,SA 76
253965,1-phenyl-2-propanone
203695,N-beta-acetylstreptothricin D
172665,C-terminal monoferrictransferrin
19309,Nonomuraea wenchangensis
91720,"TRIM3a protein, zebrafish"
234757,5'-amino-5'-deoxyuridine 2'(3')-phosphate-sepharose
445872,Pyrenula minutispora
447309,Tomentella viridula
55066,balaxiflorin A
115637,pregnancy protection protein P4
31129,3 beta-(beta-dimethylaminoethoxy)androst-5-en-17-one
425047,Xylaria vaporaria
157621,"Slc30a4 protein, mouse"
115730,histocompatibility antigen 37
282207,"3-(4-methoxyspiro(1,2-dioxetane-3,2'-tricyclo(3.3.1.1(3,7))decan)-4-yl)phenylgalactopyranoside"
54567,HI 443
511506,Obturator Nerve
499566,Minor Planets
118950,"GSTF8 protein, Arabidopsis"
282961,poly(2-(diethylamino)ethyl methacrylate)
75194,Iodophors
490738,"Liver Glycogenosis, X-Linked, Type II"
77047,EpiVacCorona vaccine
121612,"nonC protein, Drosophila"
174025,hemoglobin Yakima
28840,Caspofungin
466312,Phaeoacremonium pravum
29468,"6-chloro-4-oxo-10-propyl-4H-pyrano(3,2-g)quinoline -2,8-dicarboxylate"
207586,"2,3-dihydroxycholestan-6-one"
312311,bistramide C
44416,"2,3,21-trihydroxycholesta-5,24-diene 2,21-disulfate"
270925,cimiside A
172431,divercin V41
483945,ammonium hexaamminecobalt(III) aluminum phosphate
432426,Rostraureum tropicale
109048,"CAMTA1 protein, Arabidopsis"
103863,"Tmem184a protein, human"
80869,lactoferrin-DTPA-Eu conjugate
456788,Parastagonospora allouniseptata
57684,FluLaval
221982,"2alpha,3alpha,15,16,19-pentahydroxy pimar-8(14)-ene"
422420,ICE protocol 5
259618,5-demethylretinal
444803,Chrysothrix flavovirens
209399,2-methylpentane
254179,1-benzyl-3-(5'-methoxymethyl-2'-furyl)indazole
261412,"6,6-ethylene-15,16-methylene-3-oxo-17-pregn-4-ene-2,17-carbolactone"
81259,"RIG-3 protein, C elegans"
219659,"(((1,2-5,6-di-O,O-isopropylideneglucofuranos-3-yl)oxocarbonyl)methyl)cobalt tricarbonyl triphenylphosphine"
450014,Leptographium abieticolens
88925,"PIAS2 protein, human"
515973,WD40 Repeats
18779,Vagococcus humatus
185465,"4-(3,4'-dihexyl(2,2'-bithiophene)-5-yl)-N,N-diphenylbenzenamine"
453315,Podospora cupiformis
463646,Australohydnum dregeanum
423269,CWAP regimen
114415,"Niban1 protein, mouse"
76807,"N-(1,3-dimethylbutyl)-N'-phenyl-1,4-phenylenediamine"
136146,"GrlA protein, E coli"
459340,Allelochaeta neoorbicularis
108334,"RGS7 protein, human"
317275,erinaceolactone G
28317,"1-methoxy-5-bicyclo(2.2.2)-oct-5-one-2,3-dicarboximide"
486950,Pachysandra
223924,N-hydroxy-aminophenylnorharman
221287,timosaponin Y
78286,"5-cyano-2,3-ditolyltetrazolium"
500540,"Dental Devices, Home Care"
205508,isovalerylglucuronide
138685,"Fig1 protein, S cerevisiae"
289845,aignopsanoic acid A
467831,Didymocyrtis pseudeverniae
119853,"Psf2 protein, Drosophila"
140877,"EAST protein, Drosophila"
118995,wheat germ agglutinin-ricin A-chain conjugate
131010,"Olfr1440 protein, mouse"
34710,cardamonin
448316,Ogataea minuta
225307,isodactyloxene A
303183,"methyl-3-(4,5-dihydroxy-2--methoxyphenyl)-2-butenoate"
66987,methyl 2-(cyclohexanecarboxamido)-4-ethyl-5-methylthiophene-3-carboxylate
475896,arazide
424012,PFL protocol
459501,Queenslandipenidiella kurandae
22500,hexbutinol methiodide
157821,"ABCF3 protein, human"
66874,PF 877423
286467,Hexamethonium Compounds
434513,Leptographium lundbergii
120976,"importin alpha 3, mouse"
109597,CD79 Antigens
64641,ethoxyfluorescein ethyl ester
256721,"3,4-O-isopropylidene-dihydroxy-bis(diphenylphospheno)hexane"
47077,aminoadamantane nitrate
142275,Lactalbumin
306096,lobinaline
171101,"NBPF3 protein, human"
8235,Paracoccus thiocyanatus
446214,Capronia kleinmondensis
450283,Lactarius oomsisiensis
487722,Aspicilia cuprea
227579,5-dimethylamino-1-phenyl-1-penten-3-one
291112,kalopanax saponin A
296950,6-methyl-3-(2-nitro-1-(thiophen-2-yl)propyl)-2-phenyl-1H-indole
211378,4-(2'-methoxyphenyl)-1-((2'-(N-2''-pyridyl)-4-isothiocyanobenzamido)ethyl)piperazine
493495,"Waardenburg Syndrome, Type 2C"
484333,zinc selenite
160373,Proteoglycans
301061,oxaloto-oxodiperoxovanadate
230176,"9-amino-2,7,12,17-tetraphenylporphycene"
157809,pyridoxamine-pyruvate transaminase
143930,4-pyridoxic acid dehydrogenase
5375,Pelobacter massiliensis
59825,DuP 697
99577,"neurokinin B, MePhe(7)-"
142035,"Vps26 protein, Drosophila"
177993,"TRAP1 protein, rat"
125440,"GA20ox2 protein, Arabidopsis"
109465,"CerS3 protein, mouse"
496886,Ascaridiasis
210404,norlapachol
220563,callaphylloside
85626,"FACT protein, S cerevisiae"
330916,shao yao decoction
130483,"CCDC30 protein, human"
150408,citrinamide A
512788,"Reinforcement, Social"
128672,"Cdkn2b protein, rat"
24115,oxymorphone phenylhydrazone
115641,"Zfp287 protein, mouse"
500625,Muntjacs
104656,"MCA2 protein, Arabidopsis"
36297,MK 0852
432408,Towyspora aestuari
281101,"3,6,17-trihydroxy-stigmasta-4,7,24(28)-triene"
307218,hydroxyhexamide
465837,Telimena aequatoriensis
53903,lutrelin acetate
52186,4-azidobenzimidate
261319,3-enolpyruvoylanthranilate
173874,"N-(2-furoyl)-alpha,beta-didehydroleucyl-tryptophan"
111302,"Nkx3-1 protein, rat"
87076,"RRP1B protein, human"
185793,juruenolide C
75110,dermacol
85683,"Plxdc1 protein, rat"
43376,"Ard2 protein, Streptomyces capreolus"
7188,Halolactibacillus alkaliphilus
131353,"KUZ protein, Drosophila"
151910,N-(N-(lysergyl)-alanyl)-phenylalanyl-proline lactam
165161,"FMNL2 protein, human"
442061,Tomentella atrorubra
321201,Cari-D-Tect
191936,N-methyl fenfluramine
268388,pyrinodemin C
236030,N-ethyl-4-fluoroacetamidobenzovesamicol
440024,Bulleribasidium begoniae
124067,"pks1 protein, zebrafish"
62468,"4-(4'-bromo(1,1'-biphenyl)-4-yl)-2,4-dioxobutanoic acid"
26638,FR 122788
254211,SJ733
441417,Cortinarius squameoradicans
144394,beta-lactamase TEM-43
179283,Bone Morphogenetic Protein 15
127026,phenylalanyl-arginyl-arginine
422399,Tooth Extraction
249478,3'-O-(N-methylanthraniloyl) guanosine 5'-triphosphate
308043,succinic acid bis-2-isopropyl-5-methylcyclohexyl ester
96249,fibrinogen Ashford
269451,acetylleucovernine
467345,Lophodermium erlangshanense
142780,"TRIM25 protein, human"
1260,Novosphingobium sediminis
299714,pyrylium 1
82885,"Dbx2 protein, Xenopus"
49493,DI-591
467376,Coprinopsis urticicola
119993,"ACOX2 protein, human"
44611,"cholesteryl 1,12-dicarba-closo-dodecaboranel-carboxylate"
279282,"4,4'-methylene dicyclohexyl diisocyanate"
234290,technetium Tc 99m propanetetraphosphonate
34711,JNJ-1250132
66516,Aluminum Oxide
58235,"6,6'-(2,2'-(4,4'-(4,4'-oxybis(4,1-phenylene)bis(azanediyl))bis(7-methoxyquinazoline-6,4-diyl))bis(oxy)bis(ethane-2,1-diyl))bis(oxy)bis(2-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol)"
492583,Rhizomelic syndrome
74869,LK 409
67950,"3-hydrazino-5-methyl-1,2,4-triazino(5,6-b)indole"
178368,"Tmem33 protein, rat"
196464,1-stearoyl-2-arachidonoylglycerol
305854,asterlingulatoside B
157622,"Mid1 protein, human"
497997,Disease
128347,"AlcC protein, Bordetella bronchiseptica"
262982,carpatamide A
509302,"Data Interpretation, Statistical"
101445,"KIF20A protein, human"
489333,Moscovium
186192,acremoauxin A
66648,"4-(2,2-diphenylethyl)imidazole"
213277,myricarin A
236654,"11(S),12(R)-dihydrostemofoline"
150075,"18w protein, Drosophila"
5882,Pseudobutyrivibrio ruminis
250460,"7-butyl-6,8-dihydroxy-3-pentyl-3,4-dihydroisochromen-1-one"
112217,Cys-Asn-Ser tripeptide
505411,"Electrophoresis, Paper"
231100,didemnimide A
130808,6-pyruvoyltetrahydropterin synthase
490450,"Hypothyroidism, Congenital, Nongoitrous, 5"
77817,ethylisopropylamiloride
135632,"Fcr-1 protein, Mouse cytomegalovirus 1"
13198,Reichenowia parasiticae
127132,leukocyte-associated immunoglobulin-like receptor 1
195644,"3-(6-isobutyl-9-methoxy-1,4-dioxo-1,2,3,4,6,7,12,12a-octahydropyrazino(1',2'-1,6)pyrido(3,4-b)indol-3-yl)propionic acid tert-butyl ester"
41875,Otocerum
457571,Entoloma procerum
206444,"7,8-seco-para-ferruginone"
69508,"N-(3-cyano-5-fluoro-4-(methylsulfonamido)benzyl)-3-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-naphthalen-2-yl)propanamide"
240190,"4,4'-diamidinodiphenylamine"
65685,bis-glycino iron II
64162,SD 894
44356,periplocoside J
494187,"Endocarditis, Non-Infective"
88160,"nstp-5 protein, C elegans"
51064,4-methylcholest-8-en-3-ol
17045,Planktotalea frisia
491956,Al Gazali Aziz Salem syndrome
27698,repandoside
131524,"HDAC10 protein, human"
486192,Angelica
265604,cortisol octanoate
294160,allylestriol
120364,azaglycylnafarelin
27251,oxazole yellow
187278,wushanicariin
130628,"KCNN3 protein, human"
118378,"PEBP1 protein, rat"
425897,Pucciniosira solani
28574,9-beta-D-arabinofuranosylhypoxanthine 5'-monophosphate
179890,"At3g43300 protein, Arabidopsis"
492383,Lewy Body Disease
5299,Capnocytophaga canimorsus
430312,Entoloma ater
125422,"Cdc45 protein, Xenopus"
448558,Puccinia corylopsidis
145166,"rab9 protein, mouse"
476997,zinc adenosine triphosphate
367532,N(6)-(amido-3-propyl)adenosine
130022,C5-peptide
490014,Krypton Radioisotopes
269095,"2,2-difluoro-2-deoxy-inositol 1,4,5-trisphosphate"
152030,trypanopain Tb
125354,"ECHIDNA protein, Arabidopsis"
118851,"BTBD1 protein, human"
509267,Global Burden of Disease
127003,"Scn5a protein, mouse"
48409,N(alpha)-phosphorylvalyltryptophan
98464,"AKT1 protein, human"
273450,dihydroisoindigo
496720,Groll Hirschowitz syndrome
92460,"Insig1 protein, rat"
109317,"vgaA protein, Staphylococcus aureus"
457051,Elsinoe mimosae
30692,furosin
20694,(2'-5')-9-xylofuranosyladenine trimer
485856,Schleichera
129460,"5-S-cysteinyl-3,4-dihydroxyphenylacetic acid"
166994,"HYMA protein, Emericella nidulans"
73291,NS383 compound
60809,Coal Tar
237369,"3-oxo-1,2,6-thiadiazine-1,1-dioxide"
459697,Hermatomyces krabiensis
19151,Granulosicoccus marinus
52192,alirin B1
149157,kibdelin C2
125227,"nompA protein, Drosophila"
240518,fast cat
487411,Musa
431370,Didymocyrtis consimilis
461096,Russula aureorubra
102469,"LACTB protein, human"
156067,"TBK5 protein, Nicotiana tabacum"
59211,nemonoxacin
91549,azotobacterin
151000,HIV Protease
211031,"3alpha,6beta-dihydroxy-4beta-hydroperoxy-10alphaH,11alpha-methyl-ambrosa-1-en-12-oic acid-gamma-lactone"
421708,Phonophoresis
259966,poly(acrylonitrile-co-(3-acrylamidopropyl)-trimethylammonium chloride)
226763,1-oxa-3-azaspiro(4.5)dec-2-ene-8-one
128600,Signaling Lymphocytic Activation Molecule Associated Protein
41849,"1,14-di(2-methoxy-6-chloro-9-acridinyl)-1,5,10,14- tetraazadecane"
30439,Phenindione
283315,monascorubrin
267272,phorbin A
54395,"4-ethyl-4,7-dihydrotriazolo(4,5-h)quinolin-7-one-6-carboxylic acid"
69752,kappa-opioid agonist JT09
426390,Xanthoparmelia ianthina
129835,"phytolaccin protein, Phytolacca americana"
48061,AXT107
57341,sunepitron
468226,Jahnula dianchia
120055,"EAFP2 peptide, Eucommia ulmoides"
70251,deboxamet
162207,"pdh1 protein, S pombe"
190688,VRX-329747
103536,5-hydroxyvalerate CoA-transferase
17560,Dysgonomonas oryzarvi
440481,Roussoella scabrispora
131872,"Asb6 protein, mouse"
237695,cyanthiwigin AD
148155,homolanthionine sulfone
169400,"Ofd1 protein, zebrafish"
80345,"cleavage factor Im, human"
149059,caloxin 1b1
270572,"4-(4-bromophenyl)-2-pyridin-3-yl-1,3-thiazole"
79503,N(4)-hexadecyl-1-arabinofuranosylcytosine
499157,Anger
305066,"stigmast-5-en-3 beta,24-diol"
119531,6-fluorotryptophan
12909,Nostoc minutum
173230,"Receptors, CXCR3"
129617,Trive 1000
428732,Pannaria hookeri
165847,"HTm4 protein, mouse"
132779,technetium Tc99m-mercaptoacetyl albumin
160510,4Dm2m
288853,6-(2-phenylethyl)oximino naltrexone
171848,"HAF-9 protein, C elegans"
97852,"Snd2 protein, S cerevisiae"
251754,7-hydroxyglaucine
429469,Stachybotrys nephrospora
16545,Bacillus psychrosaccharolyticus
423084,PCAV protocol
14961,Tepidibacter mesophilus
78800,coronarin H
57061,statolon
90991,"her-1 protein, C elegans"
507471,"Genes, Mitochondrial"
266925,"1-(4-chlorophenyl)-3,3-dimethyltriazene"
196363,neocosmosin A
203261,2-hydroxypentylthiobenzothiazole
434050,Allocetraria endochrysea
50289,BL 3849A
45488,siponimod
187670,"dichloro(d-methionine-n,s)platinum(II)"
272633,trilobolide-6-O-isobutyrate A
239482,"vanadyl-2,3-naphthalocyanine"
436364,Mortierella gemmifera
142065,"Kcna1 protein, mouse"
483989,calcium bicarbonate
