,Preferred Label
76046,YM 116
54072,Tumor Necrosis Factor Inhibitors
98082,metflurazon-N-demethylase
254632,rubiarbonone E
76186,laidlomycin phenylcarbamate
100368,"RtxC protein, Vibrio cholerae"
499669,Ghana
163377,Cytochrome P-450 CYP11B2
228024,"1-iodo-2,5-bis-(3-hydroxycarbonyl-4-methoxy)styryl-benzene"
423174,TGAP protocol
67821,N-methyltropan-3-yl 2-(phenylthio)propionate
78495,"aspirin, codeine drug combination"
287790,Advastab 17 MOK
468344,Lecidella yunnanensis
259359,1-hydroxypinoresinol 1-O-glucopyranoside
109212,"N-glycosyltransferase, Nocardia aerocolonigenes"
251034,"12-oxy-10,13-dihydroxystearic acid"
271111,HBF 0259
148275,procollagen Type III-N-terminal peptide
219681,"4-hydroxy-3,5-diiodophenylacetic acid"
172617,polymyxin acylase
240195,pyridoxal-5-phosphate semicarbazone
76194,2-amino-3-(3-hydroxy-5-phenylisoxazol-4-yl)propionic acid
121872,microtubule-associated protein-2 phosphatase
452741,Ramaria flavigelatinosa
113275,isoleucyl-thiazolidide
268592,proxyl-oxazolopyridocarbazole
201550,macrosporin
15859,Chlamydia muridarum
101492,"APX6 protein, Arabidopsis"
34501,1-(3-C-ethynylribopentofuranosyl)cytosine
246093,6-desmethyl-sideroxylin
32031,kitamycin B
127033,"glceb protein, zebrafish"
161976,"MRAP protein, human"
449655,Pervetustus simplex
149262,cytomegalovirus glycocomplex I
432261,Kweilingia divina
422580,NOPE protocol
18594,Clostridium spiroforme
91234,"NADPH azodicarbonyl-quinone oxidoreductase protein, Arabidopsis"
318314,"2',3'-O-(2,4,6-trinitrophenyl)-8-azido-AMP"
70070,nitisinone
48062,2-(4-methoxyphenyl)ethyl-2-acetamido-2-deoxyglucopyranoside
98021,"CDKL5 protein, human"
6898,Paenibacillus urinalis
44937,"2'-chloro-2,4-dinitro-5'-6-di(trifluoromethyl)diphenylamine"
72742,rhizocticin B
84910,"SecY protein, Cyanidium caldarium"
194266,monocillin II
338181,"MIRN26A microRNA, human"
286172,N-((1-(3-chloropyridin-2-yl)-5-(5-fluoro-6-methylpyridin-3-yl)-4-methyl-1H-pyrazol-3-yl)methyl)-3-fluorocyclopentanamine
312373,2-bromo-2-cycloundecenyl camphanate
186078,nerolidol-3-O-rhamnopyranosyl-1-4-rhamnopyranosyl-1-2-(rhamnopyranosyl-1-6)-glucopyranoside
441989,Aspiciliella cupreoglauca
91698,"PHP-3 protein, C elegans"
30134,"3-acetamido-5,5-dimethylhexanoic acid"
497907,"Sertoli Cell-Only Syndrome, Type II"
197774,"2-phenyl-1,3-benzothiaphosphole"
126127,"Atoh1 protein, mouse"
61197,S-(N-phenylethylthiocarbamoyl)glutathione
310739,diethylmethylamine
150987,N'-formylkynurenine
263572,"2,5-dihydroxy-8-methoxy-6-methyl-9-oxo-9H-xanthene-1-carboxylic acid"
16221,Paenibacillus xylaniclasticus
138749,JB337
487267,Garcinia mangostana
439517,Lactarius crenulatulus
500373,Glass
165604,"VMHC1 protein, Gallus gallus"
273316,5'-(3'-deoxy-beta-D-ribofuranosyl)-3'-deoxyadenosine
2638,Neisseria dumasiana
104452,gallerimycin
375304,"PVT1 long-non-coding RNA, human"
42773,PS 15
364439,9-(1-(4-tert-butyl-2-methoxyphenyl))-6-hydroxy-3H-xanthen-3-one
13612,Krasilnikoviella muralis
448407,Malbranchea gypsea
171493,"gpr35a protein, zebrafish"
502261,Single upper central incisor
267100,N-acetylglucosamine-1-phosphate
238865,anastrephin
35013,"chlorpheniramine, phenylpropanolamine drug combination"
24736,dimethylaminoethanol pyroglutamate
25776,(5-hydroxy-4-oxo-4H-pyran-2-yl)methyl 6-hydroxynaphthalene-2-carboxylate
45805,ferrocifen
169047,"EYA1 protein, human"
199338,3-guanidinobenzenesulfonic acid methyl ester
436699,Mycocalicium hyaloparvicellulum
54766,fluodexan
498572,Raine syndrome
476939,ribothymidine
192646,SU 11657
226289,eunicellin
275523,flufenpyr-ethyl
512255,Foam Cells
295580,plantadeprate A
65137,eupatorin
474401,"MIRN982 microRNA, Drosophila"
136988,"FoxQ1 protein, rat"
88304,"N',N''-dioctadecyl-N-(4-carboxybutanoyl)glutamide"
32193,gemilukast
449172,Amanita glarea
83697,"ACTN1 protein, human"
123064,"Arg3 protein, Xenopus"
258749,blumeatin
320215,Titanium-44
282026,"cyano(5-fluoro-1-(4-methylbenzyl)-2-oxo-2,3-dihydroindol-3-yl)acetic acid"
60419,benzo(h)quinoline
18155,Humibacillus xanthopallidus
452296,Dacrymyces pachysporus
117127,kappa-caseinoglycopeptide
103680,"SPR-3 protein, C elegans"
431544,Tremella haematommatis
461235,Aschersonia paraphysata
232150,illisimonan A
267277,4-O-5'-coupled diferulic acid
511132,Hydatidiform Mole
118300,4-hydroxyphenylacetate 3-monooxygenase
149517,"KTN1 protein, human"
429780,Ocellularia halei
15257,Mediterraneibacter butyricigenes
277029,aplysinoplide A
138830,"purotoxin-2, Alopecosa marikovskyi"
111825,"GUF1 protein, human"
419719,AuPdAg alloy
168148,"Mcm6 protein, Drosophila"
494968,"Membranous Cranial Ossification, Delayed"
499341,"Europe, Eastern"
138382,"MAPK1IP1L protein, human"
309621,agrimonolide-6-O-glucopyranoside
457951,Pseudocercospora mali
44483,astrazone pink FG
203952,DMAG-N-oxide
193516,"Rgn protein, Drosophila"
23762,1-myristylpicolinium
70802,hexanoyldiiodo-N-(4-azido-2-nitrophenyl)tyramine
447272,Psathyrella fontinalis
478579,5-mercurideoxyuridine triphosphate
467396,Megacollybia fusca
69373,C012 compound
462940,Puccinia dispersa
171338,DJK-5 peptide
32790,biotinyl-6-aminoquinoline
152032,"phLHRH (14-36), Ala(17)-"
66182,3-(2-(1H-indol-6-yl)ethenyl)-5-(2-(2-methoxy-4-(2-pyridylmethoxy)phenyl)ethenyl)-1H-pyrazole
364134,"MIRN589 microRNA, human"
503199,Eyeglasses
49279,mefentrifluconazole
454989,Ophiognomonia pseudoischnostyla
35711,SR 142801
59640,NCT-503
136163,"pigpen protein, bovine"
124492,"HagB protein, Porphyromonas gingivalis"
38983,N-(2-hydroxypropyl)methacrylamide copolymer-bound Mce(6)
337554,"MIRN1934 microRNA, mouse"
46960,Ozoile
295127,1-O-octadecylglycerol-3-phosphonoformate carboxymetyl ester
440859,Lachnum pudibundum
92355,"tert-butoxycarbonylcysteine (alpha,alpha'-dimethylglycyl-alpha,alpha'-dimethylglycyl-alpha,alpha'-dimethylglycyl-alpha,alpha'-dimethylglycine methyl ester) amide disulfide"
16393,Cuneatibacter caecimuris
473594,thymidine C5-hydrate
187401,"N,N-bis(2,6-diisopropylphenyl)imidazolidin-2-ylidene"
458316,Auricularia fuscosuccinea
257733,4-chlorophenyl-beta-D-galactopyranoside
13296,Bacillus galliciensis
61705,bromperidol decanoate
421387,cobalt-chromium-molybdenum-carbon alloy
52165,"2-(furan-2-yl)-N-(4-methoxyphenyl)naphtho(1,2-d)oxazol-5-amine"
449717,Lactifluus cocosmus
190868,3-chlorotoluene
27802,(N-pyridylmethylaspartate)oxovanadium(IV)
225086,4-hexyloxyaniline
206402,2-Methylpyridine-1-ium-1-sulfonate
35360,L 744832
508835,Vaccination Coverage
38241,lexipafant
220868,omnacillin
3419,Avibacterium endocarditidis
48903,6-C-glycoside-diosmetin
459745,Ganoderma tornatum
10512,Bacillus alkalicola
114115,sticholysin II
151066,"CLB2 protein, Arabidopsis"
314595,paesuffrioside
196673,16-hydroxycommunic acid
308585,"3,4-dihydro-1,2,4-benzothiadiazine-1,1-dioxide"
253670,7-(3'-carboxypropyl)estradiol
296829,thiacalix(4)arenetetrasulfonate
82011,"LATS1-PSEN1 fusion protein, human"
300254,"bis(1,10-phenanthroline)rhodium(III)"
72917,bromodextran-trichosanthin
164157,"FRL1 protein, Arabidopsis"
460582,Mycena cyanorhiza
285679,epilachnene
180757,"oc protein, Drosophila"
22450,thielavin B
116456,"cyclo(19,31)-urokinase-type plasminogen activator (19-31)"
251232,"3,5-dinitrosalicylic acid"
37111,"5,7,2',4'-tetrahydroxy-3-geranylflavone"
172320,cholecystokinin-J
136757,"cyclin-dependent kinase inhibitor p21, zebrafish"
354368,hwangryunjihwang-tang
190088,"2-pyruvoylhydrazono-1,3-dithiolane"
224958,psycacoraone A
163284,"Setd1A protein, human"
59505,cytochalasin J
37106,lagunamide A
439334,Dendrostilbella macrospora
83373,SMARCB1 Protein
99053,"enterolysin A, Enterococcus faecalis"
94801,"ushA protein, E coli"
496443,Otitis
23334,"2-(naphthalen-2-yl)-6-(trifluoromethoxy)-2,3-dihydroquinazolin-4(1H)-one"
48976,pierisoid B
29301,DK 1
70523,enoltasosartan
18914,Shewanella marina
302731,scoparianoside C
1797,Aggregicoccus edonensis
465379,Ocellularia cinerea
167445,"ANC-1 protein, C elegans"
194988,1'-methyl-2'-hydroxyethyl ferulate
51909,black widow spider venom
333608,"MIRN5047 microRNA, human"
46636,dysidenone B
151108,"Nrg protein, Drosophila"
98346,"RIM11 protein, S cerevisiae"
427378,Tulostoma brumale
268000,n-octacostyl ferulate
137159,"7-methoxycoumarin-4-ylacetyl-alanyl-isoglutaminyl-2,4-dinitrophenyllysyl-alanyl-arginine"
501696,Intersectional Framework
30038,GW 700906
117028,"PLIN5 protein, human"
513637,Immunogenetic Phenomena
490698,Poxviridae Infections
203714,isoarctigenin
182491,Lactase-Phlorizin Hydrolase
142295,"ADAMTS8 protein, human"
207016,bisindolylmaleimide IX
165053,arginyl-tyrosyl-aspartic acid
82580,"LMW8-DR protein, African swine fever virus"
292425,aspericin C
157196,"RAB23 protein, human"
492240,"Thrombasthenia-Thrombocytopenia, Hereditary"
80410,"Matk protein, mouse"
486099,Chrysobalanaceae
72132,somatrem
285493,prenyl
141525,"DNL4 protein, S cerevisiae"
77063,telmesteine
367550,"MIRN132 microRNA, human"
106370,"Aym1 protein, S cerevisiae"
461967,Phragmidium mexicanum
101191,Elapid Venoms
103809,fibrinmonomer
262582,sclareolide
44293,4-(4-N-maleimidophenyl)butyric acid hydrazide
509582,Economic Competition
162457,"WFDC1 protein, human"
514641,Native Hawaiian or Other Pacific Islander
26778,"7,8-dimethyl-10-formylmethylisoalloxazine"
430831,Achaetomium lippiae
204971,rubrumazine B
255227,"hexamethylene-1,3-bis (tetradecyldimethylammonium bromide)"
102608,"Tll1 protein, mouse"
475100,"MIRN32 microRNA, human"
503807,Food Additives
69037,ethylacetylacrylate
435474,Pseudodidymella fagi
170263,teichuronopeptide
29829,"2,7-dinitrofluorene"
152840,"nuclear hormone receptor FTZ-F1 beta, Drosophila"
219397,"(1-(3,5-difluoro-4-hydroxyphenyl)-1H-pyrrol-3-yl)phenylmethanone"
496741,"Muscular Dystrophy, Scapulohumeral"
30236,"3,5-bis(trifluoromethyl)benzyl bromide"
100705,"Ktu protein, mouse"
171084,"AtFyPP3 protein, Arabidopsis"
451283,Cladonia ramulosa
279987,JBIR-21
298899,2-(N'-acetylphenylalanyl)hydroxyethyl 2'-pyridyl disulfide
133015,C-nitrosoreductase (NADH)
305981,"1,2-diaminopropane"
17269,Scytonema myochrous
124202,"major surface protein 1a, Anaplasma"
782,Anaerococcus murdochii
235653,"9,10-dihydroxy-11,12-epoxy-9,10,11,12-tetrahydrobenzo(e)pyrene"
484932,Ti-35Nb-5Zr alloy
148952,"tetratricopeptide 19 protein, mouse"
63129,"4-(3,5-dimethylphenyl)-N-(2-methoxyphenyl)-3-methylbutanamide"
96960,cyclo(valyl-prolylglycyl)4
46043,"3,23-O-dihydroxy-17-1,4'-bipiperidinyl betulinic amide"
57760,"1,1'-dideoxygossypol"
60258,4-iodo-N-(2-(4-(methoxyphenyl)-1-piperazinyl)ethyl)-N-2-pyridinylbenzamide
170493,"AXIN1 protein, human"
102393,"Senju protein, Drosophila"
480324,"MIRN1236 microRNA, human"
467726,Tricholoma pullum
236094,hericenone I
46011,"cryIX protein, Bacillus thuringiensis"
114720,"chromogranin A-derived peptide, WE-14"
424270,Lactifluus mexicanus
73676,4-oxo-enoxacin
162937,"Mobp protein, mouse"
317036,6-hydroxy-4-sphingenine
157116,"GRS protein, Arabidopsis"
99800,"ST8SIA4 protein, human"
425472,Parathelohania anophelis
53599,Anti-Inflammatory Agents
37526,nitrophorin
61306,1-adamantan-1-yl-3-cyclohexyl-urea
114086,"hALC-1 protein, human"
251484,monoacetoxyscirpenol
175029,"HCF136 protein, Arabidopsis"
6527,Rhodococcus koreensis
46443,WAL 1307
267705,clitocybin A
175330,"PLEKHA3 protein, human"
79614,JW74 compound
165071,"DRB4 protein, Arabidopsis"
423373,VEMP protocol 2
337349,"palmitoyl-(1,N(6))-ethenocoenzyme A"
292041,varioxirane
251915,"1-phenyl-3-azabicyclo(3.1.0)hexane-2,4-dione"
437307,Phylloporia chrysita
38415,vanadocene dichloride
130863,polycystic kidney disease 2 protein
9818,Keratinibaculum paraultunense
450315,Fusarium languescens
252107,24-norlithocholic acid
438694,Cytospora punicae
238849,artoindonesianin Z-5
140259,thiamine-binding protein
202224,phytoprostane B1 type II
62594,L 377009
512701,Reproductive Behavior
91167,"Trik protein, mouse"
49880,"N(4)-dinitrophenyl-2,4-diaminobutyric acid hydrazide"
60829,"ethyl 1-ribofuranosyl-1,2,4-triazole-3-carboximidate"
513388,Echolocation
445774,Cryphonectria radicalis
182621,"Pmca1b protein, mouse"
11900,Longimycelium tulufanense
497850,"Neutropenia, Severe Congenital, Autosomal Dominant 1"
241044,MEPNA 184
208350,julibroside J9
134019,"HSP78 protein, S cerevisiae"
243406,"5,6-dihydro-6-methoxyaminocytosine"
456198,Calonectria brasiliensis
158291,tryptophyl-glycyl-histidyl-glutamic acid
750,Altererythrobacter xiamenensis
54016,MBX2319
226887,tsitsikammamine B
143300,ethyl tumonoate A
44160,Phytosterols
508096,Tylenchida
18995,Methylophilus flavus
436334,Steinera molybdoplaca
166062,"olfactory receptor 17-4, human"
121981,"Teq protein, Drosophila"
20913,9-anthryloxirane
309650,"2,6-lutidine"
214915,"7-chloro-6-fluoro-1-ethyl-1,4-dihydro-4-oxopyrido(2,3-c)pyridazine-3-carboxylic acid"
4775,Microbulbifer thermotolerans
13314,Ralstonia mannitolilytica
163430,glycerol dehydrogenase
76838,trestolone
498444,"Scapuloperoneal Myopathy, X-Linked Dominant"
38002,4-aminobenzo(a)pyrene
30044,epicatechin-3-O-allopyranoside
422570,Low-Level Light Therapy
125971,"SRS1 protein, Toxoplasma gondii"
244619,"2-(2-(2-(5-bromo-2-methoxyphenyl)ethyl)-3-fluorophenyl)-4,5-dihydro-1H-imidazole"
121250,alpha(A) globin
71359,anti-leprosy vaccine
62490,ethanone-1-C-beta-D-glucopyranoside
305295,"N,N-bis(2-pyridylmethyl)amine"
486566,Punctelia jeckeri
101897,"GPR151 protein, human"
106967,"KZ protein, Drosophila"
160605,"Tef protein, Drosophila"
446377,Teichospora viticola
30961,2-cyano-3-hydroxy-N-(4-(trifluoromethyl)phenyl)-2-hepten-6-ynamide
171441,Vicia villosa agglutinin-horseradish peroxidase conjugate
148905,"artemisinic aldehyde delta11(13) reductase, Artemisia annua"
252287,isochrysotricine
316446,1-palmitoylphosphatidylethanolamine
454125,Paracercospora egenula
151603,"MetJ protein, E coli"
288357,quinaldic acid
149649,"p105 protein, Arabidopsis"
229495,ugonin K
137285,"MARVELD1 protein, mouse"
107958,"Ouib protein, Drosophila"
490219,Daneman Davy Mancer syndrome
469240,Periconia macrospinosa
144789,"proA protein, E coli"
214841,tegralezol
439270,Corynespora thailandica
169520,"gibberellin 3-oxidase 1, Populus tremula X Populus tremuloides"
129783,AWL 60
120504,supprescin A
14483,Muricauda olearia
93796,"PIGK protein, human"
467826,Cornuvesica crypta
62583,Ticolubant
43957,2-(naphthalen-1-yl)-1-((naphthalen-1-yl)methyl)-1H-benzimidazole
282064,"2,4-dichlorophenoxyacetic acid isooctyl ester"
436980,Neomyrmecridium asiaticum
123662,"St6Gal2 protein, human"
383241,IQP-CL-101
114213,"KCNG1 protein, human"
52307,quercetin 3-glucosyl(1-3)rhamnosyl(1-6)galactoside
137997,"Slc16a3 protein, rat"
75274,menaquinone 6
143998,"xanthorhodopsin, Salinibacter"
308157,gymnoconjugatin B
78003,alprenolone methoxime
39844,NAP taurine
92534,"Utx protein, mouse"
88648,"SMC5 protein, Arabidopsis"
273399,bupleurumin
166475,Immunoglobulin Fc Fragments
420432,RelyX U200
513708,"Gene Rearrangement, B-Lymphocyte, Light Chain"
59493,"LI-F04a peptide, Bacillus"
263295,methylrhodamine-phallacidin
29690,2-(2-fluorobenzoyl)-N-(2-methoxyphenyl)hydrazinecarbothioamide
46693,malmo protocol
66924,maduropeptin A1
45384,Pramipexole
93495,tuftsin receptor
143243,CNTO 530
246172,3-hydroxysolavetivone-beta-D-glucoside A
265303,nutralipid
168218,"AT-EXP18 protein, Arabidopsis"
36627,"bearberry, bladderwrack, borage oil, centella, fatty acid, fish oil, ginkgo biloba, melilotus, soya lecithin drug combination"
286725,"2,7-dimethylimidazo(1,2-a)pyridine-3-carboxylic acid"
453853,Seirophora californica
243256,Benzoquinones
242494,cyclopropanecarbonitrile
498136,"Immune Deficiency, Familial Variable"
12130,Cylindrospermum badium
55248,"1,4,7,8,9,10-hexahydro-9-methyl-6-nitropyrido(3,4-f)quinoxaline-2,3-dione"
435982,Inocybe lilacinosquamosa
101795,"Prdx5 protein, mouse"
55562,MZ 4-243
276484,Sulfuric Acid Esters
197170,2-amino-1-naphthol
260399,2-fluoro-3-hydroxypropionic acid
438847,Russula sanguinaria
461157,Pseudocercospora viticicola
147446,"HAC1 protein, Arabidopsis"
95249,"farnesylcysteine lyase, Arabidopsis"
78470,halazone
