,Preferred Label,Semantic Types Label,mesh_id
250,"Receptors, Cholecystokinin",Receptor,D011949
251,"Receptors, Cholecystokinin",Receptor,D011949
252,"Receptor, Cholecystokinin B","Amino Acid, Peptide, or Protein",D043887
253,"Receptor, Cholecystokinin B","Amino Acid, Peptide, or Protein",D043887
254,"Receptor, Cholecystokinin B",Receptor,D043887
255,"Receptor, Cholecystokinin B",Receptor,D043887
256,"Receptor, Cholecystokinin A","Amino Acid, Peptide, or Protein",D043886
257,"Receptor, Cholecystokinin A","Amino Acid, Peptide, or Protein",D043886
258,"Receptor, Cholecystokinin A",Receptor,D043886
259,"Receptor, Cholecystokinin A",Receptor,D043886
260,Substance P,"Amino Acid, Peptide, or Protein",D013373
261,Substance P,"Amino Acid, Peptide, or Protein",D013373
262,Substance P,Biologically Active Substance,D013373
263,Substance P,Biologically Active Substance,D013373
264,"Receptors, Neuropeptide Y","Amino Acid, Peptide, or Protein",D017476
265,"Receptors, Neuropeptide Y","Amino Acid, Peptide, or Protein",D017476
266,"Receptors, Neuropeptide Y",Receptor,D017476
267,"Receptors, Neuropeptide Y",Receptor,D017476
268,Neuropeptide Y,"Amino Acid, Peptide, or Protein",D009478
269,Neuropeptide Y,"Amino Acid, Peptide, or Protein",D009478
270,Neuropeptide Y,Biologically Active Substance,D009478
271,Neuropeptide Y,Biologically Active Substance,D009478
272,Neuropeptides,"Amino Acid, Peptide, or Protein",D009479
273,Neuropeptides,"Amino Acid, Peptide, or Protein",D009479
274,Neuropeptides,Biologically Active Substance,D009479
275,Neuropeptides,Biologically Active Substance,D009479
276,"Histamine H1 Antagonists, Non-Sedating",Pharmacologic Substance,D039563
277,"Histamine H1 Antagonists, Non-Sedating",Pharmacologic Substance,D039563
278,"Histamine H1 Antagonists, Non-Sedating",Organic Chemical,D039563
279,"Histamine H1 Antagonists, Non-Sedating",Organic Chemical,D039563
280,Histamine Agents,Pharmacologic Substance,D018494
281,Histamine Agents,Pharmacologic Substance,D018494
282,Histamine Agents,Physiologic Function,D018494
283,Histamine Agents,Physiologic Function,D018494
284,Histamine H3 Antagonists,Pharmacologic Substance,D054828
285,Histamine H1 Antagonists,Pharmacologic Substance,D006634
286,Histamine H1 Antagonists,Pharmacologic Substance,D006634
287,Histamine H1 Antagonists,Organic Chemical,D006634
288,Histamine H1 Antagonists,Organic Chemical,D006634
289,Histamine,Pharmacologic Substance,D006632
290,Histamine,Pharmacologic Substance,D006632
291,Histamine,Pharmacologic Substance,D006632
292,Histamine,Organic Chemical,D006632
293,Histamine,Organic Chemical,D006632
294,Histamine,Organic Chemical,D006632
295,Histamine,Biologically Active Substance,D006632
296,Histamine,Biologically Active Substance,D006632
297,Histamine,Biologically Active Substance,D006632
298,Histamine H2 Antagonists,Pharmacologic Substance,D006635
299,Histamine Antagonists,Pharmacologic Substance,D006633
300,Histamine Antagonists,Pharmacologic Substance,D006633
301,Histamine Antagonists,Organic Chemical,D006633
302,Histamine Antagonists,Organic Chemical,D006633
303,Histamine Agonists,Pharmacologic Substance,D017442
304,"Receptors, Histamine","Amino Acid, Peptide, or Protein",D011968
305,"Receptors, Histamine","Amino Acid, Peptide, or Protein",D011968
306,"Receptors, Histamine",Receptor,D011968
307,"Receptors, Histamine",Receptor,D011968
308,"Receptors, Histamine H1","Amino Acid, Peptide, or Protein",D011969
309,"Receptors, Histamine H1","Amino Acid, Peptide, or Protein",D011969
310,"Receptors, Histamine H1",Receptor,D011969
311,"Receptors, Histamine H1",Receptor,D011969
312,"Receptors, Histamine H2","Amino Acid, Peptide, or Protein",D011970
313,"Receptors, Histamine H2","Amino Acid, Peptide, or Protein",D011970
314,"Receptors, Histamine H2",Receptor,D011970
315,"Receptors, Histamine H2",Receptor,D011970
316,"Receptors, Histamine H4","Amino Acid, Peptide, or Protein",D000074040
317,Histamine N-Methyltransferase,"Amino Acid, Peptide, or Protein",D006637
318,Histamine N-Methyltransferase,"Amino Acid, Peptide, or Protein",D006637
319,Histamine N-Methyltransferase,Enzyme,D006637
320,Histamine N-Methyltransferase,Enzyme,D006637
321,"Receptors, Histamine H3","Amino Acid, Peptide, or Protein",D018100
322,"Receptors, Histamine H3","Amino Acid, Peptide, or Protein",D018100
323,"Receptors, Histamine H3",Receptor,D018100
324,"Receptors, Histamine H3",Receptor,D018100
325,Histamine Release,Cell Function,D006636
326,Epinephrine,Pharmacologic Substance,D004837
327,Epinephrine,Pharmacologic Substance,D004837
328,Epinephrine,Pharmacologic Substance,D004837
329,Epinephrine,Organic Chemical,D004837
330,Epinephrine,Organic Chemical,D004837
331,Epinephrine,Organic Chemical,D004837
332,Epinephrine,Hormone,D004837
333,Epinephrine,Hormone,D004837
334,Epinephrine,Hormone,D004837
335,Norepinephrine,Pharmacologic Substance,D009638
336,Norepinephrine,Pharmacologic Substance,D009638
337,Norepinephrine,Pharmacologic Substance,D009638
338,Norepinephrine,Organic Chemical,D009638
339,Norepinephrine,Organic Chemical,D009638
340,Norepinephrine,Organic Chemical,D009638
341,Norepinephrine,Hormone,D009638
342,Norepinephrine,Hormone,D009638
343,Norepinephrine,Hormone,D009638
344,Norepinephrine Plasma Membrane Transport Proteins,"Amino Acid, Peptide, or Protein",D050484
345,Norepinephrine Plasma Membrane Transport Proteins,"Amino Acid, Peptide, or Protein",D050484
346,Norepinephrine Plasma Membrane Transport Proteins,Biologically Active Substance,D050484
347,Norepinephrine Plasma Membrane Transport Proteins,Biologically Active Substance,D050484
348,Acetylcholine Release Inhibitors,Pharmacologic Substance,D065087
349,Acetylcholine,Pharmacologic Substance,D000109
350,Acetylcholine,Pharmacologic Substance,D000109
351,Acetylcholine,Pharmacologic Substance,D000109
352,Acetylcholine,Organic Chemical,D000109
353,Acetylcholine,Organic Chemical,D000109
354,Acetylcholine,Organic Chemical,D000109
355,Acetylcholine,Biologically Active Substance,D000109
356,Acetylcholine,Biologically Active Substance,D000109
357,Acetylcholine,Biologically Active Substance,D000109
358,Acetylcholinesterase,"Amino Acid, Peptide, or Protein",D000110
359,Acetylcholinesterase,"Amino Acid, Peptide, or Protein",D000110
360,Acetylcholinesterase,Enzyme,D000110
361,Acetylcholinesterase,Enzyme,D000110
362,Vesicular Acetylcholine Transport Proteins,"Amino Acid, Peptide, or Protein",D050494
363,Vesicular Acetylcholine Transport Proteins,"Amino Acid, Peptide, or Protein",D050494
364,Vesicular Acetylcholine Transport Proteins,Biologically Active Substance,D050494
365,Vesicular Acetylcholine Transport Proteins,Biologically Active Substance,D050494
366,alpha7 Nicotinic Acetylcholine Receptor,"Amino Acid, Peptide, or Protein",D064569
367,alpha7 Nicotinic Acetylcholine Receptor,"Amino Acid, Peptide, or Protein",D064569
368,alpha7 Nicotinic Acetylcholine Receptor,Receptor,D064569
369,alpha7 Nicotinic Acetylcholine Receptor,Receptor,D064569
370,Serotonin 5-HT3 Receptor Antagonists,Pharmacologic Substance,D058831
371,Serotonin 5-HT2 Receptor Antagonists,Pharmacologic Substance,D058830
372,Serotonin Agents,Pharmacologic Substance,D018490
373,Serotonin Agents,Pharmacologic Substance,D018490
374,Serotonin Agents,Pharmacologic Substance,D018490
375,Serotonin Agents,Biologically Active Substance,D018490
376,Serotonin Agents,Biologically Active Substance,D018490
377,Serotonin Agents,Biologically Active Substance,D018490
378,Serotonin Agents,Physiologic Function,D018490
379,Serotonin Agents,Physiologic Function,D018490
380,Serotonin Agents,Physiologic Function,D018490
381,Serotonin and Noradrenaline Reuptake Inhibitors,Pharmacologic Substance,D000068760
382,Serotonin Receptor Agonists,Pharmacologic Substance,D017366
383,Serotonin 5-HT1 Receptor Agonists,Pharmacologic Substance,D058825
384,Serotonin 5-HT4 Receptor Agonists,Pharmacologic Substance,D058828
385,Serotonin 5-HT2 Receptor Agonists,Pharmacologic Substance,D058826
386,Serotonin 5-HT1 Receptor Antagonists,Pharmacologic Substance,D058829
387,Serotonin 5-HT3 Receptor Agonists,Pharmacologic Substance,D058827
388,Serotonin Antagonists,Pharmacologic Substance,D012702
389,"Receptors, Serotonin, 5-HT1","Amino Acid, Peptide, or Protein",D044263
390,"Receptors, Serotonin, 5-HT1","Amino Acid, Peptide, or Protein",D044263
391,"Receptors, Serotonin, 5-HT1",Receptor,D044263
392,"Receptors, Serotonin, 5-HT1",Receptor,D044263
393,"Receptors, Serotonin, 5-HT1","Amino Acid, Peptide, or Protein",D044263
394,"Receptors, Serotonin, 5-HT1","Amino Acid, Peptide, or Protein",D044263
395,"Receptors, Serotonin, 5-HT1",Receptor,D044263
396,"Receptors, Serotonin, 5-HT1",Receptor,D044263
397,"Receptor, Serotonin, 5-HT2B","Amino Acid, Peptide, or Protein",D044403
398,"Receptor, Serotonin, 5-HT2B","Amino Acid, Peptide, or Protein",D044403
399,"Receptor, Serotonin, 5-HT2B",Receptor,D044403
400,"Receptor, Serotonin, 5-HT2B",Receptor,D044403
401,"Receptor, Serotonin, 5-HT2A","Amino Acid, Peptide, or Protein",D044402
402,"Receptor, Serotonin, 5-HT2A","Amino Acid, Peptide, or Protein",D044402
403,"Receptor, Serotonin, 5-HT2A",Receptor,D044402
404,"Receptor, Serotonin, 5-HT2A",Receptor,D044402
405,"Receptor, Serotonin, 5-HT2C","Amino Acid, Peptide, or Protein",D044405
406,"Receptor, Serotonin, 5-HT2C","Amino Acid, Peptide, or Protein",D044405
407,"Receptor, Serotonin, 5-HT2C",Receptor,D044405
408,"Receptor, Serotonin, 5-HT2C",Receptor,D044405
409,"Receptors, Serotonin, 5-HT3","Amino Acid, Peptide, or Protein",D044406
410,"Receptors, Serotonin, 5-HT3","Amino Acid, Peptide, or Protein",D044406
411,"Receptors, Serotonin, 5-HT3",Receptor,D044406
412,"Receptors, Serotonin, 5-HT3",Receptor,D044406
413,"Receptors, Serotonin, 5-HT3","Amino Acid, Peptide, or Protein",D044406
414,"Receptors, Serotonin, 5-HT3","Amino Acid, Peptide, or Protein",D044406
415,"Receptors, Serotonin, 5-HT3",Receptor,D044406
416,"Receptors, Serotonin, 5-HT3",Receptor,D044406
417,"Receptors, Serotonin","Amino Acid, Peptide, or Protein",D011985
418,"Receptors, Serotonin","Amino Acid, Peptide, or Protein",D011985
419,"Receptors, Serotonin",Receptor,D011985
420,"Receptors, Serotonin",Receptor,D011985
421,"Receptors, Serotonin","Amino Acid, Peptide, or Protein",D011985
422,"Receptors, Serotonin","Amino Acid, Peptide, or Protein",D011985
423,"Receptors, Serotonin",Receptor,D011985
424,"Receptors, Serotonin",Receptor,D011985
425,Serotonin Plasma Membrane Transport Proteins,"Amino Acid, Peptide, or Protein",D050486
426,Serotonin Plasma Membrane Transport Proteins,"Amino Acid, Peptide, or Protein",D050486
427,Serotonin Plasma Membrane Transport Proteins,Biologically Active Substance,D050486
428,Serotonin Plasma Membrane Transport Proteins,Biologically Active Substance,D050486
429,"Receptor, Serotonin, 5-HT1A","Amino Acid, Peptide, or Protein",D044282
430,"Receptor, Serotonin, 5-HT1A","Amino Acid, Peptide, or Protein",D044282
431,"Receptor, Serotonin, 5-HT1A",Receptor,D044282
432,"Receptor, Serotonin, 5-HT1A",Receptor,D044282
433,"Receptor, Serotonin, 5-HT1B","Amino Acid, Peptide, or Protein",D044302
434,"Receptor, Serotonin, 5-HT1B","Amino Acid, Peptide, or Protein",D044302
435,"Receptor, Serotonin, 5-HT1B",Receptor,D044302
436,"Receptor, Serotonin, 5-HT1B",Receptor,D044302
437,"Receptor, Serotonin, 5-HT1D","Amino Acid, Peptide, or Protein",D044346
438,"Receptor, Serotonin, 5-HT1D","Amino Acid, Peptide, or Protein",D044346
439,"Receptor, Serotonin, 5-HT1D",Receptor,D044346
440,"Receptor, Serotonin, 5-HT1D",Receptor,D044346
441,"Receptors, Serotonin, 5-HT2","Amino Acid, Peptide, or Protein",D044348
442,"Receptors, Serotonin, 5-HT2","Amino Acid, Peptide, or Protein",D044348
443,"Receptors, Serotonin, 5-HT2",Receptor,D044348
444,"Receptors, Serotonin, 5-HT2",Receptor,D044348
445,"Receptors, Serotonin, 5-HT2","Amino Acid, Peptide, or Protein",D044348
446,"Receptors, Serotonin, 5-HT2","Amino Acid, Peptide, or Protein",D044348
447,"Receptors, Serotonin, 5-HT2",Receptor,D044348
448,"Receptors, Serotonin, 5-HT2",Receptor,D044348
449,"Receptors, Serotonin, 5-HT4","Amino Acid, Peptide, or Protein",D044422
450,"Receptors, Serotonin, 5-HT4","Amino Acid, Peptide, or Protein",D044422
451,"Receptors, Serotonin, 5-HT4",Receptor,D044422
452,"Receptors, Serotonin, 5-HT4",Receptor,D044422
453,"Receptors, Serotonin, 5-HT4","Amino Acid, Peptide, or Protein",D044422
454,"Receptors, Serotonin, 5-HT4","Amino Acid, Peptide, or Protein",D044422
455,"Receptors, Serotonin, 5-HT4",Receptor,D044422
456,"Receptors, Serotonin, 5-HT4",Receptor,D044422
457,Serotonin,Organic Chemical,D012701
458,Serotonin,Organic Chemical,D012701
459,Serotonin,Biologically Active Substance,D012701
460,Serotonin,Biologically Active Substance,D012701
461,Serotonin Syndrome,Injury or Poisoning,D020230
